#   N_BLOCK:  ACCEPTANCE:
             1  3.438827e-01
             2  3.436487e-01
             3  3.446436e-01
             4  3.444107e-01
             5  3.445963e-01
             6  3.446453e-01
             7  3.449322e-01
             8  3.446942e-01
             9  3.445000e-01
            10  3.446473e-01
            11  3.448229e-01
            12  3.449037e-01
            13  3.446182e-01
            14  3.444969e-01
            15  3.444958e-01
            16  3.446024e-01
            17  3.444866e-01
            18  3.446364e-01
            19  3.445342e-01
            20  3.444981e-01
            21  3.444965e-01
            22  3.444463e-01
            23  3.444078e-01
            24  3.443219e-01
            25  3.443281e-01
            26  3.443771e-01
            27  3.443878e-01
            28  3.443173e-01
            29  3.443298e-01
            30  3.443807e-01
            31  3.443785e-01
            32  3.443458e-01
            33  3.442583e-01
            34  3.442115e-01
            35  3.441794e-01
            36  3.442459e-01
            37  3.442020e-01
            38  3.441528e-01
            39  3.441722e-01
            40  3.441236e-01
            41  3.441512e-01
            42  3.441009e-01
            43  3.440949e-01
            44  3.441588e-01
            45  3.441084e-01
            46  3.441179e-01
            47  3.441028e-01
            48  3.441085e-01
            49  3.440890e-01
            50  3.440794e-01
            51  3.440761e-01
            52  3.440608e-01
            53  3.441033e-01
            54  3.441011e-01
            55  3.441337e-01
            56  3.441117e-01
            57  3.441456e-01
            58  3.441632e-01
            59  3.442077e-01
            60  3.441596e-01
            61  3.441677e-01
            62  3.441878e-01
            63  3.442024e-01
            64  3.442184e-01
            65  3.442101e-01
            66  3.441993e-01
            67  3.441805e-01
            68  3.442215e-01
            69  3.442112e-01
            70  3.441566e-01
            71  3.441613e-01
            72  3.441526e-01
            73  3.441591e-01
            74  3.441858e-01
            75  3.441878e-01
            76  3.441842e-01
            77  3.441920e-01
            78  3.442363e-01
            79  3.442408e-01
            80  3.442416e-01
            81  3.442346e-01
            82  3.442292e-01
            83  3.442337e-01
            84  3.442373e-01
            85  3.442547e-01
            86  3.442507e-01
            87  3.442417e-01
            88  3.442482e-01
            89  3.442258e-01
            90  3.442425e-01
            91  3.442487e-01
            92  3.442464e-01
            93  3.442197e-01
            94  3.442232e-01
            95  3.442288e-01
            96  3.442562e-01
            97  3.442211e-01
            98  3.442527e-01
            99  3.442692e-01
           100  3.442986e-01
