#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
             1 -1.071600e-01 -1.071600e-01  0.000000e+00
             2  1.517973e-01  2.231867e-02  9.155524e-02
             3 -6.889280e-01 -2.147636e-01  2.029716e-01
             4 -3.771920e-01 -2.553707e-01  1.562379e-01
             5 -6.589093e-01 -3.360784e-01  1.443384e-01
             6  2.191307e-01 -2.435436e-01  1.469807e-01
             7 -1.148587e-01 -2.251600e-01  1.271280e-01
             8 -7.390133e-02 -2.062527e-01  1.126342e-01
             9  7.500133e-01 -1.000009e-01  1.416296e-01
            10  2.569787e-01 -6.430293e-02  1.318888e-01
            11 -3.098133e-02 -6.127370e-02  1.199336e-01
            12  7.854453e-01  9.286222e-03  1.290366e-01
            13 -6.149333e-01 -3.873067e-02  1.277326e-01
            14 -5.570667e-03 -3.636210e-02  1.186308e-01
            15 -1.623360e-01 -4.476036e-02  1.110190e-01
            16  4.782907e-01 -1.206967e-02  1.087869e-01
            17  4.368187e-01  1.433553e-02  1.055436e-01
            18 -8.400000e-02  8.872444e-03  9.982138e-02
            19 -2.224533e-02  7.234667e-03  9.458106e-02
            20 -5.813147e-01 -2.219280e-02  9.431893e-02
            21  2.974747e-01 -6.970540e-03  9.104763e-02
            22  2.732747e-01  5.767879e-03  8.779569e-02
            23  2.080187e-01  1.456139e-02  8.441772e-02
            24 -6.274933e-02  1.134011e-02  8.096175e-02
            25 -1.677893e-01  4.174933e-03  7.803970e-02
            26 -2.261813e-01 -4.684923e-03  7.553943e-02
            27 -3.759680e-01 -1.843615e-02  7.398272e-02
            28 -7.494667e-02 -2.045438e-02  7.136800e-02
            29  4.371893e-01 -4.673563e-03  7.063021e-02
            30 -4.866240e-01 -2.073858e-02  7.007907e-02
            31 -1.702240e-01 -2.556069e-02  6.798416e-02
            32  2.813120e-01 -1.597092e-02  6.653258e-02
            33  2.724693e-01 -7.230303e-03  6.508805e-02
            34 -1.865893e-01 -1.250557e-02  6.338711e-02
            35  3.071067e-01 -3.373790e-03  6.223035e-02
            36  4.298747e-01  8.660889e-03  6.165444e-02
            37  2.744667e-01  1.584483e-02  6.040519e-02
            38 -4.381627e-01  3.897263e-03  5.998550e-02
            39  5.457600e-02  5.196718e-03  5.846148e-02
            40  2.706587e-01  1.183327e-02  5.737540e-02
            41 -6.407760e-01 -4.084033e-03  5.814201e-02
            42  1.097307e-01 -1.374159e-03  5.682079e-02
            43 -7.722133e-02 -3.138047e-03  5.552675e-02
            44 -2.546773e-01 -8.854848e-03  5.455827e-02
            45 -2.021707e-01 -1.315076e-02  5.351473e-02
            46  2.980880e-01 -6.384696e-03  5.277736e-02
            47 -4.311520e-01 -1.542230e-02  5.242253e-02
            48  9.365867e-02 -1.314978e-02  5.137962e-02
            49 -6.770720e-01 -2.669921e-02  5.208701e-02
            50 -1.820907e-01 -2.980704e-02  5.113790e-02
            51  2.097333e-01 -2.511017e-02  5.035043e-02
            52 -4.264747e-01 -3.282872e-02  4.997026e-02
            53  3.612773e-01 -2.539275e-02  4.957760e-02
            54  1.089707e-01 -2.290454e-02  4.872190e-02
            55  4.373200e-01 -1.453682e-02  4.854929e-02
            56  9.095653e-01  1.965000e-03  5.040885e-02
            57  1.252907e-01  4.128608e-03  4.957090e-02
            58 -2.695307e-01 -5.896552e-04  4.894026e-02
            59  4.938053e-01  7.789921e-03  4.882287e-02
            60  5.014187e-01  1.601707e-02  4.869740e-02
            61 -4.638480e-01  8.150426e-03  4.853032e-02
            62 -3.596507e-01  2.218151e-03  4.810878e-02
            63  7.849333e-02  3.428868e-03  4.736038e-02
            64 -4.797333e-02  2.625708e-03  4.662719e-02
            65  7.110933e-01  1.352521e-02  4.716657e-02
            66  4.050667e-03  1.338166e-02  4.645214e-02
            67  3.565600e-01  1.850372e-02  4.604035e-02
            68  4.774373e-01  2.525275e-02  4.585529e-02
            69  2.502800e-01  2.851401e-02  4.530654e-02
            70 -2.024587e-01  2.521440e-02  4.477930e-02
            71  7.982587e-01  3.610235e-02  4.545302e-02
            72 -4.972080e-01  2.869526e-02  4.542125e-02
            73 -6.198960e-01  1.981045e-02  4.565975e-02
            74 -4.913973e-01  1.290223e-02  4.556233e-02
            75 -4.172347e-01  7.167076e-03  4.531435e-02
            76 -2.081253e-01  4.334281e-03  4.480657e-02
            77  4.108347e-01  9.613506e-03  4.453458e-02
            78 -3.175787e-01  5.418735e-03  4.416074e-02
            79  3.093013e-01  9.265350e-03  4.376895e-02
            80 -1.788427e-01  6.914000e-03  4.328495e-02
            81 -2.729947e-01  3.458337e-03  4.288829e-02
            82 -2.682667e-02  3.089008e-03  4.236685e-02
            83 -1.373333e-02  2.886329e-03  4.185689e-02
            84 -4.448267e-02  2.322413e-03  4.136240e-02
            85 -1.956107e-01 -6.211765e-06  4.094128e-02
            86 -5.152000e-03 -6.604651e-05  4.046526e-02
            87  8.154880e-01  9.308138e-03  4.107160e-02
            88 -1.546827e-01  7.444606e-03  4.064713e-02
            89 -8.075840e-01 -1.713019e-03  4.120910e-02
            90 -3.384800e-02 -2.070074e-03  4.075277e-02
            91  2.830560e-01  1.063179e-03  4.042521e-02
            92  5.739040e-01  7.289710e-03  4.046249e-02
            93  4.986960e-01  1.257365e-02  4.037094e-02
            94  4.288347e-01  1.700196e-02  4.018360e-02
            95 -3.100800e-02  1.649659e-02  3.976379e-02
            96 -2.603600e-01  1.361267e-02  3.945403e-02
            97 -4.743760e-01  8.581856e-03  3.936672e-02
            98  8.555200e-02  9.367265e-03  3.897285e-02
            99 -1.182187e-01  8.078519e-03  3.860049e-02
           100 -5.857867e-02  7.411947e-03  3.822024e-02
