#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
             1  4.263485e-01  4.263485e-01  0.000000e+00
             2  4.005717e-01  4.134601e-01  9.113495e-03
             3  3.766920e-01  4.012041e-01  1.170700e-02
             4  3.639309e-01  3.918858e-01  1.192543e-02
             5  3.225790e-01  3.780244e-01  1.564378e-02
             6  3.877129e-01  3.796392e-01  1.311955e-02
             7  3.721666e-01  3.785717e-01  1.128868e-02
             8  3.530204e-01  3.753778e-01  1.031953e-02
             9  3.164615e-01  3.688315e-01  1.105597e-02
            10  3.946758e-01  3.714159e-01  1.024798e-02
            11  2.867312e-01  3.637173e-01  1.186065e-02
            12  3.338442e-01  3.612279e-01  1.113045e-02
            13  2.305428e-01  3.511752e-01  1.410119e-02
            14  3.880378e-01  3.538082e-01  1.333752e-02
            15  3.261374e-01  3.519635e-01  1.257528e-02
            16  3.378880e-01  3.510838e-01  1.182006e-02
            17  3.468776e-01  3.508364e-01  1.112735e-02
            18  3.479668e-01  3.506769e-01  1.051031e-02
            19  3.196854e-01  3.490458e-01  1.008291e-02
            20  3.218944e-01  3.476882e-01  9.669723e-03
            21  3.392740e-01  3.472876e-01  9.217557e-03
            22  3.251347e-01  3.462806e-01  8.853407e-03
            23  3.866943e-01  3.480377e-01  8.641083e-03
            24  2.838382e-01  3.453628e-01  8.685215e-03
            25  3.857940e-01  3.469800e-01  8.487043e-03
            26  3.105543e-01  3.455790e-01  8.275443e-03
            27  2.624508e-01  3.425002e-01  8.522450e-03
            28  3.473199e-01  3.426723e-01  8.219815e-03
            29  2.502315e-01  3.394847e-01  8.532089e-03
            30  3.430119e-01  3.396023e-01  8.248496e-03
            31  3.144243e-01  3.387901e-01  8.022302e-03
            32  3.778987e-01  3.400122e-01  7.864147e-03
            33  2.837583e-01  3.383076e-01  7.808409e-03
            34  3.203108e-01  3.377783e-01  7.596669e-03
            35  3.543527e-01  3.382518e-01  7.394367e-03
            36  3.670288e-01  3.390512e-01  7.232046e-03
            37  2.872639e-01  3.376515e-01  7.170748e-03
            38  3.420342e-01  3.377668e-01  6.982971e-03
            39  3.936484e-01  3.391997e-01  6.949373e-03
            40  3.585190e-01  3.396827e-01  6.792402e-03
            41  3.702096e-01  3.404272e-01  6.667416e-03
            42  3.660863e-01  3.410382e-01  6.536598e-03
            43  2.536711e-01  3.390064e-01  6.692913e-03
            44  3.716798e-01  3.397490e-01  6.581867e-03
            45  3.009836e-01  3.388875e-01  6.491733e-03
            46  3.217480e-01  3.385149e-01  6.361292e-03
            47  2.893578e-01  3.374690e-01  6.311341e-03
            48  2.760533e-01  3.361895e-01  6.308217e-03
            49  2.732298e-01  3.349046e-01  6.308978e-03
            50  2.843688e-01  3.338939e-01  6.263235e-03
            51  3.399184e-01  3.340120e-01  6.141540e-03
            52  3.632663e-01  3.345746e-01  6.049146e-03
            53  2.666641e-01  3.332933e-01  6.069200e-03
            54  3.781546e-01  3.341241e-01  6.013397e-03
            55  3.505507e-01  3.344227e-01  5.911474e-03
            56  2.477897e-01  3.328757e-01  6.004927e-03
            57  3.095850e-01  3.324671e-01  5.913463e-03
            58  3.274151e-01  3.323800e-01  5.812149e-03
            59  4.203087e-01  3.338703e-01  5.901615e-03
            60  3.634783e-01  3.343638e-01  5.823849e-03
            61  4.066736e-01  3.355492e-01  5.847772e-03
            62  2.867227e-01  3.347617e-01  5.806240e-03
            63  3.214158e-01  3.345498e-01  5.717940e-03
            64  3.180737e-01  3.342924e-01  5.634390e-03
            65  3.266095e-01  3.341742e-01  5.548946e-03
            66  3.006286e-01  3.336659e-01  5.488100e-03
            67  3.580973e-01  3.340306e-01  5.418289e-03
            68  2.675435e-01  3.330528e-01  5.426110e-03
            69  3.086844e-01  3.326996e-01  5.358952e-03
            70  3.268369e-01  3.326159e-01  5.283050e-03
            71  2.496523e-01  3.314474e-01  5.336300e-03
            72  3.181906e-01  3.312633e-01  5.265361e-03
            73  2.996841e-01  3.308307e-01  5.210972e-03
            74  3.228780e-01  3.307232e-01  5.141662e-03
            75  3.073524e-01  3.304116e-01  5.082540e-03
            76  2.117989e-01  3.288509e-01  5.249820e-03
            77  3.284040e-01  3.288451e-01  5.181643e-03
            78  3.643501e-01  3.293003e-01  5.135167e-03
            79  2.561671e-01  3.283746e-01  5.152932e-03
            80  3.022219e-01  3.280477e-01  5.098880e-03
            81  3.616697e-01  3.284627e-01  5.052798e-03
            82  3.255398e-01  3.284271e-01  4.991304e-03
            83  4.244855e-01  3.295844e-01  5.063565e-03
            84  3.262000e-01  3.295441e-01  5.003445e-03
            85  2.623221e-01  3.287533e-01  5.006692e-03
            86  3.033960e-01  3.284584e-01  4.957149e-03
            87  3.482999e-01  3.286865e-01  4.905414e-03
            88  4.058772e-01  3.295637e-01  4.927472e-03
            89  3.202361e-01  3.294589e-01  4.873222e-03
            90  4.144191e-01  3.304029e-01  4.909656e-03
            91  2.317964e-01  3.293193e-01  4.973843e-03
            92  3.312058e-01  3.293398e-01  4.919822e-03
            93  3.147156e-01  3.291825e-01  4.869433e-03
            94  3.038285e-01  3.289128e-01  4.825095e-03
            95  3.248548e-01  3.288701e-01  4.774494e-03
            96  3.299413e-01  3.288813e-01  4.724772e-03
            97  3.469953e-01  3.290680e-01  4.679752e-03
            98  2.978204e-01  3.287491e-01  4.642849e-03
            99  3.758278e-01  3.292247e-01  4.620241e-03
           100  2.543761e-01  3.284762e-01  4.634270e-03
