#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
             1  6.553205e+00  6.553205e+00  0.000000e+00
             2  6.539358e+00  6.546282e+00  4.895871e-03
             3  6.828764e+00  6.640443e+00  7.695132e-02
             4  6.957411e+00  6.719685e+00  8.966788e-02
             5  5.909684e+00  6.557684e+00  1.616819e-01
             6  6.331796e+00  6.520036e+00  1.390491e-01
             7  6.456683e+00  6.510986e+00  1.194791e-01
             8  6.261103e+00  6.479750e+00  1.085504e-01
             9  6.084525e+00  6.435836e+00  1.049969e-01
            10  6.013934e+00  6.393646e+00  1.026242e-01
            11  6.563273e+00  6.409067e+00  9.444622e-02
            12  6.229684e+00  6.394118e+00  8.775073e-02
            13  6.096786e+00  6.371247e+00  8.392844e-02
            14  6.044639e+00  6.347917e+00  8.111111e-02
            15  6.537544e+00  6.360559e+00  7.668253e-02
            16  6.604933e+00  6.375833e+00  7.339516e-02
            17  6.034090e+00  6.355730e+00  7.177801e-02
            18  6.484940e+00  6.362908e+00  6.814834e-02
            19  6.242245e+00  6.356558e+00  6.485682e-02
            20  6.290425e+00  6.353251e+00  6.169821e-02
            21  6.314381e+00  6.351400e+00  5.878796e-02
            22  6.551675e+00  6.360503e+00  5.681625e-02
            23  5.929059e+00  6.341745e+00  5.735909e-02
            24  6.376449e+00  6.343191e+00  5.498735e-02
            25  6.304095e+00  6.341627e+00  5.281009e-02
            26  6.049118e+00  6.330377e+00  5.196347e-02
            27  6.190609e+00  6.325200e+00  5.029608e-02
            28  6.054311e+00  6.315526e+00  4.942151e-02
            29  6.383928e+00  6.317884e+00  4.777357e-02
            30  6.918944e+00  6.337920e+00  5.020686e-02
            31  6.105425e+00  6.330420e+00  4.914425e-02
            32  5.625638e+00  6.308395e+00  5.231142e-02
            33  6.084119e+00  6.301599e+00  5.116581e-02
            34  6.287557e+00  6.301186e+00  4.966260e-02
            35  6.422132e+00  6.304642e+00  4.836374e-02
            36  6.618527e+00  6.313361e+00  4.779977e-02
            37  6.458623e+00  6.317287e+00  4.666884e-02
            38  6.127056e+00  6.312281e+00  4.570842e-02
            39  6.344939e+00  6.313118e+00  4.454408e-02
            40  6.200073e+00  6.310292e+00  4.352004e-02
            41  7.043587e+00  6.328177e+00  4.598707e-02
            42  5.735056e+00  6.314055e+00  4.701048e-02
            43  6.497947e+00  6.318332e+00  4.611132e-02
            44  5.859649e+00  6.307907e+00  4.622669e-02
            45  6.035706e+00  6.301858e+00  4.559347e-02
            46  6.677819e+00  6.310031e+00  4.532894e-02
            47  6.540341e+00  6.314932e+00  4.462857e-02
            48  6.566100e+00  6.320164e+00  4.400450e-02
            49  6.108435e+00  6.315843e+00  4.331808e-02
            50  6.284851e+00  6.315223e+00  4.245616e-02
            51  6.249602e+00  6.313937e+00  4.164318e-02
            52  6.226988e+00  6.312265e+00  4.087590e-02
            53  6.572773e+00  6.317180e+00  4.039910e-02
            54  7.267105e+00  6.334771e+00  4.331189e-02
            55  6.389137e+00  6.335760e+00  4.253567e-02
            56  6.651071e+00  6.341390e+00  4.214713e-02
            57  6.582699e+00  6.345624e+00  4.161978e-02
            58  6.248603e+00  6.343951e+00  4.093580e-02
            59  6.477872e+00  6.346221e+00  4.030485e-02
            60  6.291165e+00  6.345303e+00  3.964355e-02
            61  5.855109e+00  6.337267e+00  3.979979e-02
            62  6.228802e+00  6.335518e+00  3.919629e-02
            63  6.213941e+00  6.333588e+00  3.862160e-02
            64  6.372862e+00  6.334202e+00  3.802301e-02
            65  6.554675e+00  6.337593e+00  3.758903e-02
            66  6.303523e+00  6.337077e+00  3.702304e-02
            67  6.804084e+00  6.344047e+00  3.712080e-02
            68  6.194789e+00  6.341853e+00  3.663974e-02
            69  6.007904e+00  6.337013e+00  3.642698e-02
            70  6.700650e+00  6.342208e+00  3.627512e-02
            71  7.176515e+00  6.353958e+00  3.761934e-02
            72  5.975218e+00  6.348698e+00  3.746282e-02
            73  5.959947e+00  6.343373e+00  3.732621e-02
            74  5.940247e+00  6.337925e+00  3.721721e-02
            75  5.958989e+00  6.332873e+00  3.706235e-02
            76  6.158769e+00  6.330582e+00  3.664542e-02
            77  6.026996e+00  6.326639e+00  3.638098e-02
            78  6.270097e+00  6.325914e+00  3.592178e-02
            79  6.184468e+00  6.324124e+00  3.551166e-02
            80  6.659710e+00  6.328319e+00  3.531466e-02
            81  7.082749e+00  6.337632e+00  3.608602e-02
            82  5.913580e+00  6.332461e+00  3.601458e-02
            83  6.717127e+00  6.337096e+00  3.587763e-02
            84  6.029246e+00  6.333431e+00  3.563721e-02
            85  6.610607e+00  6.336692e+00  3.536682e-02
            86  6.892697e+00  6.343157e+00  3.554160e-02
            87  6.331618e+00  6.343024e+00  3.513332e-02
            88  6.664346e+00  6.346676e+00  3.492331e-02
            89  6.113867e+00  6.344060e+00  3.462874e-02
            90  6.514318e+00  6.345952e+00  3.429561e-02
            91  6.275478e+00  6.345177e+00  3.392747e-02
            92  6.035903e+00  6.341815e+00  3.372483e-02
            93  6.530886e+00  6.343848e+00  3.342342e-02
            94  6.193213e+00  6.342246e+00  3.310624e-02
            95  6.176386e+00  6.340500e+00  3.280376e-02
            96  6.561444e+00  6.342802e+00  3.254269e-02
            97  6.724925e+00  6.346741e+00  3.244476e-02
            98  6.715409e+00  6.350503e+00  3.233105e-02
            99  5.452662e+00  6.341434e+00  3.325213e-02
           100  6.936576e+00  6.347385e+00  3.344796e-02
