#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
             1  4.254443e-01  4.254443e-01  0.000000e+00
             2  4.468158e-01  4.361301e-01  7.555946e-03
             3  4.775829e-01  4.499477e-01  1.235552e-02
             4  4.256188e-01  4.438655e-01  1.065906e-02
             5  4.472119e-01  4.445348e-01  8.548233e-03
             6  4.364853e-01  4.431932e-01  7.228036e-03
             7  4.406339e-01  4.428276e-01  6.204700e-03
             8  4.275995e-01  4.409240e-01  5.713641e-03
             9  4.457214e-01  4.414571e-01  5.103596e-03
            10  4.404641e-01  4.413578e-01  4.594202e-03
            11  4.115792e-01  4.386506e-01  4.909778e-03
            12  4.509669e-01  4.396770e-01  4.606657e-03
            13  4.543258e-01  4.408038e-01  4.387952e-03
            14  4.369542e-01  4.405289e-01  4.083133e-03
            15  4.455641e-01  4.408645e-01  3.824698e-03
            16  4.237891e-01  4.397973e-01  3.731579e-03
            17  4.482804e-01  4.402963e-01  3.545282e-03
            18  4.438478e-01  4.404936e-01  3.353808e-03
            19  4.202275e-01  4.394270e-01  3.342606e-03
            20  4.297286e-01  4.389421e-01  3.210458e-03
            21  4.356786e-01  4.387867e-01  3.061338e-03
            22  4.331506e-01  4.385305e-01  2.932886e-03
            23  4.209610e-01  4.377666e-01  2.903145e-03
            24  4.173492e-01  4.369159e-01  2.904154e-03
            25  4.577573e-01  4.377495e-01  2.905178e-03
            26  4.181057e-01  4.369940e-01  2.890015e-03
            27  4.369010e-01  4.369906e-01  2.782979e-03
            28  4.210149e-01  4.364200e-01  2.741450e-03
            29  4.541573e-01  4.370316e-01  2.714289e-03
            30  4.319337e-01  4.368617e-01  2.629127e-03
            31  4.433249e-01  4.370702e-01  2.552569e-03
            32  4.393896e-01  4.371427e-01  2.473831e-03
            33  4.460410e-01  4.374123e-01  2.413517e-03
            34  4.107694e-01  4.366287e-01  2.466464e-03
            35  4.208637e-01  4.361783e-01  2.436775e-03
            36  4.461740e-01  4.364559e-01  2.384854e-03
            37  4.228059e-01  4.360870e-01  2.348759e-03
            38  4.068698e-01  4.353181e-01  2.409513e-03
            39  4.422475e-01  4.354958e-01  2.354272e-03
            40  4.420297e-01  4.356592e-01  2.301075e-03
            41  4.402335e-01  4.357707e-01  2.247654e-03
            42  4.186244e-01  4.353625e-01  2.230906e-03
            43  4.317562e-01  4.352786e-01  2.180600e-03
            44  4.246359e-01  4.350367e-01  2.144414e-03
            45  4.284798e-01  4.348910e-01  2.101705e-03
            46  4.622383e-01  4.354855e-01  2.138447e-03
            47  4.135948e-01  4.350198e-01  2.143070e-03
            48  4.369538e-01  4.350601e-01  2.098801e-03
            49  4.225937e-01  4.348056e-01  2.071331e-03
            50  4.294031e-01  4.346976e-01  2.032721e-03
            51  4.258631e-01  4.345244e-01  2.000231e-03
            52  4.297584e-01  4.344327e-01  1.963864e-03
            53  4.468856e-01  4.346677e-01  1.940814e-03
            54  4.480584e-01  4.349157e-01  1.920650e-03
            55  4.147166e-01  4.345484e-01  1.920520e-03
            56  4.413052e-01  4.346691e-01  1.890012e-03
            57  4.414524e-01  4.347881e-01  1.860597e-03
            58  4.288734e-01  4.346861e-01  1.831310e-03
            59  4.644434e-01  4.351904e-01  1.868433e-03
            60  4.434776e-01  4.353286e-01  1.842391e-03
            61  4.416106e-01  4.354316e-01  1.815064e-03
            62  4.498306e-01  4.356638e-01  1.800585e-03
            63  4.479214e-01  4.358584e-01  1.782486e-03
            64  4.417159e-01  4.359499e-01  1.756983e-03
            65  4.179026e-01  4.356722e-01  1.751753e-03
            66  4.216443e-01  4.354597e-01  1.738058e-03
            67  4.539705e-01  4.357360e-01  1.733936e-03
            68  4.464375e-01  4.358933e-01  1.715564e-03
            69  4.546474e-01  4.361651e-01  1.712096e-03
            70  4.482504e-01  4.363378e-01  1.696320e-03
            71  4.494131e-01  4.365220e-01  1.682395e-03
            72  4.398367e-01  4.365680e-01  1.659658e-03
            73  4.331679e-01  4.365214e-01  1.637576e-03
            74  4.501446e-01  4.367055e-01  1.625762e-03
            75  4.354048e-01  4.366882e-01  1.604178e-03
            76  4.479626e-01  4.368365e-01  1.589915e-03
            77  4.326915e-01  4.367827e-01  1.570178e-03
            78  4.405556e-01  4.368311e-01  1.550792e-03
            79  4.000173e-01  4.363651e-01  1.599644e-03
            80  4.242599e-01  4.362137e-01  1.586789e-03
            81  4.200450e-01  4.360141e-01  1.579704e-03
            82  4.369154e-01  4.360251e-01  1.560478e-03
            83  4.427866e-01  4.361066e-01  1.543802e-03
            84  4.452186e-01  4.362151e-01  1.529229e-03
            85  4.356892e-01  4.362089e-01  1.511251e-03
            86  4.193763e-01  4.360131e-01  1.506300e-03
            87  4.449898e-01  4.361163e-01  1.492516e-03
            88  4.232845e-01  4.359705e-01  1.482661e-03
            89  4.514105e-01  4.361440e-01  1.476117e-03
            90  4.380125e-01  4.361648e-01  1.459861e-03
            91  4.373667e-01  4.361780e-01  1.443879e-03
            92  4.367412e-01  4.361841e-01  1.428197e-03
            93  4.034333e-01  4.358319e-01  1.455610e-03
            94  4.401704e-01  4.358781e-01  1.440856e-03
            95  4.330459e-01  4.358483e-01  1.425998e-03
            96  4.653319e-01  4.361554e-01  1.443837e-03
            97  4.643351e-01  4.364459e-01  1.457886e-03
            98  4.188839e-01  4.362667e-01  1.453982e-03
            99  4.311717e-01  4.362152e-01  1.440206e-03
           100  4.321620e-01  4.361747e-01  1.426374e-03
