#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
             1 -2.645333e-03 -2.645333e-03  0.000000e+00
             2  7.072000e-03  2.213333e-03  3.435596e-03
             3  1.552000e-03  1.992889e-03  2.297459e-03
             4  3.586667e-03  2.391333e-03  1.757305e-03
             5  6.336000e-03  3.180267e-03  1.573001e-03
             6  4.997333e-03  3.483111e-03  1.339669e-03
             7  1.377600e-02  4.953524e-03  1.780956e-03
             8  1.933333e-03  4.576000e-03  1.597849e-03
             9  1.165333e-03  4.197037e-03  1.464561e-03
            10  4.706667e-03  4.248000e-03  1.318991e-03
            11  4.202667e-03  4.243879e-03  1.199089e-03
            12  3.720000e-03  4.200222e-03  1.099959e-03
            13 -3.298667e-03  3.623385e-03  1.156752e-03
            14  4.245333e-03  3.667810e-03  1.074980e-03
            15 -1.576000e-03  3.318222e-03  1.058633e-03
            16  3.661333e-03  3.339667e-03  9.926857e-04
            17  3.120000e-03  3.326745e-03  9.343765e-04
            18  1.052000e-02  3.726370e-03  9.641450e-04
            19  5.706667e-04  3.560281e-03  9.275961e-04
            20 -4.240000e-04  3.361067e-03  9.023547e-04
            21  6.453333e-04  3.231746e-03  8.686028e-04
            22  1.384000e-03  3.147758e-03  8.331715e-04
            23 -6.538667e-03  2.726609e-03  8.970946e-04
            24  1.001600e-02  3.030333e-03  9.096791e-04
            25  5.048000e-03  3.111040e-03  8.768648e-04
            26 -3.525333e-03  2.855795e-03  8.795044e-04
            27 -1.063200e-02  2.356247e-03  9.785685e-04
            28 -8.773333e-04  2.240762e-03  9.504097e-04
            29 -5.272000e-03  1.981701e-03  9.522897e-04
            30  2.525333e-03  1.999822e-03  9.207191e-04
            31 -1.138400e-02  1.568086e-03  9.870650e-04
            32 -6.458667e-03  1.317250e-03  9.875767e-04
            33  2.474667e-03  1.352323e-03  9.582727e-04
            34  4.640000e-04  1.326196e-03  9.304444e-04
            35  5.869333e-03  1.456000e-03  9.128696e-04
            36 -6.837333e-03  1.225630e-03  9.161191e-04
            37  7.336000e-03  1.390775e-03  9.061219e-04
            38 -1.008000e-03  1.327649e-03  8.844727e-04
            39 -6.026667e-03  1.139077e-03  8.816668e-04
            40 -1.672000e-03  1.068800e-03  8.624215e-04
            41 -2.693333e-04  1.036163e-03  8.420041e-04
            42  6.821333e-03  1.173905e-03  8.331468e-04
            43 -5.893333e-03  1.009550e-03  8.298240e-04
            44  1.040000e-04  9.889697e-04  8.112195e-04
            45 -4.533333e-05  9.659852e-04  7.935179e-04
            46  4.368000e-03  1.039942e-03  7.797064e-04
            47  1.332800e-02  1.301390e-03  8.057593e-04
            48  9.474667e-03  1.471667e-03  8.067639e-04
            49 -1.173600e-02  1.202122e-03  8.341129e-04
            50 -1.440000e-03  1.149280e-03  8.191028e-04
            51  8.090667e-03  1.285386e-03  8.142714e-04
            52  1.237333e-03  1.284462e-03  7.986128e-04
            53  7.408000e-03  1.400000e-03  7.918583e-04
            54  8.173333e-03  1.525432e-03  7.870659e-04
            55  2.602667e-03  1.545018e-03  7.729992e-04
            56 -1.429333e-03  1.491905e-03  7.610182e-04
            57 -1.207733e-02  1.253848e-03  7.840171e-04
            58  4.960000e-04  1.240782e-03  7.706084e-04
            59  8.997333e-03  1.372249e-03  7.686797e-04
            60 -8.042667e-03  1.215333e-03  7.717182e-04
            61 -2.568000e-03  1.153311e-03  7.615553e-04
            62 -3.160000e-03  1.083742e-03  7.524431e-04
            63  2.890667e-03  1.112423e-03  7.410460e-04
            64 -6.018667e-03  1.001000e-03  7.377964e-04
            65  4.640000e-03  1.056985e-03  7.285667e-04
            66 -6.160000e-03  9.476364e-04  7.256873e-04
            67  7.920000e-03  1.051701e-03  7.222791e-04
            68  5.893333e-03  1.122902e-03  7.151582e-04
            69 -9.989333e-03  9.618551e-04  7.226992e-04
            70  3.786667e-04  9.535238e-04  7.124230e-04
            71 -2.208000e-03  9.089953e-04  7.037790e-04
            72  2.293333e-04  8.995556e-04  6.940676e-04
            73  5.874667e-03  9.677078e-04  6.878977e-04
            74  3.610667e-03  1.003423e-03  6.795284e-04
            75 -9.605333e-03  8.619733e-04  6.850319e-04
            76  7.442667e-03  9.485614e-04  6.814687e-04
            77  6.762667e-03  1.024069e-03  6.767887e-04
            78 -3.946667e-04  1.005880e-03  6.683563e-04
            79  4.072000e-03  1.044692e-03  6.610221e-04
            80  6.600000e-03  1.114133e-03  6.563966e-04
            81  1.286933e-02  1.259259e-03  6.641425e-04
            82 -1.466667e-03  1.226016e-03  6.568747e-04
            83  5.677333e-03  1.279647e-03  6.511461e-04
            84 -7.037333e-03  1.180635e-03  6.508786e-04
            85  1.146667e-03  1.180235e-03  6.432213e-04
            86 -6.640000e-04  1.158791e-03  6.360994e-04
            87 -5.733333e-04  1.138881e-03  6.290994e-04
            88  3.754667e-03  1.168606e-03  6.226524e-04
            89  5.773333e-03  1.220345e-03  6.178021e-04
            90 -1.813333e-04  1.204770e-03  6.111339e-04
            91  5.568000e-03  1.252718e-03  6.062962e-04
            92  1.073333e-02  1.355768e-03  6.084005e-04
            93 -2.288000e-03  1.316588e-03  6.031188e-04
            94 -1.197333e-03  1.289844e-03  5.972953e-04
            95 -8.402667e-03  1.187818e-03  5.996585e-04
            96 -4.370667e-03  1.129917e-03  5.962008e-04
            97 -4.677333e-03  1.070048e-03  5.930527e-04
            98 -7.013333e-04  1.051973e-03  5.872765e-04
            99  5.477333e-03  1.096673e-03  5.830432e-04
           100  8.440000e-03  1.170107e-03  5.818188e-04
