#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
             1  2.690765e-01  2.690765e-01  0.000000e+00
             2  2.661211e-01  2.675988e-01  1.044902e-03
             3  2.728906e-01  2.693627e-01  1.599877e-03
             4  2.673966e-01  2.688712e-01  1.273176e-03
             5  2.694051e-01  2.689780e-01  1.023009e-03
             6  2.649362e-01  2.683044e-01  1.051155e-03
             7  2.705660e-01  2.686274e-01  9.493479e-04
             8  2.699180e-01  2.687888e-01  8.442745e-04
             9  2.668444e-01  2.685727e-01  7.776158e-04
            10  2.673303e-01  2.684485e-01  7.097107e-04
            11  2.740964e-01  2.689619e-01  8.098993e-04
            12  2.687199e-01  2.689418e-01  7.426588e-04
            13  2.660132e-01  2.687165e-01  7.188854e-04
            14  2.756270e-01  2.692101e-01  8.196633e-04
            15  2.659505e-01  2.689928e-01  7.933022e-04
            16  2.736020e-01  2.692809e-01  7.943064e-04
            17  2.664554e-01  2.691147e-01  7.647735e-04
            18  2.772284e-01  2.695654e-01  8.447465e-04
            19  2.683567e-01  2.695018e-01  8.026781e-04
            20  2.675820e-01  2.694058e-01  7.682626e-04
            21  2.762391e-01  2.697312e-01  7.976180e-04
            22  2.638355e-01  2.694632e-01  8.051246e-04
            23  2.655471e-01  2.692930e-01  7.879172e-04
            24  2.669319e-01  2.691946e-01  7.612039e-04
            25  2.694495e-01  2.692048e-01  7.308241e-04
            26  2.681236e-01  2.691632e-01  7.038974e-04
            27  2.739990e-01  2.693423e-01  7.002422e-04
            28  2.684397e-01  2.693101e-01  6.759751e-04
            29  2.674015e-01  2.692443e-01  6.558615e-04
            30  2.661490e-01  2.691411e-01  6.420634e-04
            31  2.691162e-01  2.691403e-01  6.213521e-04
            32  2.718350e-01  2.692245e-01  6.076143e-04
            33  2.683028e-01  2.691966e-01  5.898433e-04
            34  2.737653e-01  2.693309e-01  5.876019e-04
            35  2.734668e-01  2.694491e-01  5.825741e-04
            36  2.636836e-01  2.692890e-01  5.879929e-04
            37  2.706368e-01  2.693254e-01  5.732285e-04
            38  2.665007e-01  2.692510e-01  5.629423e-04
            39  2.683923e-01  2.692290e-01  5.489384e-04
            40  2.675062e-01  2.691860e-01  5.369020e-04
            41  2.655785e-01  2.690980e-01  5.309673e-04
            42  2.693165e-01  2.691032e-01  5.183508e-04
            43  2.721135e-01  2.691732e-01  5.110016e-04
            44  2.653827e-01  2.690870e-01  5.065975e-04
            45  2.677350e-01  2.690570e-01  4.962300e-04
            46  2.671862e-01  2.690163e-01  4.871060e-04
            47  2.737763e-01  2.691176e-01  4.871565e-04
            48  2.693903e-01  2.691233e-01  4.770406e-04
            49  2.712185e-01  2.691660e-01  4.692176e-04
            50  2.690143e-01  2.691630e-01  4.598430e-04
            51  2.720546e-01  2.692197e-01  4.543084e-04
            52  2.706667e-01  2.692475e-01  4.464231e-04
            53  2.704346e-01  2.692699e-01  4.385615e-04
            54  2.651862e-01  2.691943e-01  4.369116e-04
            55  2.680336e-01  2.691732e-01  4.294771e-04
            56  2.685126e-01  2.691614e-01  4.219699e-04
            57  2.734151e-01  2.692360e-01  4.211140e-04
            58  2.700804e-01  2.692506e-01  4.141051e-04
            59  2.751192e-01  2.693501e-01  4.188622e-04
            60  2.706605e-01  2.693719e-01  4.124502e-04
            61  2.677845e-01  2.693459e-01  4.065088e-04
            62  2.773709e-01  2.694753e-01  4.200540e-04
            63  2.681152e-01  2.694537e-01  4.139409e-04
            64  2.681430e-01  2.694332e-01  4.079794e-04
            65  2.700740e-01  2.694431e-01  4.018218e-04
            66  2.710283e-01  2.694671e-01  3.964508e-04
            67  2.673447e-01  2.694354e-01  3.917972e-04
            68  2.705832e-01  2.694523e-01  3.863989e-04
            69  2.700388e-01  2.694608e-01  3.808924e-04
            70  2.776353e-01  2.695776e-01  3.929450e-04
            71  2.612773e-01  2.694607e-01  4.044272e-04
            72  2.662293e-01  2.694158e-01  4.012926e-04
            73  2.734538e-01  2.694711e-01  3.995897e-04
            74  2.663580e-01  2.694291e-01  3.963982e-04
            75  2.694250e-01  2.694290e-01  3.911129e-04
            76  2.713382e-01  2.694541e-01  3.867726e-04
            77  2.716471e-01  2.694826e-01  3.827967e-04
            78  2.616873e-01  2.693827e-01  3.907173e-04
            79  2.687473e-01  2.693746e-01  3.858543e-04
            80  2.649106e-01  2.693188e-01  3.850448e-04
            81  2.713808e-01  2.693443e-01  3.811317e-04
            82  2.720828e-01  2.693777e-01  3.779441e-04
            83  2.772908e-01  2.694730e-01  3.852278e-04
            84  2.783395e-01  2.695786e-01  3.948380e-04
            85  2.773047e-01  2.696695e-01  4.005188e-04
            86  2.707129e-01  2.696816e-01  3.960454e-04
            87  2.701416e-01  2.696869e-01  3.915284e-04
            88  2.621382e-01  2.696011e-01  3.963646e-04
            89  2.679188e-01  2.695822e-01  3.923616e-04
            90  2.729596e-01  2.696197e-01  3.897924e-04
            91  2.661272e-01  2.695813e-01  3.873938e-04
            92  2.679539e-01  2.695637e-01  3.835867e-04
            93  2.695363e-01  2.695634e-01  3.794622e-04
            94  2.717432e-01  2.695865e-01  3.761333e-04
            95  2.665826e-01  2.695549e-01  3.735007e-04
            96  2.730558e-01  2.695914e-01  3.713861e-04
            97  2.704509e-01  2.696003e-01  3.676631e-04
            98  2.689846e-01  2.695940e-01  3.639651e-04
            99  2.697749e-01  2.695958e-01  3.602933e-04
           100  2.678607e-01  2.695785e-01  3.571079e-04
