#   N_BLOCK:  ACCEPTANCE:
             1  4.454547e-01
             2  4.455447e-01
             3  4.474960e-01
             4  4.468437e-01
             5  4.468144e-01
             6  4.470147e-01
             7  4.473396e-01
             8  4.473350e-01
             9  4.471504e-01
            10  4.470753e-01
            11  4.471010e-01
            12  4.472546e-01
            13  4.471949e-01
            14  4.470666e-01
            15  4.470653e-01
            16  4.470253e-01
            17  4.470411e-01
            18  4.470749e-01
            19  4.470815e-01
            20  4.471531e-01
            21  4.471778e-01
            22  4.471790e-01
            23  4.472271e-01
            24  4.471720e-01
            25  4.470479e-01
            26  4.470581e-01
            27  4.470199e-01
            28  4.469569e-01
            29  4.469664e-01
            30  4.469299e-01
            31  4.469638e-01
            32  4.469519e-01
            33  4.469517e-01
            34  4.470144e-01
            35  4.470689e-01
            36  4.471950e-01
            37  4.471672e-01
            38  4.470919e-01
            39  4.471255e-01
            40  4.471644e-01
            41  4.471725e-01
            42  4.471594e-01
            43  4.471300e-01
            44  4.471441e-01
            45  4.471537e-01
            46  4.471603e-01
            47  4.471716e-01
            48  4.471419e-01
            49  4.471277e-01
            50  4.471311e-01
            51  4.470868e-01
            52  4.470813e-01
            53  4.470677e-01
            54  4.470495e-01
            55  4.470288e-01
            56  4.470261e-01
            57  4.469847e-01
            58  4.470079e-01
            59  4.470055e-01
            60  4.470058e-01
            61  4.470118e-01
            62  4.470245e-01
            63  4.470137e-01
            64  4.470655e-01
            65  4.470191e-01
            66  4.470042e-01
            67  4.469566e-01
            68  4.469609e-01
            69  4.469403e-01
            70  4.469063e-01
            71  4.468851e-01
            72  4.468756e-01
            73  4.468564e-01
            74  4.468464e-01
            75  4.468697e-01
            76  4.468774e-01
            77  4.468905e-01
            78  4.469061e-01
            79  4.469140e-01
            80  4.469336e-01
            81  4.469347e-01
            82  4.469223e-01
            83  4.469265e-01
            84  4.469161e-01
            85  4.469254e-01
            86  4.469358e-01
            87  4.469245e-01
            88  4.469240e-01
            89  4.469279e-01
            90  4.469370e-01
            91  4.469315e-01
            92  4.469163e-01
            93  4.469210e-01
            94  4.468985e-01
            95  4.469148e-01
            96  4.469138e-01
            97  4.468995e-01
            98  4.469198e-01
            99  4.469114e-01
           100  4.469110e-01
