#   N_BLOCK:  ACCEPTANCE:
             1  1.254267e-02
             2  1.387000e-02
             3  1.357289e-02
             4  1.509233e-02
             5  1.526933e-02
             6  1.480911e-02
             7  1.487448e-02
             8  1.477250e-02
             9  1.488844e-02
            10  1.561987e-02
            11  1.519333e-02
            12  1.487033e-02
            13  1.479026e-02
            14  1.486048e-02
            15  1.483182e-02
            16  1.467275e-02
            17  1.468416e-02
            18  1.454452e-02
            19  1.469137e-02
            20  1.453820e-02
            21  1.432527e-02
            22  1.423267e-02
            23  1.406359e-02
            24  1.417483e-02
            25  1.400123e-02
            26  1.399369e-02
            27  1.397842e-02
            28  1.385510e-02
            29  1.375784e-02
            30  1.375622e-02
            31  1.370069e-02
            32  1.356904e-02
            33  1.378145e-02
            34  1.387769e-02
            35  1.399897e-02
            36  1.389678e-02
            37  1.382807e-02
            38  1.388947e-02
            39  1.389241e-02
            40  1.390157e-02
            41  1.392797e-02
            42  1.402644e-02
            43  1.393634e-02
            44  1.384542e-02
            45  1.390065e-02
            46  1.381058e-02
            47  1.381257e-02
            48  1.374531e-02
            49  1.375102e-02
            50  1.365272e-02
            51  1.373373e-02
            52  1.381249e-02
            53  1.384108e-02
            54  1.378146e-02
            55  1.378247e-02
            56  1.381207e-02
            57  1.383235e-02
            58  1.373552e-02
            59  1.370619e-02
            60  1.373020e-02
            61  1.369506e-02
            62  1.376677e-02
            63  1.377111e-02
            64  1.372985e-02
            65  1.366730e-02
            66  1.371323e-02
            67  1.376074e-02
            68  1.375163e-02
            69  1.376214e-02
            70  1.370467e-02
            71  1.377677e-02
            72  1.377150e-02
            73  1.378636e-02
            74  1.377454e-02
            75  1.373680e-02
            76  1.376640e-02
            77  1.373435e-02
            78  1.377260e-02
            79  1.373745e-02
            80  1.372085e-02
            81  1.368100e-02
            82  1.364646e-02
            83  1.367990e-02
            84  1.370332e-02
            85  1.367026e-02
            86  1.369921e-02
            87  1.369494e-02
            88  1.368159e-02
            89  1.365599e-02
            90  1.370120e-02
            91  1.368611e-02
            92  1.365187e-02
            93  1.364136e-02
            94  1.360810e-02
            95  1.356125e-02
            96  1.354218e-02
            97  1.355839e-02
            98  1.354965e-02
            99  1.361064e-02
           100  1.360593e-02
