#   N_BLOCK:  ACCEPTANCE:
             1  4.190920e-01
             2  4.192540e-01
             3  4.203538e-01
             4  4.199373e-01
             5  4.196917e-01
             6  4.198798e-01
             7  4.200650e-01
             8  4.203080e-01
             9  4.201286e-01
            10  4.201323e-01
            11  4.201982e-01
            12  4.202691e-01
            13  4.201829e-01
            14  4.200376e-01
            15  4.200068e-01
            16  4.199487e-01
            17  4.201059e-01
            18  4.200837e-01
            19  4.200728e-01
            20  4.200941e-01
            21  4.201011e-01
            22  4.200325e-01
            23  4.200347e-01
            24  4.199352e-01
            25  4.198629e-01
            26  4.198831e-01
            27  4.198467e-01
            28  4.198119e-01
            29  4.198131e-01
            30  4.197817e-01
            31  4.197665e-01
            32  4.197660e-01
            33  4.197248e-01
            34  4.197554e-01
            35  4.197741e-01
            36  4.198882e-01
            37  4.198677e-01
            38  4.198479e-01
            39  4.198840e-01
            40  4.198617e-01
            41  4.198461e-01
            42  4.198312e-01
            43  4.197909e-01
            44  4.198295e-01
            45  4.198085e-01
            46  4.197723e-01
            47  4.198039e-01
            48  4.198057e-01
            49  4.197921e-01
            50  4.197748e-01
            51  4.197698e-01
            52  4.197297e-01
            53  4.197272e-01
            54  4.197202e-01
            55  4.197054e-01
            56  4.196949e-01
            57  4.197201e-01
            58  4.197045e-01
            59  4.196726e-01
            60  4.196680e-01
            61  4.196875e-01
            62  4.197114e-01
            63  4.197074e-01
            64  4.197625e-01
            65  4.197606e-01
            66  4.197542e-01
            67  4.197328e-01
            68  4.197431e-01
            69  4.197169e-01
            70  4.196989e-01
            71  4.197011e-01
            72  4.196946e-01
            73  4.197147e-01
            74  4.196958e-01
            75  4.197100e-01
            76  4.197068e-01
            77  4.196963e-01
            78  4.197150e-01
            79  4.197297e-01
            80  4.197426e-01
            81  4.197463e-01
            82  4.197362e-01
            83  4.197463e-01
            84  4.197460e-01
            85  4.197767e-01
            86  4.197848e-01
            87  4.197804e-01
            88  4.197806e-01
            89  4.197699e-01
            90  4.197652e-01
            91  4.197629e-01
            92  4.197614e-01
            93  4.197446e-01
            94  4.197199e-01
            95  4.197117e-01
            96  4.196916e-01
            97  4.196827e-01
            98  4.196969e-01
            99  4.197064e-01
           100  4.197217e-01
