#   N_BLOCK:  ACCEPTANCE:
             1  8.739333e-02
             2  8.794400e-02
             3  8.977022e-02
             4  8.988267e-02
             5  9.147120e-02
             6  9.135956e-02
             7  9.093314e-02
             8  9.063017e-02
             9  9.076444e-02
            10  9.091773e-02
            11  9.043830e-02
            12  9.001611e-02
            13  9.023292e-02
            14  9.026467e-02
            15  9.007884e-02
            16  8.984542e-02
            17  9.010486e-02
            18  9.036281e-02
            19  9.070737e-02
            20  9.061200e-02
            21  9.059841e-02
            22  9.046291e-02
            23  9.067049e-02
            24  9.049317e-02
            25  9.026997e-02
            26  9.020282e-02
            27  9.001556e-02
            28  9.009467e-02
            29  9.011825e-02
            30  9.021227e-02
            31  9.048697e-02
            32  9.046067e-02
            33  9.016545e-02
            34  9.008035e-02
            35  9.003977e-02
            36  8.999693e-02
            37  8.998987e-02
            38  8.988961e-02
            39  8.996397e-02
            40  8.989050e-02
            41  8.997938e-02
            42  9.008844e-02
            43  9.008955e-02
            44  9.000597e-02
            45  9.002554e-02
            46  9.002139e-02
            47  9.003262e-02
            48  9.010056e-02
            49  9.009380e-02
            50  9.005373e-02
            51  8.996892e-02
            52  8.991256e-02
            53  8.998521e-02
            54  8.995872e-02
            55  8.991566e-02
            56  8.985102e-02
            57  8.984915e-02
            58  8.983241e-02
            59  8.987254e-02
            60  8.984340e-02
            61  8.982745e-02
            62  8.980860e-02
            63  8.985460e-02
            64  8.992475e-02
            65  8.990098e-02
            66  8.998137e-02
            67  8.997829e-02
            68  8.998631e-02
            69  8.997414e-02
            70  9.005370e-02
            71  9.005630e-02
            72  9.001906e-02
            73  8.996579e-02
            74  8.993366e-02
            75  8.991934e-02
            76  8.994135e-02
            77  8.994919e-02
            78  9.001443e-02
            79  8.989220e-02
            80  8.991443e-02
            81  8.988459e-02
            82  8.988107e-02
            83  8.988092e-02
            84  8.989286e-02
            85  8.986482e-02
            86  8.992084e-02
            87  8.989873e-02
            88  8.985145e-02
            89  8.982679e-02
            90  8.984465e-02
            91  8.983739e-02
            92  8.979328e-02
            93  8.980721e-02
            94  8.979340e-02
            95  8.973319e-02
            96  8.968297e-02
            97  8.966740e-02
            98  8.967373e-02
            99  8.968862e-02
           100  8.969600e-02
