#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
             1 -2.112693e-01 -2.112693e-01  0.000000e+00
             2  3.006400e-02 -9.060267e-02  8.532422e-02
             3  9.958133e-02 -2.720800e-02  7.690845e-02
             4 -6.214933e-02 -3.594333e-02  5.817531e-02
             5 -2.133333e-05 -2.875893e-02  4.698177e-02
             6  1.345333e-02 -2.172356e-02  3.967474e-02
             7 -4.859733e-02 -2.556267e-02  3.419216e-02
             8  3.106667e-02 -1.848400e-02  3.064212e-02
             9 -3.704800e-02 -2.054667e-02  2.730677e-02
            10  5.046667e-02 -1.344533e-02  2.548275e-02
            11 -7.652533e-02 -1.917988e-02  2.380263e-02
            12 -3.596533e-02 -2.057867e-02  2.186014e-02
            13  1.344293e-01 -8.654974e-03  2.320374e-02
            14  1.750933e-02 -6.786095e-03  2.162146e-02
            15 -1.408320e-01 -1.572249e-02  2.194923e-02
            16  8.747467e-02 -9.272667e-03  2.150418e-02
            17  3.746400e-02 -6.523451e-03  2.041421e-02
            18  8.328000e-02 -1.534370e-03  1.988039e-02
            19 -5.601600e-02 -4.401825e-03  1.903972e-02
            20  6.563733e-02 -8.998667e-04  1.840698e-02
            21 -6.499467e-02 -3.952000e-03  1.778170e-02
            22  3.648000e-03 -3.606545e-03  1.697679e-02
            23  1.480267e-02 -2.806145e-03  1.625753e-02
            24  2.237600e-02 -1.756889e-03  1.561395e-02
            25  1.893600e-01  5.887787e-03  1.675665e-02
            26  7.823200e-02  8.670256e-03  1.634155e-02
            27 -2.091680e-01  6.021728e-04  1.761574e-02
            28 -6.343733e-02 -1.684952e-03  1.713444e-02
            29 -3.896267e-02 -2.970391e-03  1.659175e-02
            30 -1.344480e-01 -7.352978e-03  1.660742e-02
            31 -4.161867e-02 -8.458323e-03  1.610844e-02
            32 -2.015467e-02 -8.823833e-03  1.560919e-02
            33 -5.624000e-03 -8.726869e-03  1.513649e-02
            34  5.738133e-02 -6.782510e-03  1.481565e-02
            35 -7.127467e-02 -8.625143e-03  1.450648e-02
            36  1.109867e-02 -8.077259e-03  1.411387e-02
            37 -6.165333e-02 -9.525261e-03  1.380649e-02
            38 -5.206133e-02 -1.064463e-02  1.348846e-02
            39  1.159813e-01 -7.397812e-03  1.352773e-02
            40 -2.639467e-02 -7.872733e-03  1.319787e-02
            41  6.908800e-02 -5.995642e-03  1.300878e-02
            42  4.766133e-02 -4.718095e-03  1.276162e-02
            43  3.566933e-02 -3.778853e-03  1.249935e-02
            44 -4.891200e-02 -4.804606e-03  1.225729e-02
            45  5.856000e-03 -4.567704e-03  1.198720e-02
            46 -1.217600e-01 -7.115362e-03  1.199428e-02
            47 -6.403733e-02 -8.326468e-03  1.180007e-02
            48 -3.429333e-03 -8.224444e-03  1.155468e-02
            49 -4.095467e-02 -8.892408e-03  1.133816e-02
            50  6.941867e-02 -7.326187e-03  1.121905e-02
            51  5.266933e-02 -6.149804e-03  1.106057e-02
            52  2.044320e-01 -2.100154e-03  1.156549e-02
            53 -8.930667e-02 -3.745560e-03  1.146372e-02
            54  1.865067e-02 -3.330815e-03  1.125893e-02
            55  1.341333e-03 -3.245867e-03  1.105454e-02
            56 -2.674400e-02 -3.665476e-03  1.086510e-02
            57  1.196560e-01 -1.501942e-03  1.088776e-02
            58  7.630667e-02 -1.604138e-04  1.078237e-02
            59  1.198213e-01  1.873175e-03  1.078969e-02
            60  2.057067e-02  2.184800e-03  1.061436e-02
            61 -5.877333e-02  1.185486e-03  1.048729e-02
            62 -6.976000e-02  4.120430e-05  1.038038e-02
            63  6.539200e-02  1.078519e-03  1.026731e-02
            64  1.028667e-01  2.668958e-03  1.022932e-02
            65 -1.287307e-01  6.474256e-04  1.026976e-02
            66 -1.794667e-02  3.656970e-04  1.011802e-02
            67 -1.898400e-02  7.689552e-05  9.971122e-03
            68  2.560000e-02  4.522353e-04  9.831550e-03
            69 -2.072800e-02  1.452754e-04  9.693855e-03
            70 -7.407200e-02 -9.149714e-04  9.613177e-03
            71  9.293333e-02  4.068357e-04  9.568223e-03
            72 -1.094453e-01 -1.118889e-03  9.556201e-03
            73  2.227733e-02 -7.983927e-04  9.430667e-03
            74 -6.419733e-02 -1.655135e-03  9.342060e-03
            75 -7.078400e-02 -2.576853e-03  9.262858e-03
            76 -1.215680e-01 -4.142526e-03  9.272355e-03
            77  3.480000e-02 -3.636779e-03  9.165717e-03
            78 -2.707733e-02 -3.937299e-03  9.053133e-03
            79 -1.338480e-01 -5.581738e-03  9.086659e-03
            80 -1.979733e-02 -5.759433e-03  8.974813e-03
            81 -8.546667e-03 -5.793844e-03  8.864079e-03
            82  4.160533e-02 -5.215805e-03  8.774808e-03
            83 -1.079413e-01 -6.453462e-03  8.755936e-03
            84  6.147733e-02 -5.644762e-03  8.688964e-03
            85  3.411200e-02 -5.177035e-03  8.599321e-03
            86 -5.787733e-02 -5.789829e-03  8.521135e-03
            87  5.574933e-02 -5.082483e-03  8.452498e-03
            88  1.252693e-01 -3.601212e-03  8.485248e-03
            89  6.509867e-02 -2.829303e-03  8.424946e-03
            90 -4.104000e-02 -3.253867e-03  8.342026e-03
            91  1.536000e-02 -3.049319e-03  8.252863e-03
            92 -8.711467e-02 -3.963072e-03  8.213587e-03
            93 -5.635733e-02 -4.526452e-03  8.144568e-03
            94  1.358320e-01 -3.033277e-03  8.193655e-03
            95  4.632000e-02 -2.513768e-03  8.123859e-03
            96  3.457600e-02 -2.127417e-03  8.048417e-03
            97  7.475467e-02 -1.334818e-03  8.004375e-03
            98  2.254400e-02 -1.091156e-03  7.926406e-03
            99  8.777867e-02 -1.934815e-04  7.897009e-03
           100  1.003520e-01  8.119733e-04  7.881787e-03
