#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
             1  3.127950e+01  3.127950e+01  0.000000e+00
             2  3.216241e+01  3.172095e+01  3.121545e-01
             3  2.946134e+01  3.096775e+01  6.492434e-01
             4  2.942236e+01  3.058140e+01  5.908060e-01
             5  2.634980e+01  2.973508e+01  8.924132e-01
             6  3.105559e+01  2.995517e+01  7.703381e-01
             7  3.220187e+01  3.027612e+01  7.240719e-01
             8  3.112989e+01  3.038284e+01  6.413794e-01
             9  2.912382e+01  3.024295e+01  5.851722e-01
            10  2.974154e+01  3.019281e+01  5.287988e-01
            11  3.454258e+01  3.058824e+01  6.109419e-01
            12  3.406041e+01  3.087759e+01  6.248030e-01
            13  2.994875e+01  3.080614e+01  5.808122e-01
            14  2.940477e+01  3.070604e+01  5.478833e-01
            15  3.281961e+01  3.084695e+01  5.291665e-01
            16  3.214397e+01  3.092801e+01  5.022643e-01
            17  2.635940e+01  3.065927e+01  5.398494e-01
            18  2.918309e+01  3.057726e+01  5.160494e-01
            19  2.750868e+01  3.041576e+01  5.135398e-01
            20  3.407101e+01  3.059852e+01  5.193671e-01
            21  3.033049e+01  3.058576e+01  4.947921e-01
            22  3.286805e+01  3.068950e+01  4.830546e-01
            23  2.733051e+01  3.054345e+01  4.836254e-01
            24  3.256400e+01  3.062764e+01  4.707451e-01
            25  3.437595e+01  3.077758e+01  4.751925e-01
            26  3.113380e+01  3.079128e+01  4.571134e-01
            27  3.518315e+01  3.095394e+01  4.682310e-01
            28  2.811087e+01  3.085240e+01  4.623870e-01
            29  2.980570e+01  3.081631e+01  4.478491e-01
            30  2.884183e+01  3.075049e+01  4.377302e-01
            31  2.739222e+01  3.064216e+01  4.368094e-01
            32  3.103321e+01  3.065438e+01  4.233300e-01
            33  3.663809e+01  3.083570e+01  4.476539e-01
            34  3.203392e+01  3.087095e+01  4.358726e-01
            35  3.246112e+01  3.091638e+01  4.257804e-01
            36  3.268893e+01  3.096562e+01  4.167904e-01
            37  2.995929e+01  3.093842e+01  4.064122e-01
            38  3.405576e+01  3.102045e+01  4.039118e-01
            39  3.028243e+01  3.100153e+01  3.939982e-01
            40  3.294672e+01  3.105016e+01  3.871377e-01
            41  2.874706e+01  3.099399e+01  3.817489e-01
            42  2.757896e+01  3.091268e+01  3.812206e-01
            43  3.041351e+01  3.090107e+01  3.725317e-01
            44  3.108292e+01  3.090520e+01  3.640880e-01
            45  3.074258e+01  3.090159e+01  3.560151e-01
            46  3.176880e+01  3.092044e+01  3.487744e-01
            47  2.951405e+01  3.089052e+01  3.426349e-01
            48  2.883021e+01  3.084759e+01  3.381746e-01
            49  3.161354e+01  3.086323e+01  3.316341e-01
            50  3.081066e+01  3.086217e+01  3.250031e-01
            51  3.343578e+01  3.091264e+01  3.225244e-01
            52  3.325242e+01  3.095763e+01  3.194453e-01
            53  2.811838e+01  3.090406e+01  3.178782e-01
            54  3.081245e+01  3.090237e+01  3.119961e-01
            55  3.267620e+01  3.093462e+01  3.079858e-01
            56  3.497281e+01  3.100673e+01  3.108133e-01
            57  3.088608e+01  3.100461e+01  3.053677e-01
            58  3.262970e+01  3.103263e+01  3.013854e-01
            59  3.129757e+01  3.103712e+01  2.963106e-01
            60  3.307443e+01  3.107108e+01  2.933112e-01
            61  3.267654e+01  3.109739e+01  2.896812e-01
            62  3.294850e+01  3.112725e+01  2.865434e-01
            63  3.067261e+01  3.112003e+01  2.820860e-01
            64  2.923887e+01  3.109064e+01  2.792055e-01
            65  3.250198e+01  3.111235e+01  2.757531e-01
            66  2.853877e+01  3.107336e+01  2.743181e-01
            67  3.136539e+01  3.107772e+01  2.702585e-01
            68  3.180474e+01  3.108841e+01  2.664955e-01
            69  3.070872e+01  3.108291e+01  2.626900e-01
            70  2.719062e+01  3.102730e+01  2.647568e-01
            71  3.096785e+01  3.102647e+01  2.610292e-01
            72  3.238549e+01  3.104534e+01  2.580853e-01
            73  3.397615e+01  3.108549e+01  2.576537e-01
            74  3.316305e+01  3.111357e+01  2.556969e-01
            75  3.103439e+01  3.111251e+01  2.522898e-01
            76  3.010889e+01  3.109930e+01  2.493156e-01
            77  2.989105e+01  3.108361e+01  2.465710e-01
            78  2.943227e+01  3.106244e+01  2.443171e-01
            79  3.776181e+01  3.114724e+01  2.555183e-01
            80  3.149815e+01  3.115163e+01  2.523620e-01
            81  3.345279e+01  3.118004e+01  2.508404e-01
            82  3.185692e+01  3.118829e+01  2.479171e-01
            83  3.125662e+01  3.118912e+01  2.449315e-01
            84  2.952925e+01  3.116936e+01  2.428115e-01
            85  3.293205e+01  3.119009e+01  2.408388e-01
            86  2.711705e+01  3.114273e+01  2.426504e-01
            87  3.183255e+01  3.115066e+01  2.399908e-01
            88  3.339714e+01  3.117619e+01  2.386175e-01
            89  3.234990e+01  3.118938e+01  2.363006e-01
            90  3.049113e+01  3.118162e+01  2.338024e-01
            91  3.204472e+01  3.119110e+01  2.314254e-01
            92  3.625914e+01  3.124619e+01  2.353750e-01
            93  3.027788e+01  3.123578e+01  2.330742e-01
            94  3.300784e+01  3.125463e+01  2.313559e-01
            95  3.459544e+01  3.128980e+01  2.315778e-01
            96  3.456396e+01  3.132390e+01  2.316634e-01
            97  3.311587e+01  3.134238e+01  2.300105e-01
            98  2.879598e+01  3.131639e+01  2.291264e-01
            99  3.161828e+01  3.131944e+01  2.268323e-01
           100  3.217629e+01  3.132801e+01  2.247258e-01
