#   N_BLOCK:  ACCEPTANCE:
             1  4.612680e-01
             2  4.612727e-01
             3  4.628827e-01
             4  4.622247e-01
             5  4.624328e-01
             6  4.622516e-01
             7  4.626745e-01
             8  4.627450e-01
             9  4.626421e-01
            10  4.625551e-01
            11  4.626233e-01
            12  4.628082e-01
            13  4.629226e-01
            14  4.627850e-01
            15  4.628951e-01
            16  4.629139e-01
            17  4.629250e-01
            18  4.629300e-01
            19  4.629329e-01
            20  4.629374e-01
            21  4.629477e-01
            22  4.628316e-01
            23  4.628734e-01
            24  4.628031e-01
            25  4.627404e-01
            26  4.627387e-01
            27  4.627332e-01
            28  4.626670e-01
            29  4.626921e-01
            30  4.627146e-01
            31  4.627663e-01
            32  4.627477e-01
            33  4.627489e-01
            34  4.628107e-01
            35  4.628457e-01
            36  4.628906e-01
            37  4.628906e-01
            38  4.628754e-01
            39  4.628924e-01
            40  4.629187e-01
            41  4.629190e-01
            42  4.629190e-01
            43  4.629445e-01
            44  4.629701e-01
            45  4.629346e-01
            46  4.629031e-01
            47  4.628973e-01
            48  4.628689e-01
            49  4.628409e-01
            50  4.628703e-01
            51  4.628601e-01
            52  4.628476e-01
            53  4.628563e-01
            54  4.628265e-01
            55  4.628123e-01
            56  4.627821e-01
            57  4.627831e-01
            58  4.628012e-01
            59  4.628050e-01
            60  4.627876e-01
            61  4.627864e-01
            62  4.627935e-01
            63  4.628080e-01
            64  4.628613e-01
            65  4.628285e-01
            66  4.628415e-01
            67  4.627991e-01
            68  4.628009e-01
            69  4.627811e-01
            70  4.627638e-01
            71  4.627547e-01
            72  4.627569e-01
            73  4.627494e-01
            74  4.627510e-01
            75  4.627727e-01
            76  4.627679e-01
            77  4.627692e-01
            78  4.627880e-01
            79  4.627978e-01
            80  4.628142e-01
            81  4.628221e-01
            82  4.627918e-01
            83  4.627995e-01
            84  4.627947e-01
            85  4.627942e-01
            86  4.627952e-01
            87  4.627762e-01
            88  4.627888e-01
            89  4.627854e-01
            90  4.627873e-01
            91  4.627681e-01
            92  4.627519e-01
            93  4.627482e-01
            94  4.627295e-01
            95  4.627309e-01
            96  4.627240e-01
            97  4.627111e-01
            98  4.627155e-01
            99  4.627079e-01
           100  4.627270e-01
