#   N_BLOCK:  ACCEPTANCE:
             1  1.055160e-01
             2  1.082147e-01
             3  1.101227e-01
             4  1.114583e-01
             5  1.111792e-01
             6  1.100880e-01
             7  1.104739e-01
             8  1.101557e-01
             9  1.101776e-01
            10  1.107188e-01
            11  1.108549e-01
            12  1.109730e-01
            13  1.115598e-01
            14  1.112914e-01
            15  1.116698e-01
            16  1.114826e-01
            17  1.114577e-01
            18  1.118241e-01
            19  1.119655e-01
            20  1.121123e-01
            21  1.122747e-01
            22  1.121818e-01
            23  1.123638e-01
            24  1.122654e-01
            25  1.120224e-01
            26  1.117794e-01
            27  1.117636e-01
            28  1.117053e-01
            29  1.116539e-01
            30  1.116360e-01
            31  1.116786e-01
            32  1.114455e-01
            33  1.115225e-01
            34  1.114190e-01
            35  1.114760e-01
            36  1.115288e-01
            37  1.114234e-01
            38  1.114172e-01
            39  1.113833e-01
            40  1.113687e-01
            41  1.112686e-01
            42  1.113111e-01
            43  1.111913e-01
            44  1.111082e-01
            45  1.110757e-01
            46  1.111595e-01
            47  1.111177e-01
            48  1.110743e-01
            49  1.110352e-01
            50  1.109277e-01
            51  1.108236e-01
            52  1.109211e-01
            53  1.109166e-01
            54  1.109518e-01
            55  1.110288e-01
            56  1.110017e-01
            57  1.110418e-01
            58  1.110437e-01
            59  1.111058e-01
            60  1.111465e-01
            61  1.111256e-01
            62  1.111420e-01
            63  1.111339e-01
            64  1.112427e-01
            65  1.112438e-01
            66  1.112418e-01
            67  1.113006e-01
            68  1.113028e-01
            69  1.111631e-01
            70  1.111400e-01
            71  1.111242e-01
            72  1.111188e-01
            73  1.111003e-01
            74  1.110597e-01
            75  1.110148e-01
            76  1.110010e-01
            77  1.109981e-01
            78  1.110590e-01
            79  1.110426e-01
            80  1.110464e-01
            81  1.110091e-01
            82  1.109536e-01
            83  1.109338e-01
            84  1.109519e-01
            85  1.109290e-01
            86  1.108983e-01
            87  1.108057e-01
            88  1.107379e-01
            89  1.107766e-01
            90  1.107819e-01
            91  1.107583e-01
            92  1.107819e-01
            93  1.107893e-01
            94  1.108078e-01
            95  1.108104e-01
            96  1.107977e-01
            97  1.108213e-01
            98  1.108144e-01
            99  1.107935e-01
           100  1.108384e-01
