#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
             1  5.172267e-02  5.172267e-02  0.000000e+00
             2  3.599200e-02  4.385733e-02  5.561631e-03
             3  6.119467e-02  4.963644e-02  6.001071e-03
             4  4.255467e-02  4.786600e-02  4.754796e-03
             5  3.721867e-02  4.573653e-02  4.254042e-03
             6  4.731733e-02  4.600000e-02  3.553185e-03
             7  4.512000e-02  4.587429e-02  3.047810e-03
             8  3.440267e-02  4.444033e-02  2.985162e-03
             9  3.757600e-02  4.367763e-02  2.749186e-03
            10  5.881067e-02  4.519093e-02  2.860608e-03
            11  4.348000e-02  4.503539e-02  2.604778e-03
            12  5.058933e-02  4.549822e-02  2.428484e-03
            13  4.094400e-02  4.514790e-02  2.266805e-03
            14  3.030667e-02  4.408781e-02  2.339675e-03
            15  4.066400e-02  4.385956e-02  2.194802e-03
            16  4.302667e-02  4.380750e-02  2.058244e-03
            17  4.829867e-02  4.407169e-02  1.954053e-03
            18  5.019733e-02  4.441200e-02  1.874894e-03
            19  4.682133e-02  4.453881e-02  1.780499e-03
            20  3.440267e-02  4.403200e-02  1.762128e-03
            21  4.639200e-02  4.414438e-02  1.681797e-03
            22  5.165067e-02  4.448558e-02  1.639596e-03
            23  4.445600e-02  4.448429e-02  1.568310e-03
            24  4.810933e-02  4.463533e-02  1.510219e-03
            25  5.067733e-02  4.487701e-02  1.469021e-03
            26  4.016800e-02  4.469590e-02  1.423642e-03
            27  2.966133e-02  4.413906e-02  1.475801e-03
            28  2.914933e-02  4.360371e-02  1.517088e-03
            29  2.896800e-02  4.309903e-02  1.546442e-03
            30  4.478400e-02  4.315520e-02  1.495914e-03
            31  5.295200e-02  4.347123e-02  1.480664e-03
            32  4.685333e-02  4.357692e-02  1.438161e-03
            33  4.727200e-02  4.368889e-02  1.398932e-03
            34  2.500267e-02  4.313929e-02  1.461765e-03
            35  3.746933e-02  4.297730e-02  1.428948e-03
            36  5.442933e-02  4.329541e-02  1.424224e-03
            37  2.870667e-02  4.290112e-02  1.439276e-03
            38  4.660267e-02  4.299853e-02  1.404693e-03
            39  4.245867e-02  4.298468e-02  1.368743e-03
            40  4.241600e-02  4.297047e-02  1.334599e-03
            41  2.048267e-02  4.242198e-02  1.410257e-03
            42  4.823467e-02  4.256038e-02  1.383453e-03
            43  5.250667e-02  4.279169e-02  1.370481e-03
            44  3.328000e-02  4.257552e-02  1.356275e-03
            45  3.848533e-02  4.248462e-02  1.329178e-03
            46  3.762667e-02  4.237901e-02  1.304472e-03
            47  4.566667e-02  4.244896e-02  1.278591e-03
            48  4.958133e-02  4.259756e-02  1.260558e-03
            49  2.654933e-02  4.227004e-02  1.276671e-03
            50  4.146667e-02  4.225397e-02  1.251239e-03
            51  4.602400e-02  4.232790e-02  1.228886e-03
            52  3.927467e-02  4.226918e-02  1.206656e-03
            53  5.589067e-02  4.252619e-02  1.210950e-03
            54  3.558133e-02  4.239758e-02  1.195335e-03
            55  4.346667e-02  4.241702e-02  1.173759e-03
            56  3.866667e-02  4.235005e-02  1.154708e-03
            57  4.493600e-02  4.239542e-02  1.135341e-03
            58  5.724800e-02  4.265149e-02  1.144282e-03
            59  5.910667e-02  4.293040e-02  1.158377e-03
            60  5.924267e-02  4.320227e-02  1.170541e-03
            61  4.846133e-02  4.328848e-02  1.154522e-03
            62  5.041600e-02  4.340344e-02  1.141610e-03
            63  5.826133e-02  4.363928e-02  1.147591e-03
            64  5.399200e-02  4.380104e-02  1.141004e-03
            65  4.821600e-02  4.386896e-02  1.125470e-03
            66  4.259200e-02  4.384962e-02  1.108583e-03
            67  3.982133e-02  4.378949e-02  1.093666e-03
            68  4.541867e-02  4.381345e-02  1.077846e-03
            69  3.487467e-02  4.368390e-02  1.069981e-03
            70  5.109333e-02  4.378975e-02  1.059919e-03
            71  4.392267e-02  4.379162e-02  1.044992e-03
            72  4.536000e-02  4.381341e-02  1.030705e-03
            73  4.100000e-02  4.377487e-02  1.017306e-03
            74  3.130667e-02  4.360638e-02  1.017416e-03
            75  4.197067e-02  4.358457e-02  1.004084e-03
            76  4.108800e-02  4.355172e-02  9.914097e-04
            77  4.727200e-02  4.360003e-02  9.797109e-04
            78  4.394400e-02  4.360444e-02  9.671604e-04
            79  4.211733e-02  4.358562e-02  9.551010e-04
            80  3.647200e-02  4.349670e-02  9.472925e-04
            81  4.278933e-02  4.348797e-02  9.356378e-04
            82  3.791733e-02  4.342003e-02  9.266906e-04
            83  5.112533e-02  4.351287e-02  9.201639e-04
            84  4.029067e-02  4.347451e-02  9.100088e-04
            85  4.235467e-02  4.346133e-02  8.993982e-04
            86  3.909067e-02  4.341051e-02  8.903748e-04
            87  4.085867e-02  4.338118e-02  8.806236e-04
            88  3.667467e-02  4.330497e-02  8.739080e-04
            89  3.458667e-02  4.320701e-02  8.695616e-04
            90  5.388000e-02  4.332560e-02  8.679486e-04
            91  4.023733e-02  4.329166e-02  8.590739e-04
            92  3.910667e-02  4.324617e-02  8.509397e-04
            93  1.786400e-02  4.297325e-02  8.844761e-04
            94  3.566133e-02  4.289546e-02  8.784806e-04
            95  3.236267e-02  4.278459e-02  8.762020e-04
            96  4.568800e-02  4.281483e-02  8.675967e-04
            97  3.774133e-02  4.276253e-02  8.602276e-04
            98  4.728800e-02  4.280871e-02  8.526883e-04
            99  3.729867e-02  4.275305e-02  8.458898e-04
           100  4.825600e-02  4.280808e-02  8.392189e-04
