#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
             1  2.373600e-02  2.373600e-02  0.000000e+00
             2  1.561333e-02  1.967467e-02  2.871796e-03
             3  3.729067e-02  2.554667e-02  5.162592e-03
             4 -4.586667e-04  1.904533e-02  6.833187e-03
             5 -8.893333e-03  1.345760e-02  7.406847e-03
             6 -9.752000e-03  9.589333e-03  7.111101e-03
             7  1.864000e-03  8.485714e-03  6.180275e-03
             8 -1.081600e-02  6.073000e-03  5.859795e-03
             9 -1.861600e-02  3.329778e-03  5.815475e-03
            10  2.936267e-02  5.933067e-03  5.787348e-03
            11  1.269067e-02  6.547394e-03  5.293731e-03
            12  6.946667e-03  6.580667e-03  4.852691e-03
            13 -8.034667e-03  5.456410e-03  4.607799e-03
            14 -8.053333e-03  4.491429e-03  4.378550e-03
            15 -5.482667e-03  3.826489e-03  4.136828e-03
            16  1.701867e-02  4.651000e-03  3.959591e-03
            17  5.642667e-03  4.709333e-03  3.727103e-03
            18  2.760533e-02  5.981333e-03  3.730790e-03
            19  4.722667e-03  5.915088e-03  3.535021e-03
            20 -1.569067e-02  4.834800e-03  3.519466e-03
            21  3.234667e-03  4.758603e-03  3.352698e-03
            22  4.466667e-03  4.745333e-03  3.200328e-03
            23 -4.853333e-03  4.328000e-03  3.088275e-03
            24 -2.429067e-02  3.135556e-03  3.181492e-03
            25 -1.066667e-02  2.583467e-03  3.101764e-03
            26  1.037867e-02  2.883282e-03  2.996921e-03
            27 -2.069333e-03  2.699852e-03  2.891532e-03
            28 -7.850667e-03  2.323048e-03  2.812707e-03
            29 -1.164000e-02  1.841563e-03  2.756620e-03
            30 -6.810667e-03  1.553156e-03  2.679777e-03
            31  2.369867e-02  2.267527e-03  2.686864e-03
            32  2.773333e-03  2.283333e-03  2.602946e-03
            33 -3.432000e-03  2.110141e-03  2.529824e-03
            34 -2.587733e-02  1.286980e-03  2.585873e-03
            35 -1.492000e-02  8.239238e-04  2.553115e-03
            36 -3.933333e-03  6.917778e-04  2.485612e-03
            37 -1.509333e-02  2.651532e-04  2.454773e-03
            38  9.690667e-03  5.131930e-04  2.402672e-03
            39  2.747467e-02  1.204513e-03  2.438495e-03
            40 -7.280000e-04  1.156200e-03  2.378011e-03
            41 -1.712800e-02  7.102439e-04  2.361456e-03
            42 -2.181333e-03  6.413968e-04  2.306234e-03
            43  2.121867e-02  1.119938e-03  2.301714e-03
            44 -8.322667e-03  9.053333e-04  2.259385e-03
            45 -1.690667e-03  8.476444e-04  2.209913e-03
            46 -1.861867e-02  4.244638e-04  2.202016e-03
            47 -1.211467e-02  1.576738e-04  2.171266e-03
            48  1.054133e-02  3.740000e-04  2.136781e-03
            49 -1.690667e-02  2.133333e-05  2.122077e-03
            50 -6.053333e-03 -1.001600e-04  2.083110e-03
            51 -1.840000e-04 -1.018039e-04  2.042265e-03
            52 -8.141333e-03 -2.564103e-04  2.008835e-03
            53  3.000800e-02  3.146164e-04  2.050486e-03
            54  1.216000e-03  3.313086e-04  2.012582e-03
            55  8.445333e-03  4.788364e-04  1.981389e-03
            56 -1.936000e-03  4.357143e-04  1.946476e-03
            57 -4.032000e-03  3.573333e-04  1.913905e-03
            58 -2.120000e-03  3.146207e-04  1.881383e-03
            59  1.333333e-02  5.352768e-04  1.862390e-03
            60  1.604800e-02  7.938222e-04  1.849210e-03
            61 -4.016000e-03  7.149727e-04  1.820575e-03
            62 -7.802667e-03  5.775914e-04  1.796387e-03
            63 -1.954667e-03  5.373968e-04  1.768322e-03
            64  1.777067e-02  8.066667e-04  1.761074e-03
            65  8.533333e-03  9.255385e-04  1.737988e-03
            66 -1.706133e-02  6.530101e-04  1.732891e-03
            67 -1.393333e-02  4.353035e-04  1.720648e-03
            68 -3.680000e-03  3.747843e-04  1.696408e-03
            69 -1.061333e-02  2.155362e-04  1.679280e-03
            70 -1.513067e-02 -3.695238e-06  1.669540e-03
            71 -1.042667e-03 -1.832864e-05  1.646089e-03
            72  9.045333e-03  1.075556e-04  1.628033e-03
            73 -4.131733e-02 -4.599087e-04  1.701757e-03
            74 -2.386933e-02 -7.762523e-04  1.707910e-03
            75 -5.938667e-03 -8.450844e-04  1.686525e-03
            76 -7.416000e-03 -9.315439e-04  1.666548e-03
            77 -5.640000e-03 -9.926926e-04  1.646026e-03
            78 -1.137867e-02 -1.125846e-03  1.630300e-03
            79 -1.104533e-02 -1.251409e-03  1.614491e-03
            80 -1.660533e-02 -1.443333e-03  1.605677e-03
            81 -5.970667e-03 -1.499226e-03  1.586827e-03
            82 -9.090667e-03 -1.591805e-03  1.570173e-03
            83  1.002667e-02 -1.451823e-03  1.557483e-03
            84 -8.544000e-03 -1.536254e-03  1.541228e-03
            85  4.768000e-03 -1.462086e-03  1.524880e-03
            86  8.013333e-03 -1.351907e-03  1.511124e-03
            87 -5.173333e-03 -1.395831e-03  1.494393e-03
            88 -1.529600e-02 -1.553788e-03  1.485735e-03
            89 -6.520000e-03 -1.609588e-03  1.470089e-03
            90  1.292000e-02 -1.448148e-03  1.462592e-03
            91  3.928000e-03 -1.389070e-03  1.447713e-03
            92  5.605333e-03 -1.313043e-03  1.433972e-03
            93 -1.416000e-03 -1.314151e-03  1.418553e-03
            94 -6.738667e-03 -1.371858e-03  1.404635e-03
            95 -4.960000e-03 -1.409628e-03  1.390357e-03
            96 -1.256267e-02 -1.525806e-03  1.380720e-03
            97 -9.794667e-03 -1.611052e-03  1.369115e-03
            98  2.645333e-03 -1.567619e-03  1.355833e-03
            99 -3.416000e-03 -1.586290e-03  1.342266e-03
           100 -2.028000e-02 -1.773227e-03  1.341798e-03
