#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
             1  4.200036e+00  4.200036e+00  0.000000e+00
             2  4.547987e+00  4.374012e+00  1.230193e-01
             3  4.376620e+00  4.374881e+00  8.201591e-02
             4  4.413453e+00  4.384524e+00  6.207623e-02
             5  4.330706e+00  4.373761e+00  5.058555e-02
             6  4.278144e+00  4.357825e+00  4.459423e-02
             7  4.501223e+00  4.378310e+00  4.267026e-02
             8  4.282510e+00  4.366335e+00  3.898060e-02
             9  4.440642e+00  4.374591e+00  3.551304e-02
            10  4.135173e+00  4.350650e+00  3.921025e-02
            11  4.505982e+00  4.364771e+00  3.810370e-02
            12  4.215008e+00  4.352290e+00  3.691571e-02
            13  4.384679e+00  4.354782e+00  3.416001e-02
            14  3.932621e+00  4.324627e+00  4.301739e-02
            15  4.213655e+00  4.317229e+00  4.078077e-02
            16  4.118576e+00  4.304813e+00  4.007746e-02
            17  4.227005e+00  4.300236e+00  3.798041e-02
            18  4.264146e+00  4.298231e+00  3.592327e-02
            19  4.164208e+00  4.291178e+00  3.471822e-02
            20  4.346290e+00  4.293933e+00  3.309148e-02
            21  4.327763e+00  4.295544e+00  3.155489e-02
            22  4.658196e+00  4.312028e+00  3.415591e-02
            23  4.350652e+00  4.313708e+00  3.271213e-02
            24  4.506722e+00  4.321750e+00  3.232260e-02
            25  4.460306e+00  4.327292e+00  3.150126e-02
            26  4.260710e+00  4.324731e+00  3.039359e-02
            27  4.130040e+00  4.317520e+00  3.011112e-02
            28  4.293269e+00  4.316654e+00  2.904818e-02
            29  4.292913e+00  4.315836e+00  2.805805e-02
            30  4.747711e+00  4.330232e+00  3.059375e-02
            31  4.184510e+00  4.325531e+00  2.996581e-02
            32  4.025030e+00  4.316140e+00  3.046528e-02
            33  4.229001e+00  4.313500e+00  2.965631e-02
            34  4.298865e+00  4.313069e+00  2.878719e-02
            35  4.407272e+00  4.315761e+00  2.809024e-02
            36  4.125912e+00  4.310487e+00  2.780057e-02
            37  4.503898e+00  4.315714e+00  2.753626e-02
            38  4.016456e+00  4.307839e+00  2.791505e-02
            39  4.142196e+00  4.303592e+00  2.752049e-02
            40  4.064740e+00  4.297621e+00  2.747266e-02
            41  4.562333e+00  4.304077e+00  2.755081e-02
            42  4.226397e+00  4.302227e+00  2.695685e-02
            43  4.360587e+00  4.303585e+00  2.636409e-02
            44  4.146496e+00  4.300014e+00  2.600552e-02
            45  4.157823e+00  4.296855e+00  2.561887e-02
            46  4.465090e+00  4.300512e+00  2.532164e-02
            47  4.575022e+00  4.306353e+00  2.544757e-02
            48  4.465782e+00  4.309674e+00  2.513323e-02
            49  4.169728e+00  4.306818e+00  2.478205e-02
            50  4.456737e+00  4.309816e+00  2.446713e-02
            51  4.022197e+00  4.304177e+00  2.462876e-02
            52  4.307214e+00  4.304235e+00  2.415520e-02
            53  4.477978e+00  4.307513e+00  2.392085e-02
            54  4.407514e+00  4.309365e+00  2.354945e-02
            55  4.341580e+00  4.309951e+00  2.312856e-02
            56  4.314233e+00  4.310027e+00  2.271567e-02
            57  4.400544e+00  4.311615e+00  2.237259e-02
            58  4.423309e+00  4.313541e+00  2.206958e-02
            59  4.265169e+00  4.312721e+00  2.171075e-02
            60  4.330006e+00  4.313009e+00  2.135081e-02
            61  4.139372e+00  4.310163e+00  2.118970e-02
            62  4.130392e+00  4.307263e+00  2.104537e-02
            63  4.264865e+00  4.306590e+00  2.072208e-02
            64  4.197098e+00  4.304880e+00  2.046880e-02
            65  4.291745e+00  4.304677e+00  2.015489e-02
            66  4.255352e+00  4.303930e+00  1.986336e-02
            67  4.884501e+00  4.312595e+00  2.137356e-02
            68  4.148448e+00  4.310181e+00  2.119512e-02
            69  4.243879e+00  4.309221e+00  2.090971e-02
            70  4.196719e+00  4.307613e+00  2.067268e-02
            71  4.963384e+00  4.316850e+00  2.234976e-02
            72  4.345224e+00  4.317244e+00  2.204282e-02
            73  4.214034e+00  4.315830e+00  2.178616e-02
            74  4.392371e+00  4.316864e+00  2.151629e-02
            75  4.307311e+00  4.316737e+00  2.122979e-02
            76  4.372360e+00  4.317469e+00  2.096306e-02
            77  4.104102e+00  4.314698e+00  2.087315e-02
            78  4.126617e+00  4.312286e+00  2.074436e-02
            79  4.159542e+00  4.310353e+00  2.057168e-02
            80  4.324441e+00  4.310529e+00  2.031528e-02
            81  4.484780e+00  4.312680e+00  2.017806e-02
            82  4.063762e+00  4.309645e+00  2.015903e-02
            83  4.206420e+00  4.308401e+00  1.995447e-02
            84  4.285709e+00  4.308131e+00  1.971875e-02
            85  4.179130e+00  4.306613e+00  1.954508e-02
            86  4.483829e+00  4.308674e+00  1.942614e-02
            87  3.958492e+00  4.304649e+00  1.961541e-02
            88  4.349815e+00  4.305162e+00  1.939922e-02
            89  4.321489e+00  4.305345e+00  1.918212e-02
            90  4.264732e+00  4.304894e+00  1.897429e-02
            91  4.459605e+00  4.306594e+00  1.884180e-02
            92  3.896466e+00  4.302136e+00  1.915710e-02
            93  4.538347e+00  4.304676e+00  1.911874e-02
            94  4.138195e+00  4.302905e+00  1.899721e-02
            95  4.523442e+00  4.305227e+00  1.893855e-02
            96  4.497372e+00  4.307228e+00  1.884674e-02
            97  4.550648e+00  4.309738e+00  1.881877e-02
            98  4.366584e+00  4.310318e+00  1.863568e-02
            99  4.032762e+00  4.307514e+00  1.865714e-02
           100  4.516776e+00  4.309607e+00  1.858755e-02
