#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
             1  5.070400e-02  5.070400e-02  0.000000e+00
             2  3.969333e-02  4.519867e-02  3.892859e-03
             3  6.784267e-02  5.274667e-02  6.687062e-03
             4  4.708533e-02  5.133133e-02  5.162904e-03
             5  3.802133e-02  4.866933e-02  4.767448e-03
             6  5.310133e-02  4.940800e-02  4.029692e-03
             7  4.152533e-02  4.828190e-02  3.607936e-03
             8  4.218133e-02  4.751933e-02  3.236529e-03
             9  4.154133e-02  4.685511e-02  2.944284e-03
            10  6.828267e-02  4.899787e-02  3.339760e-03
            11  4.524267e-02  4.865648e-02  3.053543e-03
            12  5.849067e-02  4.947600e-02  2.906973e-03
            13  4.395467e-02  4.905128e-02  2.714209e-03
            14  3.505067e-02  4.805124e-02  2.698287e-03
            15  4.703200e-02  4.798329e-02  2.519256e-03
            16  4.992533e-02  4.810467e-02  2.364725e-03
            17  5.120267e-02  4.828690e-02  2.232634e-03
            18  5.779467e-02  4.881511e-02  2.170183e-03
            19  5.146667e-02  4.895467e-02  2.060445e-03
            20  4.314933e-02  4.866440e-02  1.977763e-03
            21  5.249600e-02  4.884686e-02  1.891981e-03
            22  5.859467e-02  4.928994e-02  1.857140e-03
            23  4.523733e-02  4.911374e-02  1.784734e-03
            24  5.756800e-02  4.946600e-02  1.744787e-03
            25  5.711200e-02  4.977184e-02  1.701590e-03
            26  4.592000e-02  4.962369e-02  1.642581e-03
            27  3.503467e-02  4.908336e-02  1.668251e-03
            28  3.248800e-02  4.849067e-02  1.710719e-03
            29  3.262933e-02  4.794372e-02  1.736962e-03
            30  4.732267e-02  4.792302e-02  1.679187e-03
            31  5.932267e-02  4.829075e-02  1.664798e-03
            32  5.043200e-02  4.835767e-02  1.614117e-03
            33  6.094133e-02  4.873899e-02  1.609617e-03
            34  2.430133e-02  4.802024e-02  1.715260e-03
            35  4.073067e-02  4.781196e-02  1.678850e-03
            36  5.662933e-02  4.805689e-02  1.649985e-03
            37  3.846400e-02  4.779762e-02  1.625633e-03
            38  4.781333e-02  4.779804e-02  1.582853e-03
            39  5.263200e-02  4.792198e-02  1.547112e-03
            40  4.244800e-02  4.778513e-02  1.514475e-03
            41  2.602400e-02  4.725437e-02  1.567785e-03
            42  5.501067e-02  4.743905e-02  1.541295e-03
            43  5.760000e-02  4.767535e-02  1.523457e-03
            44  3.650400e-02  4.742145e-02  1.509841e-03
            45  4.603200e-02  4.739058e-02  1.476605e-03
            46  4.200533e-02  4.727351e-02  1.449138e-03
            47  4.964267e-02  4.732391e-02  1.419182e-03
            48  5.256800e-02  4.743317e-02  1.393815e-03
            49  2.841600e-02  4.704506e-02  1.418374e-03
            50  4.380267e-02  4.698021e-02  1.391488e-03
            51  5.478667e-02  4.713328e-02  1.372597e-03
            52  4.316800e-02  4.705703e-02  1.348318e-03
            53  6.571467e-02  4.740906e-02  1.368062e-03
            54  4.456267e-02  4.735635e-02  1.343743e-03
            55  5.134667e-02  4.742890e-02  1.321268e-03
            56  3.936267e-02  4.728486e-02  1.305502e-03
            57  4.876533e-02  4.731083e-02  1.282856e-03
            58  5.899733e-02  4.751232e-02  1.276464e-03
            59  6.085600e-02  4.773849e-02  1.274707e-03
            60  6.518400e-02  4.802924e-02  1.286195e-03
            61  5.339200e-02  4.811716e-02  1.268111e-03
            62  5.394667e-02  4.821118e-02  1.251139e-03
            63  6.878933e-02  4.853782e-02  1.273204e-03
            64  6.100000e-02  4.873254e-02  1.268113e-03
            65  5.668800e-02  4.885493e-02  1.254496e-03
            66  4.480000e-02  4.879349e-02  1.236992e-03
            67  4.366133e-02  4.871690e-02  1.220898e-03
            68  5.126133e-02  4.875431e-02  1.203517e-03
            69  4.118400e-02  4.864460e-02  1.191065e-03
            70  5.565867e-02  4.874480e-02  1.178257e-03
            71  4.890933e-02  4.874712e-02  1.161665e-03
            72  4.480533e-02  4.869237e-02  1.146820e-03
            73  4.356267e-02  4.862210e-02  1.133261e-03
            74  3.968000e-02  4.850126e-02  1.124370e-03
            75  4.514133e-02  4.845646e-02  1.110271e-03
            76  4.202400e-02  4.837182e-02  1.098883e-03
            77  4.746133e-02  4.836000e-02  1.084676e-03
            78  4.635733e-02  4.833432e-02  1.071073e-03
            79  5.061067e-02  4.836314e-02  1.057903e-03
            80  4.106933e-02  4.827197e-02  1.048601e-03
            81  4.433067e-02  4.822331e-02  1.036783e-03
            82  4.700800e-02  4.820849e-02  1.024246e-03
            83  5.768800e-02  4.832270e-02  1.018253e-03
            84  4.394667e-02  4.827060e-02  1.007463e-03
            85  5.071733e-02  4.829939e-02  9.960213e-04
            86  4.181867e-02  4.822403e-02  9.872863e-04
            87  5.033867e-02  4.824834e-02  9.762373e-04
            88  4.246667e-02  4.818264e-02  9.673520e-04
            89  3.696267e-02  4.805657e-02  9.646626e-04
            90  5.745333e-02  4.816098e-02  9.595777e-04
            91  4.148000e-02  4.808756e-02  9.518373e-04
            92  4.318933e-02  4.803432e-02  9.429791e-04
            93  3.020000e-02  4.784255e-02  9.521390e-04
            94  4.148267e-02  4.777489e-02  9.444107e-04
            95  4.245600e-02  4.771891e-02  9.361277e-04
            96  4.908000e-02  4.773308e-02  9.264837e-04
            97  4.713067e-02  4.772687e-02  9.169532e-04
            98  5.028000e-02  4.775293e-02  9.079665e-04
            99  4.359733e-02  4.771095e-02  8.997649e-04
           100  5.347733e-02  4.776861e-02  8.926131e-04
