Iteration Mean StdDeviation
510 6.31916 0.391199
511 6.21065 1.88486e-07
512 6.21065 1.88486e-07
513 6.35513 0.397938
514 6.21065 1.88486e-07
515 6.43044 0.694707
516 6.21065 1.88486e-07
517 6.21065 1.88486e-07
518 6.40853 0.540892
519 6.21065 1.88486e-07
520 6.2628 0.182561
521 6.21065 1.88486e-07
522 6.21065 1.88486e-07
523 6.21065 1.88486e-07
524 6.24079 0.147655
525 6.40424 0.625598
526 6.27633 0.242119
527 6.21065 1.88486e-07
528 6.22621 0.106244
529 6.21065 1.88486e-07
530 6.21065 1.88486e-07
531 6.34017 0.361506
532 6.36785 0.428484
533 6.24151 0.117152
534 6.30523 0.27847
535 6.57136 0.948972
536 6.21065 1.88486e-07
537 6.21206 0.00760271
538 6.26579 0.184634
539 6.22025 0.0492422
540 6.41565 0.629672
541 6.21065 1.88486e-07
542 6.43278 0.556809
543 6.21065 1.88486e-07
544 6.21065 1.88486e-07
545 6.21065 1.88486e-07
546 6.21065 1.88486e-07
547 6.58408 0.756671
548 6.2336 0.111862
549 6.21065 1.88486e-07
550 6.21065 1.88486e-07
551 6.21065 1.88486e-07
552 6.21065 1.88486e-07
553 6.2827 0.259277
554 6.21065 1.88486e-07
555 6.31541 0.421448
556 6.32274 0.319139
557 6.46648 0.683389
558 6.21065 1.88486e-07
559 6.21065 1.88486e-07
560 6.21065 1.88486e-07
561 6.21065 1.88486e-07
562 6.70556 0.981621
563 6.66807 0.976354
564 6.21065 1.88486e-07
565 6.27287 0.248942
566 6.24059 0.146791
567 6.21284 0.0153117
568 6.3515 0.434774
569 6.44425 0.760615
570 6.4967 0.804128
571 6.2727 0.308448
572 6.21065 1.88486e-07
573 6.38213 0.4794
574 6.21065 1.88486e-07
575 6.34127 0.479864
576 6.35715 0.473097
577 6.24776 0.13295
578 6.65373 1.05837
579 6.21065 1.88486e-07
580 6.23992 0.171481
581 6.21065 1.88486e-07
582 6.29723 0.228824
583 6.68901 0.973611
584 6.34022 0.433609
585 6.21065 1.88486e-07
586 6.21065 1.88486e-07
587 6.21065 1.88486e-07
588 6.2276 0.0866289
589 6.31565 0.417942
590 6.21065 1.88486e-07
591 6.29289 0.283851
592 6.31384 0.310631
593 6.21065 1.88486e-07
594 6.36791 0.554247
595 6.62052 0.829054
596 6.92368 1.25474
597 6.21065 1.88486e-07
598 6.21065 1.88486e-07
599 6.21065 1.88486e-07
600 6.21065 1.88486e-07
601 6.21065 1.88486e-07
602 6.24013 0.12609
603 6.27808 0.262502
604 6.21065 1.88486e-07
605 6.21065 1.88486e-07
606 6.21065 1.88486e-07
607 6.21702 0.0356934
608 6.2121 0.0101519
609 6.21065 1.88486e-07
610 6.21065 1.88486e-07
611 6.21065 1.88486e-07
612 6.39634 0.53674
613 6.35313 0.375866
614 6.25664 0.202474
615 6.21065 1.88486e-07
616 6.22637 0.110084
617 6.4033 0.525042
618 6.21173 0.00555277
619 6.21065 1.88486e-07
620 6.21065 1.88486e-07
621 6.24181 0.123921
622 6.30356 0.292745
623 6.35362 0.39881
624 6.21065 1.88486e-07
625 6.21132 0.0047321
626 6.25916 0.227873
627 6.2232 0.0831617
628 6.21065 1.88486e-07
629 6.22252 0.0585807
630 6.23482 0.101431
631 6.21065 1.88486e-07
632 6.21065 1.88486e-07
633 6.21065 1.88486e-07
634 6.2455 0.166171
635 6.30833 0.335629
636 6.25074 0.177248
637 6.21065 1.88486e-07
638 6.2592 0.159805
639 6.22991 0.0872349
640 6.46144 0.697253
641 6.51211 0.73729
642 6.72544 1.13925
643 6.41484 0.49003
644 6.26298 0.263665
645 6.54415 0.820919
646 6.40256 0.524084
647 6.21065 1.88486e-07
648 6.21065 1.88486e-07
649 6.21103 0.00269657
650 6.21065 1.88486e-07
651 6.21065 1.88486e-07
652 6.21065 1.88486e-07
653 6.27252 0.303185
654 6.83255 1.1249
655 6.29105 0.256752
656 6.39656 0.636918
657 6.45601 0.67975
658 6.21065 1.88486e-07
659 6.21065 1.88486e-07
660 6.24789 0.160307
661 6.50473 0.704935
662 6.54206 0.796765
663 6.46628 0.830209
664 6.3103 0.342963
665 6.3975 0.560523
666 6.24057 0.144977
667 6.30723 0.329303
668 6.31483 0.362744
669 6.28629 0.246235
670 6.21065 1.88486e-07
671 6.21065 1.88486e-07
672 6.21065 1.88486e-07
673 6.23297 0.111721
674 6.22579 0.076762
675 6.21695 0.039396
676 6.21065 1.88486e-07
677 6.46942 0.61747
678 6.4142 0.63505
679 6.23897 0.113468
680 6.21658 0.0415162
681 6.38304 0.422062
682 6.35254 0.407219
683 6.25972 0.183709
684 6.33368 0.424414
685 6.23181 0.103083
686 6.21065 1.88486e-07
687 6.21065 1.88486e-07
688 6.55062 0.869254
689 6.23219 0.116138
690 6.21503 0.0262565
691 6.2673 0.22462
692 6.21065 1.88486e-07
693 6.34143 0.435059
694 6.21065 1.88486e-07
695 6.21065 1.88486e-07
696 6.23763 0.117569
697 6.24458 0.136341
698 6.21065 1.88486e-07
699 6.21065 1.88486e-07
700 6.3147 0.322279
701 6.31239 0.36059
702 6.52809 0.656653
703 6.21065 1.88486e-07
704 6.21065 1.88486e-07
705 6.21065 1.88486e-07
706 6.21065 1.88486e-07
707 6.21065 1.88486e-07
708 6.28859 0.252425
709 6.24866 0.154159
710 6.21065 1.88486e-07
711 6.24837 0.186228
712 6.21065 1.88486e-07
713 6.25144 0.200338
714 6.21065 1.88486e-07
715 6.58762 0.826439
716 6.2595 0.21948
717 6.21065 1.88486e-07
718 6.21065 1.88486e-07
719 6.21065 1.88486e-07
720 6.21065 1.88486e-07
721 6.21065 1.88486e-07
722 6.21065 1.88486e-07
723 6.25375 0.15594
724 6.24049 0.141603
725 6.21065 1.88486e-07
726 6.25496 0.192948
727 6.33092 0.439646
728 6.26836 0.2758
729 6.21065 1.88486e-07
730 6.71476 1.10109
731 6.33146 0.359879
732 6.23743 0.107617
733 6.28547 0.301656
734 6.28896 0.239242
735 6.21065 1.88486e-07
736 6.21065 1.88486e-07
737 6.21065 1.88486e-07
738 6.21065 1.88486e-07
739 6.21065 1.88486e-07
740 6.21065 1.88486e-07
741 6.21065 1.88486e-07
742 6.21065 1.88486e-07
743 6.24134 0.145322
744 6.21065 1.88486e-07
745 6.21065 1.88486e-07
746 6.21065 1.88486e-07
747 6.21065 1.88486e-07
748 6.21588 0.0366275
749 6.40675 0.50551
750 6.48085 0.533553
751 6.23153 0.11053
752 6.30204 0.290661
753 6.21065 1.88486e-07
754 6.32991 0.315102
755 6.23236 0.113339
756 6.21065 1.88486e-07
757 6.29002 0.291863
758 6.21065 1.88486e-07
759 6.21065 1.88486e-07
760 6.21135 0.0049094
761 6.41314 0.580018
762 6.34423 0.437542
763 6.21951 0.0572582
764 6.22979 0.110607
765 6.21103 0.00269657
766 6.25373 0.159576
767 6.36189 0.498438
768 6.21065 1.88486e-07
769 6.44993 0.604411
770 6.4046 0.62017
771 6.35835 0.416482
772 6.25192 0.182325
773 6.21065 1.88486e-07
774 6.26059 0.183567
775 6.2177 0.0402818
776 6.21065 1.88486e-07
777 6.27703 0.23383
778 6.21065 1.88486e-07
779 6.27573 0.214982
780 6.29609 0.272628
781 6.21065 1.88486e-07
782 6.21625 0.0391893
783 6.41832 0.53121
784 6.36097 0.374422
785 6.30332 0.308105
786 6.50313 0.713586
787 6.25415 0.154805
788 6.55202 0.821248
789 6.52484 0.814549
790 6.23949 0.164476
791 6.35015 0.4361
792 6.79715 1.08944
793 6.25948 0.196184
794 6.31263 0.277377
795 6.27034 0.188707
796 6.21284 0.0153117
797 6.21065 1.88486e-07
