Iteration Mean StdDeviation
600 5.52673 0.159223
601 5.45592 0.00388946
602 5.56781 0.22084
603 5.4736 0.06274
604 5.45537 3.26468e-07
605 5.5318 0.218018
606 5.55303 0.224997
607 5.45884 0.024294
608 5.489 0.105691
609 5.46537 0.0495076
610 5.45537 3.26468e-07
611 5.72117 0.481524
612 5.59953 0.312798
613 5.48322 0.110816
614 5.45537 3.26468e-07
615 5.4686 0.0545975
616 5.47943 0.0847588
617 5.45537 3.26468e-07
618 5.45537 3.26468e-07
619 5.53895 0.198629
620 5.5132 0.161632
621 5.46944 0.0500266
622 5.48656 0.113401
623 5.48684 0.114213
624 5.55993 0.227348
625 5.48798 0.1257
626 5.51526 0.166079
627 5.45537 3.26468e-07
628 5.51499 0.173968
629 5.45541 0.000264152
630 5.45537 3.26468e-07
631 5.50139 0.136812
632 5.57253 0.248528
633 5.54832 0.197758
634 5.47886 0.0941994
635 5.47522 0.0694918
636 5.46354 0.040081
637 5.45537 3.26468e-07
638 5.45537 3.26468e-07
639 5.45537 3.26468e-07
640 5.45537 3.26468e-07
641 5.4815 0.111502
642 5.46358 0.0427768
643 5.50299 0.113779
644 5.45537 3.26468e-07
645 5.45537 3.26468e-07
646 5.51176 0.134825
647 5.45537 3.26468e-07
648 5.45537 3.26468e-07
649 5.45537 3.26468e-07
650 5.50133 0.154868
651 5.45537 3.26468e-07
652 5.47115 0.0640111
653 5.45537 3.26468e-07
654 5.45537 3.26468e-07
655 5.45537 3.26468e-07
656 5.45537 3.26468e-07
657 5.46897 0.0631501
658 5.45537 3.26468e-07
659 5.45537 3.26468e-07
660 5.45537 3.26468e-07
661 5.45537 3.26468e-07
662 5.45537 3.26468e-07
663 5.45537 3.26468e-07
664 5.54503 0.192764
665 5.52393 0.155644
666 5.45537 3.26468e-07
667 5.45537 3.26468e-07
668 5.5108 0.17576
669 5.47984 0.0974117
670 5.46582 0.0511996
671 5.47396 0.0784839
672 5.45537 3.26468e-07
673 5.45537 3.26468e-07
674 5.45537 3.26468e-07
675 5.45537 3.26468e-07
676 5.45537 3.26468e-07
677 5.45537 3.26468e-07
678 5.45537 3.26468e-07
679 5.45537 3.26468e-07
680 5.49319 0.114849
681 5.48718 0.111906
682 5.57055 0.261759
683 5.50813 0.172053
684 5.48449 0.112473
685 5.49854 0.157771
686 5.64026 0.376854
687 5.48925 0.0988376
688 5.45537 3.26468e-07
689 5.45537 3.26468e-07
690 5.50442 0.137774
691 5.60347 0.290694
692 5.53772 0.182656
693 5.45537 3.26468e-07
694 5.45537 3.26468e-07
695 5.45537 3.26468e-07
696 5.45537 3.26468e-07
697 5.45537 3.26468e-07
698 5.51388 0.185067
699 5.46725 0.0490095
700 5.49967 0.163811
701 5.45537 3.26468e-07
702 5.45537 3.26468e-07
703 5.55386 0.24629
704 5.46781 0.0640599
705 5.50333 0.133936
706 5.45537 3.26468e-07
707 5.45537 3.26468e-07
708 5.45537 3.26468e-07
709 5.45537 3.26468e-07
710 5.45537 3.26468e-07
711 5.46272 0.0407058
712 5.45537 3.26468e-07
713 5.45537 3.26468e-07
714 5.45537 3.26468e-07
715 5.4913 0.114921
716 5.48287 0.0925725
717 5.56295 0.274159
718 5.55203 0.234178
719 5.45537 3.26468e-07
720 5.47156 0.0793571
721 5.45537 3.26468e-07
722 5.47914 0.0841812
723 5.45537 3.26468e-07
724 5.48215 0.0989073
725 5.49016 0.117388
726 5.71717 0.419679
727 5.46075 0.0376502
728 5.55455 0.243844
729 5.49153 0.133912
730 5.53094 0.182923
731 5.51357 0.159929
732 5.49257 0.103486
733 5.45537 3.26468e-07
734 5.45537 3.26468e-07
735 5.45537 3.26468e-07
736 5.45537 3.26468e-07
737 5.46904 0.0490536
738 5.60934 0.349008
739 5.45645 0.00754943
740 5.55208 0.24286
741 5.45537 3.26468e-07
742 5.46293 0.0301853
743 5.45537 3.26468e-07
744 5.45938 0.0280787
745 5.53828 0.224198
746 5.53605 0.178787
747 5.45537 3.26468e-07
748 5.45537 3.26468e-07
749 5.45537 3.26468e-07
750 5.57129 0.244724
751 5.46408 0.0459302
752 5.46142 0.0423701
753 5.45537 3.26468e-07
754 5.4631 0.0541336
755 5.53948 0.200236
756 5.45537 3.26468e-07
