Iteration Mean StdDeviation
900 15.7187 2.4823
901 15.9778 2.37442
902 15.9939 2.1256
903 15.998 2.28965
904 15.8599 2.18672
905 15.8545 2.19441
906 15.8872 2.11287
907 15.8835 1.94391
908 15.7088 1.95565
909 15.9023 2.10548
910 15.7192 2.22011
911 15.6809 2.25807
912 15.6586 2.3151
913 15.6937 2.41645
914 15.8591 2.327
915 15.9338 2.29341
916 15.6374 2.4159
917 15.85 2.34911
918 15.839 2.2039
919 15.7582 2.19213
920 15.8611 2.30762
921 15.8996 2.37069
922 15.9303 2.31069
923 15.8467 2.29435
924 15.8965 2.15576
925 15.8535 2.22617
926 16.0537 1.96812
927 15.9965 2.09275
928 16.1086 2.02183
929 16.0316 2.03809
930 15.911 2.02854
931 16.1255 2.09611
932 15.8316 2.07565
933 16.0966 1.87135
934 15.8706 2.10216
935 16.0347 2.0865
936 16.0353 2.00213
937 16.0725 2.01618
938 15.862 2.09462
939 15.7558 2.13518
940 15.9919 2.13896
941 16.037 2.16404
942 15.9253 2.39114
943 15.8561 2.0829
944 15.9491 1.92513
945 15.93 1.83478
946 15.814 2.03006
947 15.6995 1.9712
948 15.6973 2.01408
949 15.6315 1.94663
950 15.5942 2.12797
951 15.5163 2.17575
952 15.5261 2.16722
953 15.5825 2.15244
954 15.6557 2.2707
955 15.7556 2.27133
956 15.7533 2.29377
957 15.6833 2.47073
958 15.7457 2.37756
959 15.6441 2.3643
960 15.8405 2.21947
961 15.7799 2.24172
962 15.7921 2.16706
963 15.83 2.19746
964 15.9459 2.07871
965 15.8109 2.17133
966 15.8283 2.09415
967 15.799 2.14244
968 15.8072 2.18257
969 15.8719 2.24323
970 15.9189 2.2153
971 16.0245 1.91038
972 16.0098 1.97593
973 15.8502 2.09803
974 15.8035 2.07012
975 15.8836 2.03847
976 15.9825 2.1907
977 16.0054 2.04281
978 15.8209 2.21484
979 15.7047 2.29715
980 15.6724 2.22696
981 15.7805 2.36192
982 15.9792 2.21217
983 16.158 2.16465
984 16.2532 2.11698
985 16.1294 2.05041
986 16.225 2.11528
987 15.9985 2.157
988 15.7559 2.13262
989 15.6062 2.1895
990 15.7506 2.08811
991 15.7512 2.06074
992 15.7219 2.10792
993 15.8103 2.22069
994 15.8223 2.17231
995 15.8905 2.09239
996 15.8403 2.07887
997 15.8909 1.85111
998 15.9438 2.02192
999 15.8777 2.26245
1000 15.7531 2.31474
1001 15.8343 2.12156
1002 15.7751 2.23891
1003 15.6795 2.39453
1004 15.7683 2.2656
1005 15.7562 2.14444
1006 15.6523 2.26117
1007 15.8269 2.20799
1008 15.9589 2.26318
1009 15.9133 2.11376
1010 15.8919 2.19232
1011 15.9794 1.88028
1012 15.9962 1.91075
1013 15.8519 2.18219
1014 15.8715 2.14964
1015 15.8336 2.269
1016 15.7647 2.3455
1017 15.8402 2.34167
1018 15.6439 2.40516
1019 15.7455 2.14564
1020 15.6315 1.96256
1021 15.6553 2.00131
1022 15.6306 2.25779
1023 15.5173 2.19234
1024 15.5848 2.18909
1025 15.7163 2.22445
1026 15.7765 2.14979
1027 15.8899 2.08072
1028 15.7675 2.15492
1029 15.7495 2.34342
1030 15.8984 2.1635
1031 16.1043 2.13103
1032 16.0446 2.16139
1033 15.9621 2.04853
1034 16.2228 2.10487
1035 15.9724 2.30346
1036 15.8139 2.2755
1037 15.8904 2.32141
1038 15.8297 2.30018
1039 15.7971 2.32115
1040 16.006 2.07059
1041 15.9963 1.89797
1042 16.0625 2.02016
1043 15.8719 2.17401
1044 15.7728 2.30009
1045 15.9267 2.31527
1046 15.8713 2.16463
1047 15.8641 1.99563
1048 15.7267 1.97239
1049 15.7669 2.029
1050 15.8035 1.94866
1051 15.8167 2.00249
1052 15.8389 1.98561
1053 15.861 2.05197
1054 15.9045 2.11757
1055 15.9164 2.03254
1056 15.9583 2.06608
1057 15.9105 2.29159
1058 15.9829 2.26736
1059 15.9713 2.20015
1060 15.8295 2.3192
1061 15.8398 2.29937
1062 15.8917 2.36579
1063 15.9349 2.43097
1064 15.8394 2.33513
1065 15.7484 2.26434
1066 15.8551 2.15339
1067 15.9658 2.14464
1068 15.8613 2.2152
1069 15.7549 2.40575
