#   N_BLOCK:  ACCEPTANCE:
             1  4.414733e-01
             2  4.417173e-01
             3  4.429858e-01
             4  4.419217e-01
             5  4.418317e-01
             6  4.415873e-01
             7  4.419309e-01
             8  4.419603e-01
             9  4.416944e-01
            10  4.417344e-01
            11  4.418285e-01
            12  4.418558e-01
            13  4.420468e-01
            14  4.418870e-01
            15  4.418236e-01
            16  4.417543e-01
            17  4.418184e-01
            18  4.418783e-01
            19  4.418945e-01
            20  4.419222e-01
            21  4.419349e-01
            22  4.418525e-01
            23  4.418818e-01
            24  4.418361e-01
            25  4.417614e-01
            26  4.417749e-01
            27  4.417504e-01
            28  4.416859e-01
            29  4.416943e-01
            30  4.416600e-01
            31  4.417126e-01
            32  4.416995e-01
            33  4.416882e-01
            34  4.417126e-01
            35  4.417413e-01
            36  4.418346e-01
            37  4.418215e-01
            38  4.417693e-01
            39  4.417728e-01
            40  4.417758e-01
            41  4.417656e-01
            42  4.417439e-01
            43  4.417021e-01
            44  4.417452e-01
            45  4.417318e-01
            46  4.417361e-01
            47  4.417302e-01
            48  4.416999e-01
            49  4.416933e-01
            50  4.416949e-01
            51  4.416794e-01
            52  4.416723e-01
            53  4.416775e-01
            54  4.416500e-01
            55  4.416368e-01
            56  4.416322e-01
            57  4.416280e-01
            58  4.416211e-01
            59  4.416296e-01
            60  4.416420e-01
            61  4.416568e-01
            62  4.416734e-01
            63  4.416630e-01
            64  4.417161e-01
            65  4.416852e-01
            66  4.416825e-01
            67  4.416572e-01
            68  4.416752e-01
            69  4.416784e-01
            70  4.416593e-01
            71  4.416691e-01
            72  4.416739e-01
            73  4.416625e-01
            74  4.416739e-01
            75  4.417014e-01
            76  4.416878e-01
            77  4.416968e-01
            78  4.416904e-01
            79  4.417030e-01
            80  4.417290e-01
            81  4.417314e-01
            82  4.416805e-01
            83  4.416909e-01
            84  4.417007e-01
            85  4.417244e-01
            86  4.417411e-01
            87  4.417421e-01
            88  4.417507e-01
            89  4.417460e-01
            90  4.417501e-01
            91  4.417451e-01
            92  4.417538e-01
            93  4.417570e-01
            94  4.417599e-01
            95  4.417554e-01
            96  4.417579e-01
            97  4.417513e-01
            98  4.417562e-01
            99  4.417656e-01
           100  4.417893e-01
