#   N_BLOCK:  ACCEPTANCE:
             1  1.578427e-01
             2  1.583380e-01
             3  1.584049e-01
             4  1.584057e-01
             5  1.582635e-01
             6  1.579876e-01
             7  1.583446e-01
             8  1.577655e-01
             9  1.575652e-01
            10  1.579043e-01
            11  1.578335e-01
            12  1.579253e-01
            13  1.578557e-01
            14  1.578565e-01
            15  1.579657e-01
            16  1.578634e-01
            17  1.576692e-01
            18  1.577744e-01
            19  1.578778e-01
            20  1.580155e-01
            21  1.579498e-01
            22  1.578863e-01
            23  1.579168e-01
            24  1.578563e-01
            25  1.577776e-01
            26  1.577574e-01
            27  1.577995e-01
            28  1.577958e-01
            29  1.579537e-01
            30  1.581113e-01
            31  1.581745e-01
            32  1.581924e-01
            33  1.581131e-01
            34  1.581369e-01
            35  1.580931e-01
            36  1.580357e-01
            37  1.580825e-01
            38  1.581045e-01
            39  1.582376e-01
            40  1.582424e-01
            41  1.582933e-01
            42  1.582814e-01
            43  1.582873e-01
            44  1.582540e-01
            45  1.582658e-01
            46  1.583503e-01
            47  1.583180e-01
            48  1.582795e-01
            49  1.581916e-01
            50  1.582355e-01
            51  1.582302e-01
            52  1.581831e-01
            53  1.582231e-01
            54  1.582557e-01
            55  1.582758e-01
            56  1.582905e-01
            57  1.583289e-01
            58  1.583297e-01
            59  1.584184e-01
            60  1.584612e-01
            61  1.584433e-01
            62  1.584559e-01
            63  1.584687e-01
            64  1.584987e-01
            65  1.584906e-01
            66  1.584940e-01
            67  1.584549e-01
            68  1.585403e-01
            69  1.585469e-01
            70  1.584947e-01
            71  1.585027e-01
            72  1.584529e-01
            73  1.584312e-01
            74  1.584542e-01
            75  1.584190e-01
            76  1.584362e-01
            77  1.584501e-01
            78  1.584914e-01
            79  1.584591e-01
            80  1.584982e-01
            81  1.584989e-01
            82  1.584736e-01
            83  1.584849e-01
            84  1.584668e-01
            85  1.584134e-01
            86  1.584176e-01
            87  1.583964e-01
            88  1.584238e-01
            89  1.584214e-01
            90  1.584033e-01
            91  1.584051e-01
            92  1.584579e-01
            93  1.584790e-01
            94  1.584569e-01
            95  1.584989e-01
            96  1.585061e-01
            97  1.585004e-01
            98  1.585233e-01
            99  1.584993e-01
           100  1.584731e-01
