#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
             1  4.086133e-02  4.086133e-02  0.000000e+00
             2  2.681333e-02  3.383733e-02  4.966718e-03
             3  4.481067e-02  3.749511e-02  4.459063e-03
             4  2.990133e-02  3.559667e-02  3.726579e-03
             5  2.576267e-02  3.362987e-02  3.461585e-03
             6  3.658933e-02  3.412311e-02  2.919584e-03
             7  3.246933e-02  3.388686e-02  2.512042e-03
             8  2.052533e-02  3.221667e-02  2.696703e-03
             9  2.992533e-02  3.196207e-02  2.409057e-03
            10  4.382400e-02  3.314827e-02  2.442791e-03
            11  3.346400e-02  3.317697e-02  2.220888e-03
            12  3.957600e-02  3.371022e-02  2.098857e-03
            13  3.741067e-02  3.399487e-02  1.956613e-03
            14  2.477067e-02  3.333600e-02  1.924595e-03
            15  3.112267e-02  3.318844e-02  1.801937e-03
            16  3.074667e-02  3.303583e-02  1.695766e-03
            17  3.890400e-02  3.338102e-02  1.630769e-03
            18  3.668000e-02  3.356430e-02  1.550436e-03
            19  3.532800e-02  3.365712e-02  1.471610e-03
            20  2.393333e-02  3.317093e-02  1.476160e-03
            21  3.535200e-02  3.327479e-02  1.409515e-03
            22  3.673333e-02  3.343200e-02  1.354185e-03
            23  3.475733e-02  3.348962e-02  1.296533e-03
            24  3.118933e-02  3.339378e-02  1.246048e-03
            25  3.538400e-02  3.347339e-02  1.198747e-03
            26  3.282667e-02  3.344851e-02  1.152899e-03
            27  2.274133e-02  3.305195e-02  1.176426e-03
            28  2.426133e-02  3.273800e-02  1.175557e-03
            29  2.065333e-02  3.232129e-02  1.206620e-03
            30  3.360800e-02  3.236418e-02  1.167162e-03
            31  3.509067e-02  3.245213e-02  1.132820e-03
            32  3.223733e-02  3.244542e-02  1.097439e-03
            33  3.461600e-02  3.251119e-02  1.066153e-03
            34  1.686933e-02  3.205114e-02  1.129702e-03
            35  2.726133e-02  3.191429e-02  1.105683e-03
            36  4.152800e-02  3.218133e-02  1.106749e-03
            37  3.083200e-02  3.214486e-02  1.077437e-03
            38  2.943467e-02  3.207354e-02  1.051442e-03
            39  2.893333e-02  3.199303e-02  1.027560e-03
            40  3.180000e-02  3.198820e-02  1.001882e-03
            41  2.058133e-02  3.170998e-02  1.015341e-03
            42  2.991467e-02  3.166724e-02  9.920656e-04
            43  3.566133e-02  3.176012e-02  9.733330e-04
            44  3.006667e-02  3.172164e-02  9.519724e-04
            45  2.636267e-02  3.160255e-02  9.382367e-04
            46  2.673600e-02  3.149675e-02  9.237856e-04
            47  3.144800e-02  3.149572e-02  9.041312e-04
            48  4.000267e-02  3.167294e-02  9.024981e-04
            49  1.931467e-02  3.142073e-02  9.186450e-04
            50  3.281600e-02  3.144864e-02  9.006959e-04
            51  3.025600e-02  3.142525e-02  8.833387e-04
            52  3.118933e-02  3.142072e-02  8.663631e-04
            53  3.943200e-02  3.157187e-02  8.631021e-04
            54  2.733333e-02  3.149338e-02  8.506803e-04
            55  3.331200e-02  3.152645e-02  8.358558e-04
            56  2.993333e-02  3.149800e-02  8.214138e-04
            57  3.187200e-02  3.150456e-02  8.070292e-04
            58  3.844267e-02  3.162418e-02  8.019315e-04
            59  3.584267e-02  3.169568e-02  7.915205e-04
            60  3.869067e-02  3.181227e-02  7.868674e-04
            61  3.418667e-02  3.185119e-02  7.749301e-04
            62  3.421600e-02  3.188933e-02  7.633693e-04
            63  3.940267e-02  3.200859e-02  7.605110e-04
            64  4.318667e-02  3.218325e-02  7.684221e-04
            65  3.113333e-02  3.216710e-02  7.567700e-04
            66  3.105867e-02  3.215030e-02  7.454901e-04
            67  3.029867e-02  3.212267e-02  7.348755e-04
            68  3.320000e-02  3.213851e-02  7.242392e-04
            69  1.749867e-02  3.192634e-02  7.441730e-04
            70  3.309333e-02  3.194301e-02  7.337287e-04
            71  3.046400e-02  3.192218e-02  7.236901e-04
            72  3.288800e-02  3.193559e-02  7.137632e-04
            73  2.678400e-02  3.186502e-02  7.074656e-04
            74  2.588533e-02  3.178422e-02  7.025050e-04
            75  3.026133e-02  3.176391e-02  6.934316e-04
            76  2.909067e-02  3.172874e-02  6.851991e-04
            77  3.657067e-02  3.179162e-02  6.791797e-04
            78  3.430933e-02  3.182390e-02  6.712388e-04
            79  2.880800e-02  3.178572e-02  6.638268e-04
            80  2.836800e-02  3.174300e-02  6.569023e-04
            81  2.857333e-02  3.170387e-02  6.499568e-04
            82  2.852267e-02  3.166507e-02  6.431873e-04
            83  4.055467e-02  3.177218e-02  6.442938e-04
            84  3.212000e-02  3.177632e-02  6.366369e-04
            85  3.363467e-02  3.179818e-02  6.295224e-04
            86  2.640533e-02  3.173547e-02  6.253177e-04
            87  3.046667e-02  3.172089e-02  6.183002e-04
            88  2.722933e-02  3.166985e-02  6.133772e-04
            89  2.894133e-02  3.163919e-02  6.072509e-04
            90  3.693600e-02  3.169804e-02  6.033489e-04
            91  3.186933e-02  3.169993e-02  5.967217e-04
            92  2.935200e-02  3.167441e-02  5.907811e-04
            93  1.818133e-02  3.152932e-02  6.019806e-04
            94  2.721867e-02  3.148346e-02  5.973207e-04
            95  2.610133e-02  3.142681e-02  5.937137e-04
            96  3.432267e-02  3.145697e-02  5.882950e-04
            97  3.351733e-02  3.147821e-02  5.826135e-04
            98  3.633867e-02  3.152781e-02  5.787756e-04
            99  3.128800e-02  3.152539e-02  5.729344e-04
           100  3.532267e-02  3.156336e-02  5.684621e-04
