#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
             1  2.382431e+00  2.382431e+00  0.000000e+00
             2  2.402125e+00  2.392278e+00  6.962814e-03
             3  2.362926e+00  2.382494e+00  9.239313e-03
             4  2.361741e+00  2.377305e+00  8.258656e-03
             5  2.387662e+00  2.379377e+00  6.861741e-03
             6  2.430449e+00  2.387889e+00  9.647620e-03
             7  2.531923e+00  2.408465e+00  2.076743e-02
             8  2.383416e+00  2.405334e+00  1.840603e-02
             9  2.519617e+00  2.418032e+00  2.027324e-02
            10  2.514829e+00  2.427712e+00  2.042648e-02
            11  2.479275e+00  2.432399e+00  1.909981e-02
            12  2.396432e+00  2.429402e+00  1.774178e-02
            13  2.398857e+00  2.427053e+00  1.653187e-02
            14  2.403358e+00  2.425360e+00  1.543742e-02
            15  2.432427e+00  2.425831e+00  1.441544e-02
            16  2.382623e+00  2.423131e+00  1.376510e-02
            17  2.294749e+00  2.415579e+00  1.488350e-02
            18  2.360864e+00  2.412539e+00  1.436369e-02
            19  2.350783e+00  2.409289e+00  1.397062e-02
            20  2.464753e+00  2.412062e+00  1.354453e-02
            21  2.307150e+00  2.407066e+00  1.379015e-02
            22  2.484104e+00  2.410568e+00  1.360066e-02
            23  2.474893e+00  2.413365e+00  1.329377e-02
            24  2.412531e+00  2.413330e+00  1.273990e-02
            25  2.207335e+00  2.405090e+00  1.465465e-02
            26  2.430376e+00  2.406063e+00  1.412324e-02
            27  2.468806e+00  2.408386e+00  1.379001e-02
            28  2.351314e+00  2.406348e+00  1.344731e-02
            29  2.396006e+00  2.405992e+00  1.298834e-02
            30  2.547815e+00  2.410719e+00  1.338812e-02
            31  2.324156e+00  2.407927e+00  1.324424e-02
            32  2.399029e+00  2.407649e+00  1.283328e-02
            33  2.552763e+00  2.412046e+00  1.317627e-02
            34  2.393221e+00  2.411492e+00  1.280036e-02
            35  2.574949e+00  2.416162e+00  1.325925e-02
            36  2.357611e+00  2.414536e+00  1.299030e-02
            37  2.497333e+00  2.416774e+00  1.283051e-02
            38  2.386715e+00  2.415983e+00  1.251723e-02
            39  2.371529e+00  2.414843e+00  1.224806e-02
            40  2.377710e+00  2.413915e+00  1.197699e-02
            41  2.451314e+00  2.414827e+00  1.171955e-02
            42  2.413278e+00  2.414790e+00  1.144057e-02
            43  2.395699e+00  2.414346e+00  1.118312e-02
            44  2.307908e+00  2.411927e+00  1.118754e-02
            45  2.318905e+00  2.409860e+00  1.112827e-02
            46  2.590005e+00  2.413776e+00  1.155491e-02
            47  2.455461e+00  2.414663e+00  1.134305e-02
            48  2.444566e+00  2.415286e+00  1.112383e-02
            49  2.461803e+00  2.416235e+00  1.093724e-02
            50  2.394552e+00  2.415802e+00  1.072709e-02
            51  2.351080e+00  2.414532e+00  1.059156e-02
            52  2.388951e+00  2.414041e+00  1.039929e-02
            53  2.430526e+00  2.414352e+00  1.020773e-02
            54  2.501974e+00  2.415974e+00  1.014685e-02
            55  2.514228e+00  2.417761e+00  1.011840e-02
            56  2.382990e+00  2.417140e+00  9.956743e-03
            57  2.518921e+00  2.418925e+00  9.940892e-03
            58  2.488643e+00  2.420127e+00  9.841902e-03
            59  2.403288e+00  2.419842e+00  9.679228e-03
            60  2.533650e+00  2.421739e+00  9.701980e-03
            61  2.421563e+00  2.421736e+00  9.542932e-03
            62  2.493263e+00  2.422890e+00  9.458490e-03
            63  2.451743e+00  2.423348e+00  9.319437e-03
            64  2.425344e+00  2.423379e+00  9.173873e-03
            65  2.426780e+00  2.423431e+00  9.032886e-03
            66  2.565490e+00  2.425583e+00  9.148873e-03
            67  2.632982e+00  2.428679e+00  9.521609e-03
            68  2.429834e+00  2.428696e+00  9.381600e-03
            69  2.285660e+00  2.426623e+00  9.471893e-03
            70  2.364624e+00  2.425737e+00  9.377899e-03
            71  2.604224e+00  2.428251e+00  9.576835e-03
            72  2.474704e+00  2.428896e+00  9.465531e-03
            73  2.376365e+00  2.428177e+00  9.363181e-03
            74  2.554839e+00  2.429888e+00  9.391799e-03
            75  2.341967e+00  2.428716e+00  9.339451e-03
            76  2.493091e+00  2.429563e+00  9.254895e-03
            77  2.287753e+00  2.427721e+00  9.316145e-03
            78  2.361119e+00  2.426868e+00  9.235755e-03
            79  2.333954e+00  2.425691e+00  9.193427e-03
            80  2.540352e+00  2.427125e+00  9.189552e-03
            81  2.356971e+00  2.426259e+00  9.116823e-03
            82  2.609200e+00  2.428490e+00  9.274600e-03
            83  2.361881e+00  2.427687e+00  9.197512e-03
            84  2.352544e+00  2.426793e+00  9.131417e-03
            85  2.411720e+00  2.426615e+00  9.025710e-03
            86  2.483416e+00  2.427276e+00  8.944893e-03
            87  2.398966e+00  2.426950e+00  8.847995e-03
            88  2.378231e+00  2.426397e+00  8.764753e-03
            89  2.396638e+00  2.426062e+00  8.672648e-03
            90  2.522517e+00  2.427134e+00  8.642250e-03
            91  2.322549e+00  2.425985e+00  8.623360e-03
            92  2.419309e+00  2.425912e+00  8.529933e-03
            93  2.437714e+00  2.426039e+00  8.439158e-03
            94  2.369303e+00  2.425435e+00  8.370936e-03
            95  2.556265e+00  2.426813e+00  8.395338e-03
            96  2.489908e+00  2.427470e+00  8.333573e-03
            97  2.490156e+00  2.428116e+00  8.272680e-03
            98  2.384674e+00  2.427673e+00  8.200133e-03
            99  2.340195e+00  2.426789e+00  8.164771e-03
           100  2.436197e+00  2.426883e+00  8.083666e-03
