#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
             1 -5.327040e-01 -5.327040e-01  0.000000e+00
             2 -5.336000e-01 -5.331520e-01  3.167838e-04
             3 -5.303733e-01 -5.322258e-01  7.851917e-04
             4 -5.333920e-01 -5.325173e-01  6.407412e-04
             5 -5.337600e-01 -5.327659e-01  5.587187e-04
             6 -5.330720e-01 -5.328169e-01  4.679228e-04
             7 -5.346720e-01 -5.330819e-01  4.701729e-04
             8 -5.304800e-01 -5.327567e-01  5.116721e-04
             9 -5.346507e-01 -5.329671e-01  4.962127e-04
            10 -5.321920e-01 -5.328896e-01  4.526048e-04
            11 -5.329867e-01 -5.328984e-01  4.115449e-04
            12 -5.305760e-01 -5.327049e-01  4.202996e-04
            13 -5.326453e-01 -5.327003e-01  3.879939e-04
            14 -5.301653e-01 -5.325192e-01  4.003074e-04
            15 -5.342080e-01 -5.326318e-01  3.891301e-04
            16 -5.327093e-01 -5.326367e-01  3.648397e-04
            17 -5.345120e-01 -5.327470e-01  3.596694e-04
            18 -5.299733e-01 -5.325929e-01  3.712315e-04
            19 -5.292587e-01 -5.324174e-01  3.909761e-04
            20 -5.330293e-01 -5.324480e-01  3.726226e-04
            21 -5.333013e-01 -5.324886e-01  3.570874e-04
            22 -5.343947e-01 -5.325753e-01  3.512091e-04
            23 -5.322613e-01 -5.325616e-01  3.362043e-04
            24 -5.309067e-01 -5.324927e-01  3.291914e-04
            25 -5.330400e-01 -5.325146e-01  3.167510e-04
            26 -5.329813e-01 -5.325325e-01  3.050766e-04
            27 -5.286507e-01 -5.323887e-01  3.258988e-04
            28 -5.356800e-01 -5.325063e-01  3.347871e-04
            29 -5.342400e-01 -5.325661e-01  3.285372e-04
            30 -5.340533e-01 -5.326156e-01  3.213046e-04
            31 -5.306987e-01 -5.325538e-01  3.168347e-04
            32 -5.313813e-01 -5.325172e-01  3.090449e-04
            33 -5.353227e-01 -5.326022e-01  3.111537e-04
            34 -5.337067e-01 -5.326347e-01  3.036931e-04
            35 -5.329280e-01 -5.326430e-01  2.951318e-04
            36 -5.322133e-01 -5.326311e-01  2.871749e-04
            37 -5.331147e-01 -5.326442e-01  2.797107e-04
            38 -5.330133e-01 -5.326539e-01  2.725185e-04
            39 -5.304800e-01 -5.325982e-01  2.711716e-04
            40 -5.319040e-01 -5.325808e-01  2.649470e-04
            41 -5.343040e-01 -5.326228e-01  2.617972e-04
            42 -5.314613e-01 -5.325952e-01  2.570205e-04
            43 -5.344053e-01 -5.326373e-01  2.544673e-04
            44 -5.307467e-01 -5.325943e-01  2.522856e-04
            45 -5.294933e-01 -5.325254e-01  2.559176e-04
            46 -5.342667e-01 -5.325632e-01  2.531382e-04
            47 -5.301013e-01 -5.325109e-01  2.531138e-04
            48 -5.346133e-01 -5.325547e-01  2.516020e-04
            49 -5.315733e-01 -5.325346e-01  2.472630e-04
            50 -5.319147e-01 -5.325222e-01  2.426285e-04
            51 -5.310987e-01 -5.324943e-01  2.394713e-04
            52 -5.337813e-01 -5.325191e-01  2.361416e-04
            53 -5.356053e-01 -5.325773e-01  2.387579e-04
            54 -5.322827e-01 -5.325719e-01  2.343988e-04
            55 -5.328213e-01 -5.325764e-01  2.301809e-04
            56 -5.312640e-01 -5.325530e-01  2.272605e-04
            57 -5.309867e-01 -5.325255e-01  2.249286e-04
            58 -5.326347e-01 -5.325274e-01  2.210584e-04
            59 -5.310667e-01 -5.325026e-01  2.186936e-04
            60 -5.325920e-01 -5.325041e-01  2.150537e-04
            61 -5.317653e-01 -5.324920e-01  2.118690e-04
            62 -5.315893e-01 -5.324774e-01  2.089514e-04
            63 -5.350827e-01 -5.325188e-01  2.096868e-04
            64 -5.317227e-01 -5.325063e-01  2.067791e-04
            65 -5.331253e-01 -5.325159e-01  2.038171e-04
            66 -5.333067e-01 -5.325278e-01  2.010808e-04
            67 -5.346507e-01 -5.325595e-01  2.005603e-04
            68 -5.348213e-01 -5.325928e-01  2.003500e-04
            69 -5.318347e-01 -5.325818e-01  1.977474e-04
            70 -5.318667e-01 -5.325716e-01  1.951862e-04
            71 -5.332053e-01 -5.325805e-01  1.926411e-04
            72 -5.307573e-01 -5.325552e-01  1.916225e-04
            73 -5.331307e-01 -5.325631e-01  1.891596e-04
            74 -5.303467e-01 -5.325331e-01  1.889598e-04
            75 -5.316960e-01 -5.325220e-01  1.867697e-04
            76 -5.357547e-01 -5.325645e-01  1.890938e-04
            77 -5.320853e-01 -5.325583e-01  1.867404e-04
            78 -5.324960e-01 -5.325575e-01  1.843480e-04
            79 -5.302347e-01 -5.325281e-01  1.843443e-04
            80 -5.336320e-01 -5.325419e-01  1.825558e-04
            81 -5.322240e-01 -5.325379e-01  1.803442e-04
            82 -5.343147e-01 -5.325596e-01  1.794417e-04
            83 -5.339573e-01 -5.325764e-01  1.780682e-04
            84 -5.323840e-01 -5.325742e-01  1.759631e-04
            85 -5.340480e-01 -5.325915e-01  1.747452e-04
            86 -5.362080e-01 -5.326336e-01  1.777012e-04
            87 -5.311413e-01 -5.326164e-01  1.764844e-04
            88 -5.331040e-01 -5.326219e-01  1.745659e-04
            89 -5.357547e-01 -5.326571e-01  1.761175e-04
            90 -5.312427e-01 -5.326414e-01  1.748605e-04
            91 -5.320053e-01 -5.326344e-01  1.730786e-04
            92 -5.341013e-01 -5.326504e-01  1.719302e-04
            93 -5.308907e-01 -5.326315e-01  1.711195e-04
            94 -5.339413e-01 -5.326454e-01  1.698655e-04
            95 -5.304587e-01 -5.326224e-01  1.696298e-04
            96 -5.300213e-01 -5.325953e-01  1.700129e-04
            97 -5.325280e-01 -5.325946e-01  1.682616e-04
            98 -5.289653e-01 -5.325576e-01  1.705713e-04
            99 -5.313920e-01 -5.325458e-01  1.692542e-04
           100 -5.308000e-01 -5.325283e-01  1.684596e-04
