#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
             1  2.119951e-01  2.119951e-01  0.000000e+00
             2  2.119897e-01  2.119924e-01  1.909619e-06
             3  2.100285e-01  2.113378e-01  5.344995e-04
             4  2.110377e-01  2.112627e-01  4.061060e-04
             5  2.044550e-01  2.099012e-01  1.260398e-03
             6  2.062881e-01  2.092990e-01  1.185491e-03
             7  2.099189e-01  2.093876e-01  1.019437e-03
             8  2.034951e-01  2.086510e-01  1.127108e-03
             9  2.131183e-01  2.091474e-01  1.105784e-03
            10  2.102666e-01  2.092593e-01  1.000854e-03
            11  2.125947e-01  2.095625e-01  9.546941e-04
            12  2.095540e-01  2.095618e-01  8.751365e-04
            13  2.118918e-01  2.097410e-01  8.259675e-04
            14  2.099858e-01  2.097585e-01  7.671548e-04
            15  2.100046e-01  2.097749e-01  7.161864e-04
            16  2.102242e-01  2.098030e-01  6.719751e-04
            17  2.102809e-01  2.098311e-01  6.330349e-04
            18  2.090396e-01  2.097871e-01  5.993917e-04
            19  2.095006e-01  2.097721e-01  5.680344e-04
            20  2.045464e-01  2.095108e-01  5.967058e-04
            21  2.121116e-01  2.096346e-01  5.810021e-04
            22  2.080180e-01  2.095612e-01  5.592205e-04
            23  2.042954e-01  2.093322e-01  5.798816e-04
            24  2.043140e-01  2.091231e-01  5.922183e-04
            25  2.049843e-01  2.089576e-01  5.912170e-04
            26  2.084611e-01  2.089385e-01  5.687862e-04
            27  2.088201e-01  2.089341e-01  5.477370e-04
            28  2.137814e-01  2.091072e-01  5.548591e-04
            29  2.118170e-01  2.092006e-01  5.435372e-04
            30  2.066820e-01  2.091167e-01  5.318633e-04
            31  2.051039e-01  2.089872e-01  5.302247e-04
            32  2.109038e-01  2.090471e-01  5.170268e-04
            33  2.090573e-01  2.090474e-01  5.013594e-04
            34  2.083696e-01  2.090275e-01  4.870098e-04
            35  2.118953e-01  2.091094e-01  4.799383e-04
            36  2.058164e-01  2.090180e-01  4.752440e-04
            37  2.096971e-01  2.090363e-01  4.627539e-04
            38  2.081480e-01  2.090129e-01  4.511663e-04
            39  2.073726e-01  2.089709e-01  4.415541e-04
            40  2.123566e-01  2.090555e-01  4.385529e-04
            41  2.094449e-01  2.090650e-01  4.279593e-04
            42  2.105994e-01  2.091016e-01  4.193261e-04
            43  2.048068e-01  2.090017e-01  4.213011e-04
            44  2.094369e-01  2.090116e-01  4.118421e-04
            45  2.087176e-01  2.090050e-01  4.027419e-04
            46  2.106925e-01  2.090417e-01  3.956538e-04
            47  2.159726e-01  2.091892e-01  4.138053e-04
            48  2.087050e-01  2.091791e-01  4.053073e-04
            49  2.081681e-01  2.091585e-01  3.975605e-04
            50  2.072180e-01  2.091197e-01  3.914988e-04
            51  2.100688e-01  2.091383e-01  3.842645e-04
            52  2.092954e-01  2.091413e-01  3.768867e-04
            53  2.130977e-01  2.092159e-01  3.770959e-04
            54  2.074987e-01  2.091841e-01  3.714511e-04
            55  2.075118e-01  2.091537e-01  3.659398e-04
            56  2.035552e-01  2.090538e-01  3.728113e-04
            57  2.077327e-01  2.090306e-01  3.669904e-04
            58  2.081274e-01  2.090150e-01  3.609931e-04
            59  2.093189e-01  2.090202e-01  3.549114e-04
            60  2.085531e-01  2.090124e-01  3.490815e-04
            61  2.093141e-01  2.090173e-01  3.433939e-04
            62  2.111752e-01  2.090521e-01  3.396145e-04
            63  2.102103e-01  2.090705e-01  3.347209e-04
            64  2.037855e-01  2.089879e-01  3.395244e-04
            65  2.088701e-01  2.089861e-01  3.343058e-04
            66  2.082138e-01  2.089744e-01  3.294453e-04
            67  2.058512e-01  2.089278e-01  3.278096e-04
            68  2.084715e-01  2.089211e-01  3.230575e-04
            69  2.101243e-01  2.089385e-01  3.188458e-04
            70  2.065337e-01  2.089042e-01  3.161362e-04
            71  2.096973e-01  2.089153e-01  3.118808e-04
            72  2.068242e-01  2.088863e-01  3.088986e-04
            73  2.088733e-01  2.088861e-01  3.046671e-04
            74  2.085530e-01  2.088816e-01  3.005833e-04
            75  2.058315e-01  2.088410e-01  2.993139e-04
            76  2.087185e-01  2.088393e-01  2.953799e-04
            77  2.121892e-01  2.088828e-01  2.947302e-04
            78  2.121541e-01  2.089248e-01  2.939202e-04
            79  2.104115e-01  2.089436e-01  2.908016e-04
            80  2.078910e-01  2.089304e-01  2.874641e-04
            81  2.106775e-01  2.089520e-01  2.847231e-04
            82  2.066890e-01  2.089244e-01  2.825852e-04
            83  2.077997e-01  2.089109e-01  2.795053e-04
            84  2.076768e-01  2.088962e-01  2.765637e-04
            85  2.111841e-01  2.089231e-01  2.746168e-04
            86  2.121477e-01  2.089606e-01  2.739714e-04
            87  2.089367e-01  2.089603e-01  2.708224e-04
            88  2.052497e-01  2.089182e-01  2.710075e-04
            89  2.108439e-01  2.089398e-01  2.688249e-04
            90  2.096934e-01  2.089482e-01  2.659683e-04
            91  2.092541e-01  2.089515e-01  2.630668e-04
            92  2.116966e-01  2.089814e-01  2.618941e-04
            93  2.090250e-01  2.089818e-01  2.590785e-04
            94  2.071345e-01  2.089622e-01  2.570666e-04
            95  2.131913e-01  2.090067e-01  2.581864e-04
            96  2.101776e-01  2.090189e-01  2.557849e-04
            97  2.083952e-01  2.090125e-01  2.532288e-04
            98  2.036461e-01  2.089577e-01  2.564971e-04
            99  2.052649e-01  2.089204e-01  2.566042e-04
           100  2.080485e-01  2.089117e-01  2.541862e-04
