#   N_BLOCK:  ACCEPTANCE:
             1  5.219520e-01
             2  5.204647e-01
             3  5.223316e-01
             4  5.221877e-01
             5  5.221376e-01
             6  5.217784e-01
             7  5.218777e-01
             8  5.219033e-01
             9  5.217141e-01
            10  5.215749e-01
            11  5.215611e-01
            12  5.215761e-01
            13  5.216565e-01
            14  5.216079e-01
            15  5.216702e-01
            16  5.215838e-01
            17  5.216264e-01
            18  5.216753e-01
            19  5.217336e-01
            20  5.217635e-01
            21  5.217522e-01
            22  5.217262e-01
            23  5.217661e-01
            24  5.217361e-01
            25  5.217552e-01
            26  5.217680e-01
            27  5.217395e-01
            28  5.217053e-01
            29  5.216667e-01
            30  5.217481e-01
            31  5.217574e-01
            32  5.217526e-01
            33  5.217522e-01
            34  5.218257e-01
            35  5.218225e-01
            36  5.218567e-01
            37  5.218255e-01
            38  5.217708e-01
            39  5.218007e-01
            40  5.218530e-01
            41  5.218386e-01
            42  5.218430e-01
            43  5.218728e-01
            44  5.218658e-01
            45  5.218895e-01
            46  5.218971e-01
            47  5.218670e-01
            48  5.218309e-01
            49  5.218276e-01
            50  5.218232e-01
            51  5.218039e-01
            52  5.217945e-01
            53  5.217925e-01
            54  5.217863e-01
            55  5.217523e-01
            56  5.217427e-01
            57  5.217124e-01
            58  5.216882e-01
            59  5.216917e-01
            60  5.216928e-01
            61  5.216970e-01
            62  5.217039e-01
            63  5.216938e-01
            64  5.217445e-01
            65  5.217359e-01
            66  5.217826e-01
            67  5.217733e-01
            68  5.217792e-01
            69  5.217628e-01
            70  5.217484e-01
            71  5.217301e-01
            72  5.217392e-01
            73  5.217295e-01
            74  5.217285e-01
            75  5.217302e-01
            76  5.217358e-01
            77  5.217273e-01
            78  5.217316e-01
            79  5.217205e-01
            80  5.217299e-01
            81  5.217228e-01
            82  5.217137e-01
            83  5.217181e-01
            84  5.217111e-01
            85  5.217262e-01
            86  5.217140e-01
            87  5.216990e-01
            88  5.217037e-01
            89  5.216894e-01
            90  5.217161e-01
            91  5.216925e-01
            92  5.216901e-01
            93  5.217001e-01
            94  5.216887e-01
            95  5.216887e-01
            96  5.216987e-01
            97  5.216826e-01
            98  5.216910e-01
            99  5.216912e-01
           100  5.217039e-01
