#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
             1  2.429812e-01  2.429812e-01  0.000000e+00
             2  2.392250e-01  2.411031e-01  1.328026e-03
             3  2.382258e-01  2.401440e-01  1.181995e-03
             4  2.376020e-01  2.395085e-01  1.043446e-03
             5  2.315208e-01  2.379110e-01  1.654848e-03
             6  2.332180e-01  2.371288e-01  1.552923e-03
             7  2.311495e-01  2.362746e-01  1.548277e-03
             8  2.397872e-01  2.367137e-01  1.415632e-03
             9  2.424929e-01  2.373558e-01  1.396402e-03
            10  2.295538e-01  2.365756e-01  1.458526e-03
            11  2.451073e-01  2.373512e-01  1.518217e-03
            12  2.390598e-01  2.374936e-01  1.398359e-03
            13  2.370662e-01  2.374607e-01  1.291179e-03
            14  2.379946e-01  2.374989e-01  1.199515e-03
            15  2.327495e-01  2.371822e-01  1.160583e-03
            16  2.400714e-01  2.373628e-01  1.102005e-03
            17  2.378972e-01  2.373942e-01  1.037629e-03
            18  2.377945e-01  2.374165e-01  9.802215e-04
            19  2.326870e-01  2.371676e-01  9.597163e-04
            20  2.374997e-01  2.371842e-01  9.118742e-04
            21  2.407135e-01  2.373522e-01  8.838036e-04
            22  2.383236e-01  2.373964e-01  8.447328e-04
            23  2.376114e-01  2.374057e-01  8.080570e-04
            24  2.372311e-01  2.373985e-01  7.744207e-04
            25  2.407859e-01  2.375340e-01  7.552048e-04
            26  2.361431e-01  2.374805e-01  7.280506e-04
            27  2.364451e-01  2.374421e-01  7.020949e-04
            28  2.393384e-01  2.375098e-01  6.802787e-04
            29  2.346484e-01  2.374112e-01  6.639379e-04
            30  2.354866e-01  2.373470e-01  6.448986e-04
            31  2.394080e-01  2.374135e-01  6.275129e-04
            32  2.349113e-01  2.373353e-01  6.127556e-04
            33  2.362572e-01  2.373026e-01  5.950576e-04
            34  2.368957e-01  2.372907e-01  5.776763e-04
            35  2.394923e-01  2.373536e-01  5.645858e-04
            36  2.361263e-01  2.373195e-01  5.499311e-04
            37  2.375476e-01  2.373256e-01  5.351027e-04
            38  2.350097e-01  2.372647e-01  5.244803e-04
            39  2.369988e-01  2.372579e-01  5.110764e-04
            40  2.343328e-01  2.371848e-01  5.035039e-04
            41  2.367910e-01  2.371752e-01  4.913149e-04
            42  2.384476e-01  2.372054e-01  4.805501e-04
            43  2.320985e-01  2.370867e-01  4.838282e-04
            44  2.373667e-01  2.370930e-01  4.728740e-04
            45  2.362822e-01  2.370750e-01  4.627089e-04
            46  2.347168e-01  2.370238e-01  4.554812e-04
            47  2.340717e-01  2.369609e-01  4.501000e-04
            48  2.341749e-01  2.369029e-01  4.444495e-04
            49  2.322363e-01  2.368077e-01  4.454659e-04
            50  2.350866e-01  2.367733e-01  4.378844e-04
            51  2.340050e-01  2.367190e-01  4.326496e-04
            52  2.404517e-01  2.367908e-01  4.302431e-04
            53  2.349864e-01  2.367567e-01  4.234702e-04
            54  2.375774e-01  2.367719e-01  4.159008e-04
            55  2.429592e-01  2.368844e-01  4.232799e-04
            56  2.407618e-01  2.369536e-01  4.213463e-04
            57  2.388819e-01  2.369875e-01  4.153100e-04
            58  2.389789e-01  2.370218e-01  4.095663e-04
            59  2.335656e-01  2.369632e-01  4.067923e-04
            60  2.335887e-01  2.369070e-01  4.038817e-04
            61  2.363031e-01  2.368971e-01  3.973820e-04
            62  2.321134e-01  2.368199e-01  3.983926e-04
            63  2.348866e-01  2.367892e-01  3.932490e-04
            64  2.381175e-01  2.368100e-01  3.876518e-04
            65  2.356721e-01  2.367925e-01  3.820830e-04
            66  2.395025e-01  2.368335e-01  3.784937e-04
            67  2.364410e-01  2.368277e-01  3.728899e-04
            68  2.327666e-01  2.367680e-01  3.721579e-04
            69  2.327396e-01  2.367096e-01  3.713156e-04
            70  2.432871e-01  2.368036e-01  3.777134e-04
            71  2.377540e-01  2.368169e-01  3.726306e-04
            72  2.395912e-01  2.368555e-01  3.694420e-04
            73  2.439171e-01  2.369522e-01  3.768330e-04
            74  2.327698e-01  2.368957e-01  3.759553e-04
            75  2.326234e-01  2.368387e-01  3.752332e-04
            76  2.354872e-01  2.368209e-01  3.707171e-04
            77  2.381019e-01  2.368376e-01  3.662756e-04
            78  2.349368e-01  2.368132e-01  3.623895e-04
            79  2.374795e-01  2.368216e-01  3.579004e-04
            80  2.317208e-01  2.367579e-01  3.590612e-04
            81  2.356603e-01  2.367443e-01  3.548839e-04
            82  2.371001e-01  2.367487e-01  3.505826e-04
            83  2.321238e-01  2.366929e-01  3.507589e-04
            84  2.367662e-01  2.366938e-01  3.465842e-04
            85  2.359003e-01  2.366845e-01  3.426325e-04
            86  2.325470e-01  2.366364e-01  3.420093e-04
            87  2.385037e-01  2.366578e-01  3.387510e-04
            88  2.357316e-01  2.366473e-01  3.350650e-04
            89  2.366586e-01  2.366474e-01  3.313003e-04
            90  2.377843e-01  2.366601e-01  3.278599e-04
            91  2.386374e-01  2.366818e-01  3.249763e-04
            92  2.369681e-01  2.366849e-01  3.214588e-04
            93  2.335380e-01  2.366511e-01  3.197783e-04
            94  2.388656e-01  2.366746e-01  3.172430e-04
            95  2.367004e-01  2.366749e-01  3.139038e-04
            96  2.393985e-01  2.367033e-01  3.119134e-04
            97  2.345911e-01  2.366815e-01  3.094569e-04
            98  2.376771e-01  2.366917e-01  3.064659e-04
            99  2.332186e-01  2.366566e-01  3.053717e-04
           100  2.355201e-01  2.366452e-01  3.025293e-04
