#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
             1  4.377774e+00  4.377774e+00  0.000000e+00
             2  4.478053e+00  4.427914e+00  3.545367e-02
             3  4.310986e+00  4.388938e+00  3.964092e-02
             4  4.284837e+00  4.362912e+00  3.730816e-02
             5  4.509436e+00  4.392217e+00  3.972187e-02
             6  4.095401e+00  4.342748e+00  5.599162e-02
             7  4.345092e+00  4.343082e+00  4.799382e-02
             8  4.098375e+00  4.312494e+00  5.081578e-02
             9  4.628390e+00  4.347594e+00  5.599452e-02
            10  4.175676e+00  4.330402e+00  5.296851e-02
            11  4.556570e+00  4.350963e+00  5.199080e-02
            12  4.542656e+00  4.366937e+00  5.005222e-02
            13  4.399253e+00  4.369423e+00  4.626374e-02
            14  4.404214e+00  4.371908e+00  4.302588e-02
            15  4.465447e+00  4.378144e+00  4.060688e-02
            16  4.365341e+00  4.377344e+00  3.807683e-02
            17  4.399870e+00  4.378669e+00  3.586007e-02
            18  4.106504e+00  4.363549e+00  3.691819e-02
            19  4.420930e+00  4.366569e+00  3.509844e-02
            20  4.438563e+00  4.370168e+00  3.352760e-02
            21  4.651971e+00  4.383588e+00  3.451218e-02
            22  4.383833e+00  4.383599e+00  3.294345e-02
            23  4.239575e+00  4.377337e+00  3.210074e-02
            24  4.304685e+00  4.374310e+00  3.090561e-02
            25  4.275945e+00  4.370375e+00  2.991879e-02
            26  4.167600e+00  4.362576e+00  2.976722e-02
            27  4.335209e+00  4.361562e+00  2.868198e-02
            28  4.362504e+00  4.361596e+00  2.765765e-02
            29  4.348572e+00  4.361147e+00  2.670758e-02
            30  4.236187e+00  4.356982e+00  2.614012e-02
            31  4.172526e+00  4.351031e+00  2.596527e-02
            32  4.176932e+00  4.345591e+00  2.571754e-02
            33  4.349859e+00  4.345720e+00  2.493855e-02
            34  4.610666e+00  4.353513e+00  2.539335e-02
            35  4.414559e+00  4.355257e+00  2.472765e-02
            36  4.684566e+00  4.364404e+00  2.567704e-02
            37  4.472439e+00  4.367324e+00  2.514854e-02
            38  4.367147e+00  4.367320e+00  2.448674e-02
            39  4.074129e+00  4.359802e+00  2.498625e-02
            40  4.247845e+00  4.357003e+00  2.451785e-02
            41  4.327014e+00  4.356271e+00  2.393077e-02
            42  4.556671e+00  4.361043e+00  2.383191e-02
            43  4.506651e+00  4.364429e+00  2.351702e-02
            44  4.198648e+00  4.360661e+00  2.328241e-02
            45  4.230124e+00  4.357761e+00  2.294502e-02
            46  4.252061e+00  4.355463e+00  2.256098e-02
            47  4.241209e+00  4.353032e+00  2.221154e-02
            48  4.266772e+00  4.351235e+00  2.182138e-02
            49  4.237962e+00  4.348923e+00  2.149814e-02
            50  4.384185e+00  4.349628e+00  2.107974e-02
            51  4.403624e+00  4.350687e+00  2.069298e-02
            52  4.307893e+00  4.349864e+00  2.031140e-02
            53  4.313017e+00  4.349169e+00  1.994006e-02
            54  4.214003e+00  4.346666e+00  1.972728e-02
            55  4.330045e+00  4.346364e+00  1.937092e-02
            56  4.330966e+00  4.346089e+00  1.902696e-02
            57  4.148985e+00  4.342631e+00  1.900478e-02
            58  4.306461e+00  4.342007e+00  1.868734e-02
            59  4.382572e+00  4.342695e+00  1.838325e-02
            60  4.372117e+00  4.343185e+00  1.808340e-02
            61  4.243840e+00  4.341556e+00  1.786014e-02
            62  4.377299e+00  4.342133e+00  1.758137e-02
            63  4.274544e+00  4.341060e+00  1.733500e-02
            64  4.330861e+00  4.340901e+00  1.706488e-02
            65  4.361248e+00  4.341214e+00  1.680521e-02
            66  4.284599e+00  4.340356e+00  1.657247e-02
            67  4.452728e+00  4.342033e+00  1.640977e-02
            68  4.304879e+00  4.341487e+00  1.617754e-02
            69  4.532457e+00  4.344254e+00  1.617810e-02
            70  4.154563e+00  4.341545e+00  1.617235e-02
            71  4.442316e+00  4.342964e+00  1.600673e-02
            72  4.125423e+00  4.339942e+00  1.606704e-02
            73  4.268226e+00  4.338960e+00  1.587695e-02
            74  4.375677e+00  4.339456e+00  1.567015e-02
            75  4.443740e+00  4.340847e+00  1.552278e-02
            76  4.167217e+00  4.338562e+00  1.548574e-02
            77  4.298565e+00  4.338043e+00  1.529333e-02
            78  4.315233e+00  4.337750e+00  1.510006e-02
            79  4.312435e+00  4.337430e+00  1.491232e-02
            80  4.204922e+00  4.335773e+00  1.481762e-02
            81  4.360609e+00  4.336080e+00  1.463786e-02
            82  4.289247e+00  4.335509e+00  1.447048e-02
            83  4.429579e+00  4.336642e+00  1.434046e-02
            84  4.532487e+00  4.338974e+00  1.435802e-02
            85  4.097820e+00  4.336137e+00  1.446668e-02
            86  4.354776e+00  4.336353e+00  1.430009e-02
            87  4.187021e+00  4.334637e+00  1.423836e-02
            88  4.278721e+00  4.334001e+00  1.409073e-02
            89  4.231353e+00  4.332848e+00  1.397953e-02
            90  4.296028e+00  4.332439e+00  1.383019e-02
            91  4.232433e+00  4.331340e+00  1.372180e-02
            92  4.306117e+00  4.331066e+00  1.357539e-02
            93  4.313233e+00  4.330874e+00  1.343078e-02
            94  4.286031e+00  4.330397e+00  1.329636e-02
            95  4.281343e+00  4.329881e+00  1.316643e-02
            96  4.140372e+00  4.327907e+00  1.317643e-02
            97  4.336126e+00  4.327991e+00  1.304086e-02
            98  4.130815e+00  4.325979e+00  1.306208e-02
            99  4.305412e+00  4.325772e+00  1.293179e-02
           100  4.312968e+00  4.325644e+00  1.280311e-02
