#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
             1  3.618809e-01  3.618809e-01  0.000000e+00
             2  3.746853e-01  3.682831e-01  4.527053e-03
             3  3.760292e-01  3.708651e-01  3.681460e-03
             4  3.729248e-01  3.713800e-01  2.796872e-03
             5  3.553685e-01  3.681777e-01  3.634587e-03
             6  3.565275e-01  3.662360e-01  3.509361e-03
             7  3.658283e-01  3.661778e-01  3.008507e-03
             8  3.554427e-01  3.648359e-01  2.916389e-03
             9  3.660754e-01  3.649736e-01  2.595596e-03
            10  3.673333e-01  3.652096e-01  2.346738e-03
            11  3.685035e-01  3.655090e-01  2.152418e-03
            12  3.759644e-01  3.663803e-01  2.142147e-03
            13  3.622259e-01  3.660607e-01  2.001062e-03
            14  3.755760e-01  3.667404e-01  1.970175e-03
            15  3.682011e-01  3.668378e-01  1.841235e-03
            16  3.670917e-01  3.668537e-01  1.726226e-03
            17  3.697104e-01  3.670217e-01  1.632842e-03
            18  3.539011e-01  3.662928e-01  1.697047e-03
            19  3.605477e-01  3.659904e-01  1.634445e-03
            20  3.686276e-01  3.661223e-01  1.558032e-03
            21  3.770785e-01  3.666440e-01  1.568764e-03
            22  3.560676e-01  3.661632e-01  1.569390e-03
            23  3.603394e-01  3.659100e-01  1.521446e-03
            24  3.697328e-01  3.660693e-01  1.466366e-03
            25  3.628695e-01  3.659413e-01  1.413286e-03
            26  3.693856e-01  3.660738e-01  1.365123e-03
            27  3.678676e-01  3.661402e-01  1.316179e-03
            28  3.676412e-01  3.661938e-01  1.270264e-03
            29  3.715710e-01  3.663793e-01  1.239921e-03
            30  3.740255e-01  3.666341e-01  1.224505e-03
            31  3.641029e-01  3.665525e-01  1.187724e-03
            32  3.722418e-01  3.667303e-01  1.163839e-03
            33  3.749023e-01  3.669779e-01  1.154616e-03
            34  3.810360e-01  3.673914e-01  1.192394e-03
            35  3.697214e-01  3.674580e-01  1.160183e-03
            36  3.722642e-01  3.675915e-01  1.135611e-03
            37  3.744973e-01  3.677781e-01  1.120152e-03
            38  3.778251e-01  3.680425e-01  1.121443e-03
            39  3.711141e-01  3.681213e-01  1.095451e-03
            40  3.685244e-01  3.681313e-01  1.068111e-03
            41  3.796600e-01  3.684125e-01  1.078436e-03
            42  3.668530e-01  3.683754e-01  1.053398e-03
            43  3.768597e-01  3.685727e-01  1.047216e-03
            44  3.622410e-01  3.684288e-01  1.033256e-03
            45  3.619060e-01  3.682838e-01  1.020411e-03
            46  3.623157e-01  3.681541e-01  1.006443e-03
            47  3.678136e-01  3.681469e-01  9.850550e-04
            48  3.754526e-01  3.682991e-01  9.762208e-04
            49  3.651278e-01  3.682343e-01  9.584409e-04
            50  3.641476e-01  3.681526e-01  9.427508e-04
            51  3.724278e-01  3.682364e-01  9.279849e-04
            52  3.770202e-01  3.684054e-01  9.253853e-04
            53  3.687596e-01  3.684120e-01  9.079493e-04
            54  3.723650e-01  3.684852e-01  8.940815e-04
            55  3.601813e-01  3.683343e-01  8.904821e-04
            56  3.699956e-01  3.683639e-01  8.750747e-04
            57  3.668628e-01  3.683376e-01  8.601187e-04
            58  3.692183e-01  3.683528e-01  8.454231e-04
            59  3.768586e-01  3.684969e-01  8.432963e-04
            60  3.657771e-01  3.684516e-01  8.304588e-04
            61  3.689809e-01  3.684603e-01  8.168900e-04
            62  3.685720e-01  3.684621e-01  8.037164e-04
            63  3.641235e-01  3.683932e-01  7.939040e-04
            64  3.596956e-01  3.682573e-01  7.930456e-04
            65  3.824451e-01  3.684756e-01  8.103267e-04
            66  3.640874e-01  3.684091e-01  8.007721e-04
            67  3.658614e-01  3.683711e-01  7.897226e-04
            68  3.703049e-01  3.683995e-01  7.786210e-04
            69  3.672735e-01  3.683832e-01  7.675076e-04
            70  3.588560e-01  3.682471e-01  7.685160e-04
            71  3.708977e-01  3.682844e-01  7.585980e-04
            72  3.685848e-01  3.682886e-01  7.480734e-04
            73  3.579747e-01  3.681473e-01  7.510495e-04
            74  3.692630e-01  3.681624e-01  7.410515e-04
            75  3.682931e-01  3.681641e-01  7.311729e-04
            76  3.668882e-01  3.681473e-01  7.217449e-04
            77  3.629783e-01  3.680802e-01  7.154867e-04
            78  3.787654e-01  3.682172e-01  7.193086e-04
            79  3.696483e-01  3.682353e-01  7.104315e-04
            80  3.608802e-01  3.681434e-01  7.074751e-04
            81  3.734818e-01  3.682093e-01  7.018040e-04
            82  3.776459e-01  3.683244e-01  7.026175e-04
            83  3.751216e-01  3.684063e-01  6.989085e-04
            84  3.732683e-01  3.684641e-01  6.929808e-04
            85  3.709396e-01  3.684933e-01  6.854398e-04
            86  3.690182e-01  3.684994e-01  6.774968e-04
            87  3.706010e-01  3.685235e-01  6.701400e-04
            88  3.587182e-01  3.684121e-01  6.717240e-04
            89  3.711900e-01  3.684433e-01  6.649013e-04
            90  3.681469e-01  3.684400e-01  6.575217e-04
            91  3.598522e-01  3.683457e-01  6.570337e-04
            92  3.700839e-01  3.683645e-01  6.501636e-04
            93  3.598592e-01  3.682731e-01  6.495730e-04
            94  3.613753e-01  3.681997e-01  6.467942e-04
            95  3.715207e-01  3.682347e-01  6.409298e-04
            96  3.719780e-01  3.682737e-01  6.354385e-04
            97  3.723124e-01  3.683153e-01  6.302502e-04
            98  3.699555e-01  3.683320e-01  6.240412e-04
            99  3.684612e-01  3.683333e-01  6.177391e-04
           100  3.809642e-01  3.684596e-01  6.243413e-04
