-1.11349 -0.172251 4.66552
-1.5308 -0.14773 3.03108
-0.225375 1.84557 5.2745
-0.225375 1.84557 5.2745
-0.225375 1.84557 5.2745
-2.0184 1.27629 3.76956
-2.78992 1.12828 6.01908
-1.85907 0.436231 5.7292
-1.85907 0.436231 5.7292
-2.88124 1.50867 2.9618
-2.88124 1.50867 2.9618
-0.251266 -1.86173 4.53981
-0.251266 -1.86173 4.53981
-0.251266 -1.86173 4.53981
0.105479 -1.71938 2.7377
0.105479 -1.71938 2.7377
0.105479 -1.71938 2.7377
0.105479 -1.71938 2.7377
0.105479 -1.71938 2.7377
0.105479 -1.71938 2.7377
0.258034 -2.55903 3.92986
1.85965 -2.03764 4.28352
3.00847 1.42655 5.25918
3.00847 1.42655 5.25918
3.00847 1.42655 5.25918
3.00847 1.42655 5.25918
1.77265 -1.16613 3.46092
1.77265 -1.16613 3.46092
2.36986 -0.710771 1.68843
2.36986 -0.710771 1.68843
2.36986 -0.710771 1.68843
3.28284 1.81792 1.5423
2.97998 1.65517 1.65448
0.352661 0.856079 1.98435
0.539757 -0.0093129 3.109
0.539757 -0.0093129 3.109
-0.372233 0.70533 2.96942
-0.721982 0.0567936 2.66553
-1.07458 -0.192527 3.99157
0.0150014 1.26774 3.4431
-0.526868 2.06887 3.09354
-1.38396 1.34195 3.34319
-1.38396 1.34195 3.34319
-1.38396 1.34195 3.34319
-1.0576 1.01953 4.45427
-1.0576 1.01953 4.45427
-1.0576 1.01953 4.45427
-1.0576 1.01953 4.45427
-0.55479 2.6019 4.99585
1.08531 1.31765 4.67742
1.08531 1.31765 4.67742
1.50851 2.75225 6.12568
1.43298 2.74489 5.63167
1.43298 2.74489 5.63167
-0.777933 2.09856 3.99422
-0.777933 2.09856 3.99422
-0.777933 2.09856 3.99422
-0.278837 2.09559 2.75337
-0.278837 2.09559 2.75337
-0.278837 2.09559 2.75337
-1.05221 4.1651 3.51779
-1.05221 4.1651 3.51779
-3.09279 2.15983 3.79055
-4.01409 0.423588 6.37734
-4.01409 0.423588 6.37734
-3.01974 1.18977 7.01221
-5.05338 2.89357 5.79089
-3.87118 2.04283 5.82118
-3.87118 2.04283 5.82118
-3.52329 1.86644 3.89597
-3.52329 1.86644 3.89597
-3.52329 1.86644 3.89597
-3.52329 1.86644 3.89597
-3.52329 1.86644 3.89597
-5.30229 0.413471 4.35966
-4.34746 0.222763 1.93448
-4.34746 0.222763 1.93448
-4.24009 -2.31628 3.82582
-4.24009 -2.31628 3.82582
-4.24009 -2.31628 3.82582
-4.24009 -2.31628 3.82582
-4.08977 -2.16915 4.20512
-4.08977 -2.16915 4.20512
-4.08977 -2.16915 4.20512
-4.08977 -2.16915 4.20512
-4.41564 -1.39457 5.29627
0.105473 0.767034 6.19663
0.105473 0.767034 6.19663
-0.890012 1.04588 4.4926
-0.890012 1.04588 4.4926
1.65503 1.10117 4.57793
1.65503 1.10117 4.57793
1.65503 1.10117 4.57793
1.71047 1.2041 6.50404
1.71047 1.2041 6.50404
1.0727 -0.369936 4.36635
1.22834 2.10467 2.29689
0.5921 1.42151 0.771033
0.5921 1.42151 0.771033
-0.328676 0.58635 -0.415433
-0.328676 0.58635 -0.415433
-0.422222 -2.78603 2.33792
2.35283 -1.0347 3.89575
2.35283 -1.0347 3.89575
2.35283 -1.0347 3.89575
2.7601 -2.08384 4.76978
2.75919 -0.387601 2.88077
2.75919 -0.387601 2.88077
2.84159 -0.926613 4.6017
2.9308 0.950451 4.72538
2.37419 0.944379 5.02429
2.40661 2.55559 1.63176
1.91032 2.2175 -0.918169
1.38013 2.20712 1.30133
2.09691 0.423348 0.83689
2.09691 0.423348 0.83689
-0.485865 0.0577938 -2.57679
-0.485865 0.0577938 -2.57679
-0.485865 0.0577938 -2.57679
-0.250156 0.746449 -1.85612
-1.75623 0.710334 -2.37027
-1.75623 0.710334 -2.37027
0.312237 0.798593 -3.04076
0.312237 0.798593 -3.04076
1.69579 -0.972415 -1.92551
1.69579 -0.972415 -1.92551
1.69579 -0.972415 -1.92551
1.22855 -1.64184 -1.94434
1.22855 -1.64184 -1.94434
1.06685 -0.255737 -1.58021
1.06685 -0.255737 -1.58021
-0.072837 0.672567 -4.8884
0.817895 4.05285 -4.31059
-1.98989 5.5897 -7.04266
