99.0566 -0.578621 0.654311
99.0566 -0.578621 0.654311
99.1349 -1.21296 -0.586415
98.9748 -1.51589 -1.11474
99.0062 -0.536211 -0.981159
97.872 -0.536497 -0.865436
97.5088 0.620448 -0.622142
97.5088 0.620448 -0.622142
97.5195 0.83601 -1.67918
97.5195 0.83601 -1.67918
97.718 1.36378 -2.15917
96.6339 1.34348 -1.10489
95.8631 1.01493 -0.0516188
94.7198 0.964937 0.900317
93.7396 -0.231386 0.343837
92.5483 0.807099 -0.767548
92.5483 0.807099 -0.767548
92.5483 0.807099 -0.767548
91.3269 1.18189 0.438108
91.3269 1.18189 0.438108
91.3269 1.18189 0.438108
91.3269 1.18189 0.438108
90.7748 0.469903 0.17076
91.3803 -0.407912 -0.459813
91.1386 -0.578149 -1.41919
91.1386 -0.578149 -1.41919
90.4127 0.648395 -2.61352
89.8793 1.16397 -1.5197
88.9432 0.812968 -1.38441
88.9432 0.812968 -1.38441
88.8259 0.341954 -2.491
88.8259 0.341954 -2.491
88.8259 0.341954 -2.491
88.8259 0.341954 -2.491
88.104 0.492364 -3.05592
87.2618 0.89222 -2.73445
87.2618 0.89222 -2.73445
87.2618 0.89222 -2.73445
87.5195 0.10994 -1.67239
87.6303 0.320505 -1.37815
87.298 0.372972 -2.36443
86.1358 1.38978 -3.59839
86.1358 1.38978 -3.59839
85.3652 1.46265 -4.48422
85.0132 1.94936 -3.57721
85.0132 1.94936 -3.57721
84.4393 1.46719 -4.46212
84.1497 2.4792 -5.07944
85.345 3.72472 -5.43561
85.345 3.72472 -5.43561
85.7028 3.7037 -5.01922
85.4495 4.89347 -5.12005
85.4495 4.89347 -5.12005
84.5457 6.02775 -4.47276
85.4504 5.07876 -5.09279
84.7495 5.53557 -3.92778
85.8443 4.55763 -5.0786
86.4212 4.39072 -5.51511
86.3576 5.40577 -5.05961
85.7358 6.49368 -4.99015
85.7358 6.49368 -4.99015
85.7358 6.49368 -4.99015
84.644 6.16141 -3.81985
84.644 6.16141 -3.81985
83.8338 6.36012 -4.4754
83.8338 6.36012 -4.4754
85.0587 5.1625 -4.38189
85.1299 5.98817 -4.0472
83.9051 6.5267 -5.11953
83.9789 5.83217 -4.61278
83.6566 5.33528 -3.46772
83.1704 5.6677 -3.07046
82.6559 5.62252 -3.88483
82.231 4.83776 -3.4678
82.231 4.83776 -3.4678
82.231 4.83776 -3.4678
82.231 4.83776 -3.4678
82.3347 5.91515 -4.36124
82.3347 5.91515 -4.36124
82.4212 5.70139 -4.05637
82.4212 5.70139 -4.05637
81.9606 6.639 -4.80592
81.6025 7.02005 -3.79847
81.4682 6.71996 -3.41332
81.4682 6.71996 -3.41332
80.2205 7.66761 -4.00091
79.8537 7.79269 -5.06505
79.8537 7.79269 -5.06505
79.3899 8.4445 -5.34835
79.3899 8.4445 -5.34835
79.3899 8.4445 -5.34835
79.201 7.96902 -5.10225
79.201 7.96902 -5.10225
78.9289 8.71382 -6.33557
78.9192 9.31415 -5.26622
79.0788 8.52412 -6.4729
79.3947 8.72267 -7.10494
78.2077 9.88714 -7.81908
77.0143 9.0941 -6.65066
76.8593 9.5452 -7.38816
76.6492 10.6284 -7.78782
76.6492 10.6284 -7.78782
76.8122 9.90779 -7.77756
76.8122 9.90779 -7.77756
75.9176 9.16345 -8.93321
75.9176 9.16345 -8.93321
