#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
             1  1.454997e+00  1.454997e+00  0.000000e+00
             2  1.483936e+00  1.469466e+00  1.023147e-02
             3  1.463795e+00  1.467576e+00  6.993473e-03
             4  1.474464e+00  1.469298e+00  5.452972e-03
             5  1.433953e+00  1.462229e+00  7.681500e-03
             6  1.400570e+00  1.451952e+00  1.135701e-02
             7  1.464875e+00  1.453798e+00  9.883475e-03
             8  1.456105e+00  1.454087e+00  8.652244e-03
             9  1.488797e+00  1.457943e+00  8.507124e-03
            10  1.476698e+00  1.459819e+00  7.860432e-03
            11  1.467021e+00  1.460474e+00  7.173060e-03
            12  1.494088e+00  1.463275e+00  7.101243e-03
            13  1.485949e+00  1.465019e+00  6.765794e-03
            14  1.413396e+00  1.461332e+00  7.217729e-03
            15  1.503011e+00  1.464110e+00  7.251699e-03
            16  1.462093e+00  1.463984e+00  6.799564e-03
            17  1.435786e+00  1.462325e+00  6.598810e-03
            18  1.470408e+00  1.462774e+00  6.247467e-03
            19  1.425045e+00  1.460789e+00  6.226252e-03
            20  1.489139e+00  1.462206e+00  6.074153e-03
            21  1.427654e+00  1.460561e+00  6.003611e-03
            22  1.503669e+00  1.462520e+00  6.042030e-03
            23  1.484799e+00  1.463489e+00  5.856465e-03
            24  1.479258e+00  1.464146e+00  5.649183e-03
            25  1.413940e+00  1.462138e+00  5.769141e-03
            26  1.516673e+00  1.464235e+00  5.916273e-03
            27  1.459686e+00  1.464067e+00  5.699551e-03
            28  1.437296e+00  1.463111e+00  5.575611e-03
            29  1.439206e+00  1.462286e+00  5.443940e-03
            30  1.565839e+00  1.465738e+00  6.261877e-03
            31  1.440350e+00  1.464919e+00  6.113203e-03
            32  1.492689e+00  1.465787e+00  5.983445e-03
            33  1.507536e+00  1.467052e+00  5.934370e-03
            34  1.452485e+00  1.466624e+00  5.775276e-03
            35  1.550412e+00  1.469018e+00  6.086242e-03
            36  1.475041e+00  1.469185e+00  5.919479e-03
            37  1.510188e+00  1.470293e+00  5.862307e-03
            38  1.474111e+00  1.470394e+00  5.708896e-03
            39  1.472220e+00  1.470440e+00  5.562706e-03
            40  1.504663e+00  1.471296e+00  5.489039e-03
            41  1.458867e+00  1.470993e+00  5.363524e-03
            42  1.465124e+00  1.470853e+00  5.237641e-03
            43  1.492786e+00  1.471363e+00  5.140613e-03
            44  1.455602e+00  1.471005e+00  5.036245e-03
            45  1.436918e+00  1.470247e+00  4.980967e-03
            46  1.568765e+00  1.472389e+00  5.313208e-03
            47  1.484891e+00  1.472655e+00  5.206815e-03
            48  1.561619e+00  1.474509e+00  5.418178e-03
            49  1.468187e+00  1.474380e+00  5.309139e-03
            50  1.437110e+00  1.473634e+00  5.255022e-03
            51  1.434078e+00  1.472859e+00  5.208904e-03
            52  1.506748e+00  1.473510e+00  5.149342e-03
            53  1.515060e+00  1.474294e+00  5.111512e-03
            54  1.524424e+00  1.475223e+00  5.100456e-03
            55  1.483955e+00  1.475381e+00  5.010192e-03
            56  1.423446e+00  1.474454e+00  5.005825e-03
            57  1.476043e+00  1.474482e+00  4.918081e-03
            58  1.473062e+00  1.474457e+00  4.833347e-03
            59  1.448573e+00  1.474019e+00  4.771296e-03
            60  1.542017e+00  1.475152e+00  4.824490e-03
            61  1.517242e+00  1.475842e+00  4.794488e-03
            62  1.494397e+00  1.476141e+00  4.726489e-03
            63  1.525432e+00  1.476924e+00  4.715776e-03
            64  1.449739e+00  1.476499e+00  4.661182e-03
            65  1.442354e+00  1.475973e+00  4.618977e-03
            66  1.504061e+00  1.476399e+00  4.568554e-03
            67  1.505574e+00  1.476834e+00  4.521071e-03
            68  1.547544e+00  1.477874e+00  4.572603e-03
            69  1.442246e+00  1.477358e+00  4.535394e-03
            70  1.473886e+00  1.477308e+00  4.470874e-03
            71  1.482986e+00  1.477388e+00  4.408619e-03
            72  1.519735e+00  1.477977e+00  4.386444e-03
            73  1.451144e+00  1.477609e+00  4.341730e-03
            74  1.486668e+00  1.477731e+00  4.284783e-03
            75  1.438004e+00  1.477202e+00  4.260268e-03
            76  1.485546e+00  1.477311e+00  4.205627e-03
            77  1.497686e+00  1.477576e+00  4.159324e-03
            78  1.414409e+00  1.476766e+00  4.184095e-03
            79  1.415814e+00  1.475995e+00  4.201667e-03
            80  1.452132e+00  1.475696e+00  4.159721e-03
            81  1.535004e+00  1.476429e+00  4.172308e-03
            82  1.467262e+00  1.476317e+00  4.122924e-03
            83  1.449125e+00  1.475989e+00  4.086245e-03
            84  1.500801e+00  1.476285e+00  4.048261e-03
            85  1.531700e+00  1.476937e+00  4.052791e-03
            86  1.543707e+00  1.477713e+00  4.079357e-03
            87  1.504830e+00  1.478025e+00  4.044357e-03
            88  1.479364e+00  1.478040e+00  3.998427e-03
            89  1.464780e+00  1.477891e+00  3.956276e-03
            90  1.460213e+00  1.477694e+00  3.917190e-03
            91  1.467054e+00  1.477577e+00  3.875889e-03
            92  1.455666e+00  1.477339e+00  3.841070e-03
            93  1.514113e+00  1.477735e+00  3.820067e-03
            94  1.468434e+00  1.477636e+00  3.780709e-03
            95  1.561380e+00  1.478517e+00  3.842307e-03
            96  1.420755e+00  1.477916e+00  3.849106e-03
            97  1.493592e+00  1.478077e+00  3.812815e-03
            98  1.487206e+00  1.478170e+00  3.775047e-03
            99  1.463728e+00  1.478025e+00  3.739733e-03
           100  1.435833e+00  1.477603e+00  3.726059e-03
