#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
             1  2.165090e-01  2.165090e-01  0.000000e+00
             2  2.131040e-01  2.148065e-01  1.203852e-03
             3  2.124093e-01  2.140074e-01  1.034306e-03
             4  2.079575e-01  2.124949e-01  1.522310e-03
             5  2.036676e-01  2.107295e-01  1.994160e-03
             6  2.066558e-01  2.100505e-01  1.773619e-03
             7  2.078039e-01  2.097296e-01  1.549012e-03
             8  2.121927e-01  2.100375e-01  1.385647e-03
             9  2.115241e-01  2.102026e-01  1.241493e-03
            10  2.050971e-01  2.096921e-01  1.217806e-03
            11  2.155178e-01  2.102217e-01  1.216820e-03
            12  2.102943e-01  2.102278e-01  1.115433e-03
            13  2.136345e-01  2.104898e-01  1.059967e-03
            14  2.079023e-01  2.103050e-01  1.000239e-03
            15  2.047836e-01  2.099369e-01  9.989929e-04
            16  2.111704e-01  2.100140e-01  9.395260e-04
            17  2.087643e-01  2.099405e-01  8.871307e-04
            18  2.063079e-01  2.097387e-01  8.604941e-04
            19  2.058841e-01  2.095358e-01  8.387793e-04
            20  2.127517e-01  2.096966e-01  8.121064e-04
            21  2.092760e-01  2.096766e-01  7.736815e-04
            22  2.087390e-01  2.096340e-01  7.396870e-04
            23  2.116146e-01  2.097201e-01  7.125221e-04
            24  2.114066e-01  2.097903e-01  6.862902e-04
            25  2.115991e-01  2.098627e-01  6.626414e-04
            26  2.073515e-01  2.097661e-01  6.441560e-04
            27  2.057231e-01  2.096164e-01  6.374655e-04
            28  2.102270e-01  2.096382e-01  6.150718e-04
            29  2.087313e-01  2.096069e-01  5.946568e-04
            30  2.107714e-01  2.096457e-01  5.761003e-04
            31  2.086018e-01  2.096120e-01  5.584998e-04
            32  2.073533e-01  2.095415e-01  5.454890e-04
            33  2.071878e-01  2.094701e-01  5.336014e-04
            34  2.066226e-01  2.093864e-01  5.244387e-04
            35  2.106654e-01  2.094229e-01  5.107264e-04
            36  2.077867e-01  2.093775e-01  4.985578e-04
            37  2.073091e-01  2.093216e-01  4.882072e-04
            38  2.061279e-01  2.092375e-01  4.825394e-04
            39  2.092314e-01  2.092374e-01  4.701667e-04
            40  2.073540e-01  2.091903e-01  4.607641e-04
            41  2.087643e-01  2.091799e-01  4.496431e-04
            42  2.084457e-01  2.091624e-01  4.392769e-04
            43  2.056130e-01  2.090799e-01  4.367476e-04
            44  2.058511e-01  2.090065e-01  4.329425e-04
            45  2.083650e-01  2.089922e-01  4.235562e-04
            46  2.049017e-01  2.089033e-01  4.235804e-04
            47  2.063456e-01  2.088489e-01  4.180491e-04
            48  2.085749e-01  2.088432e-01  4.093787e-04
            49  2.042104e-01  2.087486e-01  4.117970e-04
            50  2.077317e-01  2.087283e-01  4.040631e-04
            51  2.045210e-01  2.086458e-01  4.044742e-04
            52  2.115671e-01  2.087020e-01  4.005782e-04
            53  2.088894e-01  2.087055e-01  3.930357e-04
            54  2.089289e-01  2.087097e-01  3.857791e-04
            55  2.132885e-01  2.087929e-01  3.876439e-04
            56  2.128485e-01  2.088653e-01  3.874275e-04
            57  2.108718e-01  2.089005e-01  3.822263e-04
            58  2.092723e-01  2.089069e-01  3.756900e-04
            59  2.050054e-01  2.088408e-01  3.750970e-04
            60  2.069553e-01  2.088094e-01  3.701595e-04
            61  2.079236e-01  2.087949e-01  3.643760e-04
            62  2.038073e-01  2.087144e-01  3.672718e-04
            63  2.076207e-01  2.086971e-01  3.618522e-04
            64  2.108501e-01  2.087307e-01  3.577586e-04
            65  2.097266e-01  2.087460e-01  3.525825e-04
            66  2.109218e-01  2.087790e-01  3.487782e-04
            67  2.091303e-01  2.087842e-01  3.436119e-04
            68  2.072813e-01  2.087621e-01  3.392689e-04
            69  2.092803e-01  2.087696e-01  3.344351e-04
            70  2.119645e-01  2.088153e-01  3.327572e-04
            71  2.075458e-01  2.087974e-01  3.285505e-04
            72  2.142392e-01  2.088730e-01  3.325669e-04
            73  2.141652e-01  2.089455e-01  3.358200e-04
            74  2.056968e-01  2.089016e-01  3.341391e-04
            75  2.049517e-01  2.088489e-01  3.338084e-04
            76  2.058341e-01  2.088092e-01  3.317648e-04
            77  2.111129e-01  2.088392e-01  3.288023e-04
            78  2.089913e-01  2.088411e-01  3.245927e-04
            79  2.065941e-01  2.088127e-01  3.217277e-04
            80  2.045807e-01  2.087598e-01  3.220257e-04
            81  2.064218e-01  2.087309e-01  3.193411e-04
            82  2.081322e-01  2.087236e-01  3.155301e-04
            83  2.052698e-01  2.086820e-01  3.144605e-04
            84  2.080352e-01  2.086743e-01  3.108112e-04
            85  2.132567e-01  2.087282e-01  3.117949e-04
            86  2.091429e-01  2.087330e-01  3.082067e-04
            87  2.103508e-01  2.087516e-01  3.052245e-04
            88  2.070620e-01  2.087324e-01  3.023593e-04
            89  2.101985e-01  2.087489e-01  2.994104e-04
            90  2.071709e-01  2.087314e-01  2.965966e-04
            91  2.097863e-01  2.087429e-01  2.935638e-04
            92  2.094025e-01  2.087501e-01  2.904604e-04
            93  2.097485e-01  2.087609e-01  2.875355e-04
            94  2.096902e-01  2.087707e-01  2.846465e-04
            95  2.117457e-01  2.088021e-01  2.833676e-04
            96  2.084508e-01  2.087984e-01  2.804395e-04
            97  2.072825e-01  2.087828e-01  2.779834e-04
            98  2.078150e-01  2.087729e-01  2.753222e-04
            99  2.067379e-01  2.087523e-01  2.733075e-04
           100  2.092436e-01  2.087573e-01  2.706186e-04
