#   N_BLOCK:  ACCEPTANCE:
             1  2.838933e-02
             2  2.581067e-02
             3  2.608889e-02
             4  2.778333e-02
             5  2.871760e-02
             6  2.745111e-02
             7  2.777390e-02
             8  2.744100e-02
             9  2.743585e-02
            10  2.772773e-02
            11  2.765648e-02
            12  2.711311e-02
            13  2.672759e-02
            14  2.627724e-02
            15  2.588213e-02
            16  2.602150e-02
            17  2.595380e-02
            18  2.601689e-02
            19  2.645319e-02
            20  2.604893e-02
            21  2.584863e-02
            22  2.550327e-02
            23  2.557925e-02
            24  2.583744e-02
            25  2.570635e-02
            26  2.585538e-02
            27  2.585412e-02
            28  2.589767e-02
            29  2.584828e-02
            30  2.582551e-02
            31  2.590963e-02
            32  2.581108e-02
            33  2.608768e-02
            34  2.607655e-02
            35  2.604960e-02
            36  2.602948e-02
            37  2.601391e-02
            38  2.613305e-02
            39  2.613552e-02
            40  2.617973e-02
            41  2.627945e-02
            42  2.640546e-02
            43  2.626868e-02
            44  2.633661e-02
            45  2.623775e-02
            46  2.609455e-02
            47  2.612624e-02
            48  2.615711e-02
            49  2.612909e-02
            50  2.600427e-02
            51  2.605281e-02
            52  2.614333e-02
            53  2.616003e-02
            54  2.609156e-02
            55  2.617149e-02
            56  2.614157e-02
            57  2.606330e-02
            58  2.594285e-02
            59  2.591254e-02
            60  2.599407e-02
            61  2.593259e-02
            62  2.592249e-02
            63  2.594768e-02
            64  2.588196e-02
            65  2.583662e-02
            66  2.589802e-02
            67  2.589875e-02
            68  2.583184e-02
            69  2.579471e-02
            70  2.582011e-02
            71  2.584203e-02
            72  2.576693e-02
            73  2.572689e-02
            74  2.573459e-02
            75  2.569632e-02
            76  2.575572e-02
            77  2.569694e-02
            78  2.578137e-02
            79  2.580672e-02
            80  2.582643e-02
            81  2.581106e-02
            82  2.574797e-02
            83  2.580159e-02
            84  2.576721e-02
            85  2.569183e-02
            86  2.560896e-02
            87  2.557582e-02
            88  2.555061e-02
            89  2.552590e-02
            90  2.550237e-02
            91  2.547745e-02
            92  2.543174e-02
            93  2.544872e-02
            94  2.542264e-02
            95  2.534389e-02
            96  2.532144e-02
            97  2.540588e-02
            98  2.540171e-02
            99  2.543809e-02
           100  2.542285e-02
