#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
             1  7.690759e+01  7.690759e+01  0.000000e+00
             2  8.220556e+01  7.955658e+01  1.873113e+00
             3  7.837365e+01  7.916227e+01  1.289577e+00
             4  7.298842e+01  7.761881e+01  1.649894e+00
             5  7.323011e+01  7.674107e+01  1.535746e+00
             6  8.311379e+01  7.780319e+01  1.605597e+00
             7  7.462210e+01  7.734875e+01  1.439101e+00
             8  7.971307e+01  7.764429e+01  1.289203e+00
             9  7.755431e+01  7.763429e+01  1.145997e+00
            10  7.462196e+01  7.733306e+01  1.070256e+00
            11  7.761658e+01  7.735883e+01  9.732703e-01
            12  8.387314e+01  7.790169e+01  1.032519e+00
            13  8.231311e+01  7.824103e+01  1.007315e+00
            14  8.480417e+01  7.870983e+01  1.038738e+00
            15  8.510765e+01  7.913635e+01  1.053424e+00
            16  7.576109e+01  7.892539e+01  1.008486e+00
            17  7.983653e+01  7.897899e+01  9.505861e-01
            18  7.761285e+01  7.890309e+01  9.008005e-01
            19  7.219460e+01  7.855002e+01  9.199878e-01
            20  8.565647e+01  7.890534e+01  9.401049e-01
            21  8.295403e+01  7.909813e+01  9.148934e-01
            22  8.674150e+01  7.944556e+01  9.369546e-01
            23  7.756631e+01  7.936385e+01  8.997730e-01
            24  7.296126e+01  7.909708e+01  9.009630e-01
            25  8.246371e+01  7.923174e+01  8.749307e-01
            26  7.545772e+01  7.908659e+01  8.532355e-01
            27  7.996151e+01  7.911899e+01  8.222493e-01
            28  7.775555e+01  7.907030e+01  7.943238e-01
            29  7.984679e+01  7.909707e+01  7.673845e-01
            30  8.076484e+01  7.915267e+01  7.438159e-01
            31  7.753988e+01  7.910064e+01  7.216390e-01
            32  8.233297e+01  7.920165e+01  7.061218e-01
            33  7.100294e+01  7.895321e+01  7.271189e-01
            34  8.022380e+01  7.899058e+01  7.066928e-01
            35  8.015233e+01  7.902377e+01  6.872806e-01
            36  8.015219e+01  7.905511e+01  6.689039e-01
            37  7.962530e+01  7.907052e+01  6.510029e-01
            38  7.474143e+01  7.895660e+01  6.437622e-01
            39  7.840734e+01  7.894252e+01  6.274095e-01
            40  7.720772e+01  7.889915e+01  6.132214e-01
            41  7.401088e+01  7.877992e+01  6.097450e-01
            42  7.315245e+01  7.864593e+01  6.097710e-01
            43  8.498093e+01  7.879326e+01  6.131295e-01
            44  7.398635e+01  7.868401e+01  6.088499e-01
            45  8.370457e+01  7.879558e+01  6.054557e-01
            46  8.574288e+01  7.894661e+01  6.108399e-01
            47  7.656839e+01  7.889601e+01  5.999355e-01
            48  7.737292e+01  7.886428e+01  5.882753e-01
            49  8.016746e+01  7.889087e+01  5.768706e-01
            50  8.473707e+01  7.900780e+01  5.770610e-01
            51  7.704147e+01  7.896924e+01  5.670326e-01
            52  7.514494e+01  7.889570e+01  5.608772e-01
            53  7.840991e+01  7.888653e+01  5.503695e-01
            54  8.210772e+01  7.894618e+01  5.434005e-01
            55  7.506927e+01  7.887569e+01  5.380730e-01
            56  7.976847e+01  7.889164e+01  5.287007e-01
            57  8.372981e+01  7.897652e+01  5.261947e-01
            58  8.500484e+01  7.908045e+01  5.272875e-01
            59  8.067230e+01  7.910743e+01  5.190402e-01
            60  7.380233e+01  7.901901e+01  5.178658e-01
            61  8.135910e+01  7.905738e+01  5.107951e-01
            62  8.026756e+01  7.907690e+01  5.029293e-01
            63  7.866723e+01  7.907039e+01  4.949884e-01
            64  8.333664e+01  7.913705e+01  4.917222e-01
            65  8.186506e+01  7.917902e+01  4.859450e-01
            66  7.455150e+01  7.910891e+01  4.836140e-01
            67  8.010471e+01  7.912377e+01  4.766242e-01
            68  8.405849e+01  7.919634e+01  4.751075e-01
            69  8.217815e+01  7.923956e+01  4.701831e-01
            70  7.679195e+01  7.920459e+01  4.647645e-01
            71  7.790778e+01  7.918632e+01  4.585773e-01
            72  8.484315e+01  7.926489e+01  4.588892e-01
            73  8.134355e+01  7.929337e+01  4.534856e-01
            74  7.856394e+01  7.928351e+01  4.474645e-01
            75  8.244027e+01  7.932560e+01  4.434735e-01
            76  7.505571e+01  7.926942e+01  4.411828e-01
            77  8.345826e+01  7.932382e+01  4.387943e-01
            78  7.387916e+01  7.925401e+01  4.386857e-01
            79  7.713094e+01  7.922714e+01  4.339552e-01
            80  7.902455e+01  7.922461e+01  4.285381e-01
            81  7.865788e+01  7.921761e+01  4.233046e-01
            82  8.460445e+01  7.928330e+01  4.232092e-01
            83  7.439959e+01  7.922446e+01  4.221808e-01
            84  8.072038e+01  7.924227e+01  4.175303e-01
            85  8.485199e+01  7.930827e+01  4.178014e-01
            86  8.699379e+01  7.939764e+01  4.223928e-01
            87  8.154532e+01  7.942232e+01  4.182584e-01
            88  8.196540e+01  7.945122e+01  4.145027e-01
            89  8.201066e+01  7.947998e+01  4.108417e-01
            90  8.236585e+01  7.951204e+01  4.075262e-01
            91  8.142285e+01  7.953304e+01  4.035885e-01
            92  8.253116e+01  7.956563e+01  4.005152e-01
            93  7.827863e+01  7.955179e+01  3.964475e-01
            94  8.111195e+01  7.956839e+01  3.925773e-01
            95  8.632333e+01  7.963949e+01  3.948317e-01
            96  8.201245e+01  7.966421e+01  3.914919e-01
            97  7.209647e+01  7.958619e+01  3.951533e-01
            98  8.036643e+01  7.959415e+01  3.912013e-01
            99  7.673476e+01  7.956527e+01  3.883145e-01
           100  8.043537e+01  7.957397e+01  3.845288e-01
