#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
             1  3.463921e-01  3.463921e-01  0.000000e+00
             2  3.083086e-01  3.273504e-01  1.346456e-02
             3  3.209370e-01  3.252126e-01  9.144506e-03
             4  3.854117e-01  3.402624e-01  1.472784e-02
             5  3.657129e-01  3.453525e-01  1.263128e-02
             6  2.961142e-01  3.371461e-01  1.291970e-02
             7  3.479356e-01  3.386875e-01  1.116560e-02
             8  3.309295e-01  3.377177e-01  9.811920e-03
             9  3.603633e-01  3.402339e-01  9.038577e-03
            10  3.408581e-01  3.402963e-01  8.134935e-03
            11  3.442475e-01  3.406555e-01  7.403321e-03
            12  3.035476e-01  3.375632e-01  7.404087e-03
            13  2.810537e-01  3.332163e-01  8.009548e-03
            14  2.920009e-01  3.302724e-01  7.960107e-03
            15  2.737388e-01  3.265035e-01  8.273701e-03
            16  3.463083e-01  3.277413e-01  7.848641e-03
            17  3.225350e-01  3.274350e-01  7.392928e-03
            18  3.174500e-01  3.268803e-01  7.002991e-03
            19  3.971267e-01  3.305775e-01  7.547526e-03
            20  2.543751e-01  3.267673e-01  8.074787e-03
            21  2.793572e-01  3.245097e-01  7.999655e-03
            22  2.608308e-01  3.216152e-01  8.142869e-03
            23  3.313890e-01  3.220402e-01  7.799911e-03
            24  3.514237e-01  3.232645e-01  7.570392e-03
            25  3.119785e-01  3.228130e-01  7.281024e-03
            26  3.551091e-01  3.240552e-01  7.106152e-03
            27  3.436375e-01  3.247805e-01  6.879873e-03
            28  3.255749e-01  3.248088e-01  6.634222e-03
            29  3.154930e-01  3.244876e-01  6.413228e-03
            30  3.264366e-01  3.245526e-01  6.199783e-03
            31  3.628884e-01  3.257892e-01  6.121881e-03
            32  2.935096e-01  3.247805e-01  6.013105e-03
            33  4.008378e-01  3.270852e-01  6.257018e-03
            34  3.319858e-01  3.272294e-01  6.074647e-03
            35  3.488454e-01  3.278470e-01  5.932398e-03
            36  3.396605e-01  3.281751e-01  5.776678e-03
            37  3.264676e-01  3.281290e-01  5.620736e-03
            38  3.716300e-01  3.292737e-01  5.588182e-03
            39  3.007545e-01  3.285425e-01  5.492533e-03
            40  3.527376e-01  3.291474e-01  5.388424e-03
            41  3.525639e-01  3.297185e-01  5.287180e-03
            42  3.728862e-01  3.307463e-01  5.260246e-03
            43  2.880566e-01  3.297535e-01  5.230761e-03
            44  3.523191e-01  3.302664e-01  5.136960e-03
            45  3.105879e-01  3.298291e-01  5.041384e-03
            46  2.719654e-01  3.285712e-01  5.086303e-03
            47  3.659566e-01  3.293666e-01  5.039898e-03
            48  3.228530e-01  3.292309e-01  4.936726e-03
            49  3.252035e-01  3.291487e-01  4.836661e-03
            50  2.787303e-01  3.281403e-01  4.843902e-03
            51  3.543471e-01  3.286542e-01  4.776102e-03
            52  3.584255e-01  3.292267e-01  4.718444e-03
            53  3.354015e-01  3.293432e-01  4.630855e-03
            54  2.948707e-01  3.287048e-01  4.588889e-03
            55  3.664345e-01  3.293908e-01  4.556441e-03
            56  3.015693e-01  3.288940e-01  4.502079e-03
            57  2.978160e-01  3.283488e-01  4.455988e-03
            58  2.551625e-01  3.270870e-01  4.554319e-03
            59  3.055127e-01  3.267213e-01  4.491783e-03
            60  3.766486e-01  3.275534e-01  4.493336e-03
            61  2.809579e-01  3.267896e-01  4.484132e-03
            62  3.213486e-01  3.267018e-01  4.412666e-03
            63  3.435912e-01  3.269699e-01  4.350760e-03
            64  2.818107e-01  3.262643e-01  4.339621e-03
            65  2.980989e-01  3.258310e-01  4.294436e-03
            66  3.493314e-01  3.261870e-01  4.244104e-03
            67  3.446078e-01  3.264620e-01  4.189655e-03
            68  2.865765e-01  3.258754e-01  4.168899e-03
            69  3.194948e-01  3.257829e-01  4.109506e-03
            70  3.477709e-01  3.260971e-01  4.062786e-03
            71  3.277002e-01  3.261196e-01  4.005626e-03
            72  2.714018e-01  3.253597e-01  4.021439e-03
            73  2.978037e-01  3.249822e-01  3.984028e-03
            74  3.281005e-01  3.250243e-01  3.930412e-03
            75  2.866366e-01  3.245125e-01  3.911192e-03
            76  3.601988e-01  3.249820e-01  3.887813e-03
            77  2.843879e-01  3.244549e-01  3.872901e-03
            78  3.894562e-01  3.252882e-01  3.911879e-03
            79  3.545925e-01  3.256591e-01  3.879909e-03
            80  3.765698e-01  3.262955e-01  3.883249e-03
            81  3.145222e-01  3.261502e-01  3.838027e-03
            82  2.756907e-01  3.255348e-01  3.840236e-03
            83  3.583188e-01  3.259298e-01  3.814227e-03
            84  3.053887e-01  3.256853e-01  3.776651e-03
            85  2.546394e-01  3.248494e-01  3.823593e-03
            86  2.645242e-01  3.241480e-01  3.842936e-03
            87  3.274637e-01  3.241861e-01  3.798954e-03
            88  3.154665e-01  3.240870e-01  3.757076e-03
            89  2.918463e-01  3.237247e-01  3.732285e-03
            90  3.192335e-01  3.236748e-01  3.691148e-03
            91  3.074294e-01  3.234963e-01  3.654901e-03
            92  2.776291e-01  3.229978e-01  3.649019e-03
            93  3.551092e-01  3.233431e-01  3.626081e-03
            94  3.056673e-01  3.231550e-01  3.592378e-03
            95  2.568042e-01  3.224566e-01  3.621822e-03
            96  3.053750e-01  3.222786e-01  3.588463e-03
            97  4.108695e-01  3.231920e-01  3.665850e-03
            98  3.051583e-01  3.230079e-01  3.633059e-03
            99  3.732032e-01  3.235150e-01  3.631569e-03
           100  3.166167e-01  3.234460e-01  3.595908e-03
