#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
             1  4.204570e-01  4.204570e-01  0.000000e+00
             2  4.154589e-01  4.179579e-01  1.767084e-03
             3  4.434343e-01  4.264501e-01  7.033164e-03
             4  4.136402e-01  4.232476e-01  5.959541e-03
             5  4.247626e-01  4.235506e-01  4.775330e-03
             6  4.144259e-01  4.220298e-01  4.214649e-03
             7  4.232921e-01  4.222102e-01  3.616412e-03
             8  4.095685e-01  4.206300e-01  3.492581e-03
             9  4.115506e-01  4.196211e-01  3.246946e-03
            10  4.277679e-01  4.204358e-01  3.022727e-03
            11  4.175323e-01  4.201719e-01  2.759434e-03
            12  4.276117e-01  4.207918e-01  2.598197e-03
            13  4.161755e-01  4.204367e-01  2.422480e-03
            14  4.366558e-01  4.215952e-01  2.511230e-03
            15  4.369529e-01  4.226191e-01  2.543980e-03
            16  4.166893e-01  4.222485e-01  2.411826e-03
            17  4.159672e-01  4.218790e-01  2.298082e-03
            18  4.288652e-01  4.222671e-01  2.202942e-03
            19  4.237787e-01  4.223467e-01  2.088434e-03
            20  4.208810e-01  4.222734e-01  1.985297e-03
            21  4.187077e-01  4.221036e-01  1.898006e-03
            22  4.351438e-01  4.226963e-01  1.902038e-03
            23  4.431693e-01  4.235865e-01  2.016900e-03
            24  4.337070e-01  4.240081e-01  1.976454e-03
            25  4.148556e-01  4.236420e-01  1.931005e-03
            26  4.277469e-01  4.237999e-01  1.863178e-03
            27  4.184121e-01  4.236004e-01  1.804826e-03
            28  4.183145e-01  4.234116e-01  1.750213e-03
            29  4.266547e-01  4.235234e-01  1.693430e-03
            30  4.201967e-01  4.234125e-01  1.640609e-03
            31  4.277829e-01  4.235535e-01  1.593732e-03
            32  4.169440e-01  4.233470e-01  1.557254e-03
            33  4.311950e-01  4.235848e-01  1.528117e-03
            34  4.222284e-01  4.235449e-01  1.483693e-03
            35  4.245395e-01  4.235733e-01  1.441574e-03
            36  4.307368e-01  4.237723e-01  1.415197e-03
            37  4.149637e-01  4.235342e-01  1.396829e-03
            38  4.373315e-01  4.238973e-01  1.406469e-03
            39  4.230297e-01  4.238751e-01  1.370582e-03
            40  4.239852e-01  4.238778e-01  1.336320e-03
            41  4.283644e-01  4.239872e-01  1.308199e-03
            42  4.247132e-01  4.240045e-01  1.277166e-03
            43  4.338077e-01  4.242325e-01  1.267649e-03
            44  4.293893e-01  4.243497e-01  1.244245e-03
            45  4.266649e-01  4.244012e-01  1.217658e-03
            46  4.250357e-01  4.244150e-01  1.191265e-03
            47  4.186028e-01  4.242913e-01  1.172320e-03
            48  4.296582e-01  4.244031e-01  1.153217e-03
            49  4.262347e-01  4.244405e-01  1.130287e-03
            50  4.071137e-01  4.240939e-01  1.159588e-03
            51  4.352937e-01  4.243135e-01  1.157458e-03
            52  4.189767e-01  4.242109e-01  1.139741e-03
            53  4.373951e-01  4.244597e-01  1.145061e-03
            54  4.191323e-01  4.243610e-01  1.128098e-03
            55  4.270796e-01  4.244104e-01  1.108670e-03
            56  4.335184e-01  4.245731e-01  1.100737e-03
            57  4.259823e-01  4.245978e-01  1.081704e-03
            58  4.316245e-01  4.247190e-01  1.069816e-03
            59  4.373457e-01  4.249330e-01  1.072877e-03
            60  4.298974e-01  4.250157e-01  1.058181e-03
            61  4.242733e-01  4.250035e-01  1.040904e-03
            62  4.226593e-01  4.249657e-01  1.024802e-03
            63  4.123811e-01  4.247660e-01  1.027819e-03
            64  4.227250e-01  4.247341e-01  1.012254e-03
            65  4.175665e-01  4.246238e-01  1.002669e-03
            66  4.281171e-01  4.246767e-01  9.888729e-04
            67  4.090653e-01  4.244437e-01  1.001189e-03
            68  4.415186e-01  4.246948e-01  1.017467e-03
            69  4.206424e-01  4.246361e-01  1.004415e-03
            70  4.291212e-01  4.247002e-01  9.921073e-04
            71  4.377916e-01  4.248846e-01  9.951209e-04
            72  3.981239e-01  4.245129e-01  1.048415e-03
            73  4.248223e-01  4.245171e-01  1.034061e-03
            74  4.169639e-01  4.244151e-01  1.025113e-03
            75  4.211477e-01  4.243715e-01  1.012370e-03
            76  4.094613e-01  4.241753e-01  1.017881e-03
            77  4.337724e-01  4.243000e-01  1.012264e-03
            78  4.265156e-01  4.243284e-01  9.996848e-04
            79  4.000218e-01  4.240207e-01  1.033294e-03
            80  4.219280e-01  4.239945e-01  1.020709e-03
            81  4.362456e-01  4.241458e-01  1.019252e-03
            82  4.290915e-01  4.242061e-01  1.008605e-03
            83  4.277361e-01  4.242486e-01  9.973494e-04
            84  4.263359e-01  4.242735e-01  9.857857e-04
            85  4.253434e-01  4.242860e-01  9.742686e-04
            86  4.370660e-01  4.244347e-01  9.742072e-04
            87  4.250978e-01  4.244423e-01  9.630392e-04
            88  4.322273e-01  4.245307e-01  9.561503e-04
            89  4.304959e-01  4.245978e-01  9.477533e-04
            90  4.231137e-01  4.245813e-01  9.373661e-04
            91  4.228680e-01  4.245624e-01  9.272544e-04
            92  4.208770e-01  4.245224e-01  9.180405e-04
            93  4.076746e-01  4.243412e-01  9.258709e-04
            94  4.292274e-01  4.243932e-01  9.174792e-04
            95  4.592122e-01  4.247597e-01  9.782944e-04
            96  4.248303e-01  4.247605e-01  9.681041e-04
            97  4.253335e-01  4.247664e-01  9.581417e-04
            98  4.304476e-01  4.248243e-01  9.501169e-04
            99  4.182555e-01  4.247580e-01  9.428337e-04
           100  4.134445e-01  4.246449e-01  9.401686e-04
