#   N_BLOCK:  ACCEPTANCE:
             1  2.278267e-01
             2  2.262687e-01
             3  2.271418e-01
             4  2.265190e-01
             5  2.268536e-01
             6  2.269727e-01
             7  2.269785e-01
             8  2.266512e-01
             9  2.266536e-01
            10  2.273323e-01
            11  2.273659e-01
            12  2.273804e-01
            13  2.272776e-01
            14  2.272236e-01
            15  2.272818e-01
            16  2.271740e-01
            17  2.271432e-01
            18  2.272987e-01
            19  2.273051e-01
            20  2.272159e-01
            21  2.272923e-01
            22  2.271979e-01
            23  2.272443e-01
            24  2.273087e-01
            25  2.273065e-01
            26  2.273509e-01
            27  2.273687e-01
            28  2.273292e-01
            29  2.272939e-01
            30  2.273564e-01
            31  2.274135e-01
            32  2.273678e-01
            33  2.272392e-01
            34  2.272538e-01
            35  2.271659e-01
            36  2.271925e-01
            37  2.271494e-01
            38  2.271746e-01
            39  2.272471e-01
            40  2.271933e-01
            41  2.272004e-01
            42  2.271051e-01
            43  2.270514e-01
            44  2.270625e-01
            45  2.270877e-01
            46  2.271282e-01
            47  2.271776e-01
            48  2.271974e-01
            49  2.272000e-01
            50  2.271910e-01
            51  2.271492e-01
            52  2.271696e-01
            53  2.271856e-01
            54  2.271586e-01
            55  2.272377e-01
            56  2.272840e-01
            57  2.273621e-01
            58  2.273031e-01
            59  2.273514e-01
            60  2.273601e-01
            61  2.273444e-01
            62  2.273768e-01
            63  2.273961e-01
            64  2.274284e-01
            65  2.274441e-01
            66  2.273782e-01
            67  2.273332e-01
            68  2.273447e-01
            69  2.273017e-01
            70  2.272560e-01
            71  2.272558e-01
            72  2.272218e-01
            73  2.272311e-01
            74  2.272161e-01
            75  2.271897e-01
            76  2.271891e-01
            77  2.272283e-01
            78  2.272801e-01
            79  2.272542e-01
            80  2.272937e-01
            81  2.272929e-01
            82  2.273007e-01
            83  2.272871e-01
            84  2.272992e-01
            85  2.272784e-01
            86  2.272508e-01
            87  2.272546e-01
            88  2.272518e-01
            89  2.272730e-01
            90  2.272681e-01
            91  2.272644e-01
            92  2.272526e-01
            93  2.272637e-01
            94  2.272368e-01
            95  2.272031e-01
            96  2.272107e-01
            97  2.271994e-01
            98  2.271942e-01
            99  2.271893e-01
           100  2.271889e-01
