#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
             1  3.459563e-01  3.459563e-01  0.000000e+00
             2  3.431459e-01  3.445511e-01  9.936470e-04
             3  3.481544e-01  3.457522e-01  1.183454e-03
             4  3.393302e-01  3.441467e-01  1.649558e-03
             5  3.423086e-01  3.437791e-01  1.359993e-03
             6  3.458737e-01  3.441282e-01  1.177285e-03
             7  3.563576e-01  3.458752e-01  1.906425e-03
             8  3.502881e-01  3.464268e-01  1.746103e-03
             9  3.394863e-01  3.456557e-01  1.713949e-03
            10  3.416468e-01  3.452548e-01  1.588746e-03
            11  3.564073e-01  3.462686e-01  1.737966e-03
            12  3.482472e-01  3.464335e-01  1.600937e-03
            13  3.356933e-01  3.456074e-01  1.677472e-03
            14  3.528470e-01  3.461245e-01  1.635417e-03
            15  3.489538e-01  3.463131e-01  1.537229e-03
            16  3.313728e-01  3.453793e-01  1.701278e-03
            17  3.415750e-01  3.451555e-01  1.615854e-03
            18  3.589349e-01  3.459211e-01  1.697762e-03
            19  3.467690e-01  3.459657e-01  1.608992e-03
            20  3.498864e-01  3.461617e-01  1.540438e-03
            21  3.471191e-01  3.462073e-01  1.467759e-03
            22  3.426693e-01  3.460465e-01  1.409825e-03
            23  3.520761e-01  3.463087e-01  1.372686e-03
            24  3.399808e-01  3.460450e-01  1.340573e-03
            25  3.526312e-01  3.463084e-01  1.312581e-03
            26  3.407395e-01  3.460943e-01  1.279454e-03
            27  3.493136e-01  3.462135e-01  1.237610e-03
            28  3.539090e-01  3.464883e-01  1.223547e-03
            29  3.457930e-01  3.464644e-01  1.181590e-03
            30  3.521564e-01  3.466541e-01  1.157337e-03
            31  3.488220e-01  3.467240e-01  1.122114e-03
            32  3.343796e-01  3.463383e-01  1.151450e-03
            33  3.522816e-01  3.465184e-01  1.130555e-03
            34  3.552422e-01  3.467749e-01  1.126043e-03
            35  3.505438e-01  3.468826e-01  1.099007e-03
            36  3.384412e-01  3.466481e-01  1.093208e-03
            37  3.460519e-01  3.466320e-01  1.063780e-03
            38  3.357293e-01  3.463451e-01  1.073781e-03
            39  3.433710e-01  3.462688e-01  1.048953e-03
            40  3.389969e-01  3.460870e-01  1.038364e-03
            41  3.426788e-01  3.460039e-01  1.016360e-03
            42  3.500672e-01  3.461007e-01  9.967546e-04
            43  3.465681e-01  3.461115e-01  9.736335e-04
            44  3.504033e-01  3.462091e-01  9.563790e-04
            45  3.510782e-01  3.463173e-01  9.412272e-04
            46  3.423053e-01  3.462301e-01  9.247979e-04
            47  3.420689e-01  3.461415e-01  9.093494e-04
            48  3.515068e-01  3.462533e-01  8.972481e-04
            49  3.429673e-01  3.461862e-01  8.814395e-04
            50  3.546896e-01  3.463563e-01  8.800645e-04
            51  3.514115e-01  3.464554e-01  8.683724e-04
            52  3.514995e-01  3.465524e-01  8.570736e-04
            53  3.413465e-01  3.464542e-01  8.465122e-04
            54  3.410053e-01  3.463533e-01  8.368285e-04
            55  3.532248e-01  3.464782e-01  8.308873e-04
            56  3.468924e-01  3.464856e-01  8.160830e-04
            57  3.491256e-01  3.465320e-01  8.030789e-04
            58  3.470377e-01  3.465407e-01  7.892800e-04
            59  3.491664e-01  3.465852e-01  7.771561e-04
            60  3.428874e-01  3.465235e-01  7.666432e-04
            61  3.506419e-01  3.465911e-01  7.570422e-04
            62  3.570065e-01  3.467590e-01  7.632434e-04
            63  3.466349e-01  3.467571e-01  7.511309e-04
            64  3.512968e-01  3.468280e-01  7.427363e-04
            65  3.404701e-01  3.467302e-01  7.377222e-04
            66  3.527284e-01  3.468211e-01  7.321212e-04
            67  3.404443e-01  3.467259e-01  7.273540e-04
            68  3.533783e-01  3.468237e-01  7.232068e-04
            69  3.423426e-01  3.467588e-01  7.156357e-04
            70  3.430077e-01  3.467052e-01  7.074158e-04
            71  3.510530e-01  3.467664e-01  7.000976e-04
            72  3.447813e-01  3.467389e-01  6.909167e-04
            73  3.532905e-01  3.468286e-01  6.872565e-04
            74  3.472314e-01  3.468341e-01  6.779908e-04
            75  3.447095e-01  3.468057e-01  6.695424e-04
            76  3.482489e-01  3.468247e-01  6.610019e-04
            77  3.510791e-01  3.468800e-01  6.547225e-04
            78  3.463370e-01  3.468730e-01  6.463657e-04
            79  3.478220e-01  3.468850e-01  6.382954e-04
            80  3.546689e-01  3.469823e-01  6.376894e-04
            81  3.493232e-01  3.470112e-01  6.304712e-04
            82  3.509252e-01  3.470590e-01  6.245868e-04
            83  3.505558e-01  3.471011e-01  6.184810e-04
            84  3.561484e-01  3.472088e-01  6.204256e-04
            85  3.467242e-01  3.472031e-01  6.131526e-04
            86  3.485837e-01  3.472191e-01  6.062331e-04
            87  3.422618e-01  3.471622e-01  6.019368e-04
            88  3.514882e-01  3.472113e-01  5.971006e-04
            89  3.448396e-01  3.471847e-01  5.909860e-04
            90  3.455563e-01  3.471666e-01  5.846964e-04
            91  3.550488e-01  3.472532e-01  5.846518e-04
            92  3.453788e-01  3.472328e-01  5.786518e-04
            93  3.519760e-01  3.472838e-01  5.746730e-04
            94  3.469195e-01  3.472800e-01  5.685725e-04
            95  3.478876e-01  3.472864e-01  5.626235e-04
            96  3.457541e-01  3.472704e-01  5.569892e-04
            97  3.439550e-01  3.472362e-01  5.522947e-04
            98  3.539909e-01  3.473051e-01  5.509432e-04
            99  3.374107e-01  3.472052e-01  5.543691e-04
           100  3.457477e-01  3.471906e-01  5.490169e-04
