#   N_BLOCK:  ACCEPTANCE:
             1  4.999333e-01
             2  4.998440e-01
             3  5.013956e-01
             4  5.010040e-01
             5  5.006256e-01
             6  5.005627e-01
             7  5.007966e-01
             8  5.007140e-01
             9  5.005276e-01
            10  5.004615e-01
            11  5.005118e-01
            12  5.004754e-01
            13  5.005356e-01
            14  5.004602e-01
            15  5.005407e-01
            16  5.005419e-01
            17  5.005728e-01
            18  5.006801e-01
            19  5.007131e-01
            20  5.007244e-01
            21  5.006907e-01
            22  5.006288e-01
            23  5.006614e-01
            24  5.006371e-01
            25  5.005320e-01
            26  5.004890e-01
            27  5.005075e-01
            28  5.005028e-01
            29  5.004599e-01
            30  5.004676e-01
            31  5.004797e-01
            32  5.004962e-01
            33  5.005228e-01
            34  5.005856e-01
            35  5.005827e-01
            36  5.006080e-01
            37  5.005915e-01
            38  5.005428e-01
            39  5.005603e-01
            40  5.006150e-01
            41  5.005866e-01
            42  5.005712e-01
            43  5.005914e-01
            44  5.005857e-01
            45  5.005647e-01
            46  5.005646e-01
            47  5.005422e-01
            48  5.004933e-01
            49  5.004748e-01
            50  5.004455e-01
            51  5.004447e-01
            52  5.004469e-01
            53  5.004474e-01
            54  5.004200e-01
            55  5.003931e-01
            56  5.003832e-01
            57  5.003632e-01
            58  5.003476e-01
            59  5.003515e-01
            60  5.003692e-01
            61  5.003801e-01
            62  5.003862e-01
            63  5.003945e-01
            64  5.004392e-01
            65  5.004299e-01
            66  5.004420e-01
            67  5.004327e-01
            68  5.004426e-01
            69  5.004309e-01
            70  5.004086e-01
            71  5.003946e-01
            72  5.003780e-01
            73  5.003787e-01
            74  5.003745e-01
            75  5.003980e-01
            76  5.003977e-01
            77  5.003847e-01
            78  5.003951e-01
            79  5.003885e-01
            80  5.004001e-01
            81  5.003940e-01
            82  5.003886e-01
            83  5.003952e-01
            84  5.003936e-01
            85  5.004034e-01
            86  5.003884e-01
            87  5.003739e-01
            88  5.003587e-01
            89  5.003591e-01
            90  5.003764e-01
            91  5.003705e-01
            92  5.003568e-01
            93  5.003576e-01
            94  5.003542e-01
            95  5.003680e-01
            96  5.003765e-01
            97  5.003501e-01
            98  5.003418e-01
            99  5.003438e-01
           100  5.003531e-01
