#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
             1  1.358640e-01  1.358640e-01  0.000000e+00
             2  1.272933e-01  1.315787e-01  3.030188e-03
             3  1.490773e-01  1.374116e-01  5.173262e-03
             4  1.331947e-01  1.363573e-01  3.985915e-03
             5  1.097413e-01  1.310341e-01  5.730373e-03
             6  1.073253e-01  1.270827e-01  5.984592e-03
             7  9.313067e-02  1.222324e-01  6.817465e-03
             8  1.448587e-01  1.250607e-01  6.525633e-03
             9  1.020907e-01  1.225084e-01  6.279857e-03
            10  1.814080e-01  1.283984e-01  7.947708e-03
            11  1.408960e-01  1.295345e-01  7.305946e-03
            12  1.290533e-01  1.294944e-01  6.697227e-03
            13  1.305307e-01  1.295742e-01  6.182530e-03
            14  1.113147e-01  1.282699e-01  5.876881e-03
            15  1.138293e-01  1.273072e-01  5.563382e-03
            16  1.346320e-01  1.277650e-01  5.234472e-03
            17  1.355680e-01  1.282240e-01  4.946645e-03
            18  1.524293e-01  1.295687e-01  4.851173e-03
            19  1.294080e-01  1.295603e-01  4.595855e-03
            20  9.582667e-02  1.278736e-01  4.665313e-03
            21  1.158987e-01  1.273034e-01  4.477870e-03
            22  1.212933e-01  1.270302e-01  4.282655e-03
            23  1.196613e-01  1.267098e-01  4.108419e-03
            24  1.233973e-01  1.265718e-01  3.939553e-03
            25  1.287920e-01  1.266606e-01  3.782971e-03
            26  1.324747e-01  1.268842e-01  3.644076e-03
            27  9.576000e-02  1.257315e-01  3.686932e-03
            28  1.231867e-01  1.256406e-01  3.556376e-03
            29  1.139627e-01  1.252379e-01  3.456465e-03
            30  1.099733e-01  1.247291e-01  3.378493e-03
            31  1.369973e-01  1.251248e-01  3.292606e-03
            32  1.430133e-01  1.256838e-01  3.236819e-03
            33  1.229973e-01  1.256024e-01  3.139757e-03
            34  8.010933e-02  1.242644e-01  3.320300e-03
            35  1.331307e-01  1.245177e-01  3.235083e-03
            36  1.311947e-01  1.247032e-01  3.150532e-03
            37  1.054827e-01  1.241837e-01  3.107914e-03
            38  1.299573e-01  1.243356e-01  3.029838e-03
            39  1.609973e-01  1.252757e-01  3.094546e-03
            40  1.095253e-01  1.248819e-01  3.042130e-03
            41  1.105173e-01  1.245316e-01  2.988039e-03
            42  1.487520e-01  1.251083e-01  2.972022e-03
            43  1.567253e-01  1.258435e-01  2.992478e-03
            44  9.539467e-02  1.251515e-01  3.003417e-03
            45  1.177307e-01  1.249866e-01  2.941198e-03
            46  8.902667e-02  1.242049e-01  2.979337e-03
            47  1.043520e-01  1.237825e-01  2.945738e-03
            48  1.290667e-01  1.238926e-01  2.886425e-03
            49  9.542933e-02  1.233117e-01  2.885377e-03
            50  8.824267e-02  1.226103e-01  2.911668e-03
            51  1.459920e-01  1.230688e-01  2.890445e-03
            52  1.198667e-01  1.230072e-01  2.835515e-03
            53  1.595307e-01  1.236963e-01  2.864531e-03
            54  1.382933e-01  1.239666e-01  2.824210e-03
            55  1.364827e-01  1.241942e-01  2.782013e-03
            56  1.208267e-01  1.241340e-01  2.732984e-03
            57  1.315787e-01  1.242647e-01  2.688156e-03
            58  1.321653e-01  1.244009e-01  2.645258e-03
            59  1.597333e-01  1.249997e-01  2.667349e-03
            60  1.720693e-01  1.257842e-01  2.735825e-03
            61  1.073333e-01  1.254817e-01  2.707645e-03
            62  1.389280e-01  1.256986e-01  2.672645e-03
            63  1.144027e-01  1.255193e-01  2.636229e-03
            64  1.252720e-01  1.255155e-01  2.595041e-03
            65  1.678773e-01  1.261672e-01  2.635684e-03
            66  9.923467e-02  1.257591e-01  2.627149e-03
            67  1.067227e-01  1.254750e-01  2.603257e-03
            68  1.589973e-01  1.259680e-01  2.611233e-03
            69  1.133227e-01  1.257847e-01  2.579812e-03
            70  1.250320e-01  1.257739e-01  2.542980e-03
            71  1.148827e-01  1.256205e-01  2.511786e-03
            72  1.292373e-01  1.256708e-01  2.477403e-03
            73  9.776533e-02  1.252885e-01  2.472782e-03
            74  1.169840e-01  1.251763e-01  2.441911e-03
            75  1.090000e-01  1.249606e-01  2.418859e-03
            76  8.717867e-02  1.244635e-01  2.437582e-03
            77  1.310053e-01  1.245484e-01  2.407405e-03
            78  1.092053e-01  1.243517e-01  2.384564e-03
            79  1.199493e-01  1.242960e-01  2.355031e-03
            80  1.000453e-01  1.239929e-01  2.345021e-03
            81  1.141147e-01  1.238709e-01  2.319239e-03
            82  1.094907e-01  1.236955e-01  2.297576e-03
            83  1.420773e-01  1.239170e-01  2.280543e-03
            84  9.472533e-02  1.235695e-01  2.279719e-03
            85  1.213013e-01  1.235428e-01  2.253055e-03
            86  1.332987e-01  1.236562e-01  2.229710e-03
            87  9.841867e-02  1.233662e-01  2.222872e-03
            88  1.036667e-01  1.231423e-01  2.208855e-03
            89  1.320560e-01  1.232425e-01  2.186306e-03
            90  1.512987e-01  1.235542e-01  2.184125e-03
            91  1.453973e-01  1.237942e-01  2.173273e-03
            92  1.386587e-01  1.239558e-01  2.155648e-03
            93  1.350027e-01  1.240746e-01  2.135740e-03
            94  1.123227e-01  1.239496e-01  2.116675e-03
            95  1.235733e-01  1.239456e-01  2.094398e-03
            96  1.278160e-01  1.239859e-01  2.072969e-03
            97  1.079307e-01  1.238204e-01  2.058196e-03
            98  1.323200e-01  1.239071e-01  2.039020e-03
            99  1.327013e-01  1.239960e-01  2.020358e-03
           100  1.275787e-01  1.240318e-01  2.000472e-03
