#   N_BLOCK:  ACCEPTANCE:
             1  4.812653e-01
             2  4.816600e-01
             3  4.820893e-01
             4  4.816977e-01
             5  4.816008e-01
             6  4.815029e-01
             7  4.819116e-01
             8  4.820408e-01
             9  4.819133e-01
            10  4.818584e-01
            11  4.819800e-01
            12  4.821459e-01
            13  4.821830e-01
            14  4.820591e-01
            15  4.820345e-01
            16  4.819651e-01
            17  4.819702e-01
            18  4.819813e-01
            19  4.820914e-01
            20  4.821066e-01
            21  4.820619e-01
            22  4.820121e-01
            23  4.820370e-01
            24  4.819541e-01
            25  4.819127e-01
            26  4.819443e-01
            27  4.819162e-01
            28  4.819042e-01
            29  4.818983e-01
            30  4.818984e-01
            31  4.819860e-01
            32  4.820261e-01
            33  4.820294e-01
            34  4.820906e-01
            35  4.820895e-01
            36  4.821634e-01
            37  4.821748e-01
            38  4.821373e-01
            39  4.821520e-01
            40  4.821665e-01
            41  4.821424e-01
            42  4.821427e-01
            43  4.821394e-01
            44  4.821315e-01
            45  4.821614e-01
            46  4.821634e-01
            47  4.821327e-01
            48  4.820754e-01
            49  4.820629e-01
            50  4.820638e-01
            51  4.820708e-01
            52  4.820755e-01
            53  4.820815e-01
            54  4.820496e-01
            55  4.820444e-01
            56  4.820769e-01
            57  4.820620e-01
            58  4.820602e-01
            59  4.820784e-01
            60  4.820741e-01
            61  4.820727e-01
            62  4.820860e-01
            63  4.820932e-01
            64  4.821481e-01
            65  4.821203e-01
            66  4.821338e-01
            67  4.820780e-01
            68  4.820638e-01
            69  4.820408e-01
            70  4.820472e-01
            71  4.820444e-01
            72  4.820460e-01
            73  4.820588e-01
            74  4.820430e-01
            75  4.820460e-01
            76  4.820487e-01
            77  4.820401e-01
            78  4.820559e-01
            79  4.820529e-01
            80  4.820706e-01
            81  4.820568e-01
            82  4.820244e-01
            83  4.820316e-01
            84  4.820313e-01
            85  4.820532e-01
            86  4.820589e-01
            87  4.820420e-01
            88  4.820495e-01
            89  4.820556e-01
            90  4.820624e-01
            91  4.820642e-01
            92  4.820721e-01
            93  4.820804e-01
            94  4.820784e-01
            95  4.820877e-01
            96  4.820946e-01
            97  4.820914e-01
            98  4.820977e-01
            99  4.820984e-01
           100  4.821143e-01
