#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
             1  4.180267e-02  4.180267e-02  0.000000e+00
             2  3.344800e-02  3.762533e-02  2.953821e-03
             3  3.525600e-02  3.683556e-02  2.072109e-03
             4  3.761333e-02  3.703000e-02  1.563178e-03
             5  3.470933e-02  3.656587e-02  1.317647e-03
             6  3.495733e-02  3.629778e-02  1.124981e-03
             7  3.993867e-02  3.681790e-02  1.077822e-03
             8  3.450400e-02  3.652867e-02  9.811362e-04
             9  3.542667e-02  3.640622e-02  8.797283e-04
            10  3.886400e-02  3.665200e-02  8.253743e-04
            11  3.734400e-02  3.671491e-02  7.527339e-04
            12  3.384267e-02  3.647556e-02  7.270656e-04
            13  3.124267e-02  3.607303e-02  7.745915e-04
            14  4.030400e-02  3.637524e-02  7.759823e-04
            15  3.034933e-02  3.597351e-02  8.216836e-04
            16  3.016267e-02  3.561033e-02  8.467941e-04
            17  3.969867e-02  3.585082e-02  8.304305e-04
            18  3.547733e-02  3.583007e-02  7.845547e-04
            19  3.161333e-02  3.560814e-02  7.740162e-04
            20  4.374667e-02  3.601507e-02  8.354629e-04
            21  3.181067e-02  3.581486e-02  8.193169e-04
            22  4.162667e-02  3.607903e-02  8.235636e-04
            23  3.686133e-02  3.611304e-02  7.884585e-04
            24  3.860000e-02  3.621667e-02  7.623850e-04
            25  2.970400e-02  3.595616e-02  7.751204e-04
            26  4.148267e-02  3.616872e-02  7.739039e-04
            27  2.202933e-02  3.564504e-02  9.052449e-04
            28  4.039200e-02  3.581457e-02  8.886482e-04
            29  3.320533e-02  3.572460e-02  8.625479e-04
            30  3.218133e-02  3.560649e-02  8.418438e-04
            31  3.660000e-02  3.563854e-02  8.152974e-04
            32  3.859200e-02  3.573083e-02  7.950264e-04
            33  3.740533e-02  3.578158e-02  7.725523e-04
            34  3.461600e-02  3.574729e-02  7.505904e-04
            35  2.982933e-02  3.557821e-02  7.479473e-04
            36  3.591467e-02  3.558756e-02  7.272293e-04
            37  3.291467e-02  3.551532e-02  7.111535e-04
            38  3.445333e-02  3.548737e-02  6.929878e-04
            39  3.749867e-02  3.553894e-02  6.771351e-04
            40  3.957067e-02  3.563973e-02  6.676663e-04
            41  3.744267e-02  3.568371e-02  6.528282e-04
            42  3.656000e-02  3.570457e-02  6.376180e-04
            43  4.033600e-02  3.581228e-02  6.318213e-04
            44  4.530667e-02  3.602806e-02  6.532706e-04
            45  3.311200e-02  3.596326e-02  6.419594e-04
            46  4.139733e-02  3.608139e-02  6.387805e-04
            47  3.470133e-02  3.605203e-02  6.258639e-04
            48  3.388800e-02  3.600694e-02  6.144467e-04
            49  3.393600e-02  3.596468e-02  6.033588e-04
            50  3.526667e-02  3.595072e-02  5.914531e-04
            51  4.559733e-02  3.613987e-02  6.093512e-04
            52  3.063467e-02  3.603400e-02  6.067602e-04
            53  2.545067e-02  3.583431e-02  6.273103e-04
            54  3.598133e-02  3.583704e-02  6.156993e-04
            55  3.694933e-02  3.585726e-02  6.048368e-04
            56  3.724000e-02  3.588195e-02  5.945400e-04
            57  2.920800e-02  3.576487e-02  5.955272e-04
            58  3.291200e-02  3.571568e-02  5.872873e-04
            59  4.490400e-02  3.587141e-02  5.976251e-04
            60  3.005867e-02  3.577453e-02  5.954653e-04
            61  3.785867e-02  3.580870e-02  5.866830e-04
            62  4.007467e-02  3.587751e-02  5.812411e-04
            63  1.959200e-02  3.561901e-02  6.268675e-04
            64  2.536533e-02  3.545879e-02  6.372174e-04
            65  4.174667e-02  3.555553e-02  6.347144e-04
            66  4.541333e-02  3.570489e-02  6.424309e-04
            67  3.922667e-02  3.575745e-02  6.349892e-04
            68  4.373600e-02  3.587478e-02  6.363989e-04
            69  3.170133e-02  3.581430e-02  6.300435e-04
            70  2.873867e-02  3.571322e-02  6.290990e-04
            71  3.582400e-02  3.571478e-02  6.202404e-04
            72  3.352000e-02  3.568430e-02  6.123745e-04
            73  3.930400e-02  3.573388e-02  6.059900e-04
            74  3.910933e-02  3.577950e-02  5.995152e-04
            75  3.778133e-02  3.580619e-02  5.921156e-04
            76  3.573067e-02  3.580519e-02  5.843254e-04
            77  3.436000e-02  3.578642e-02  5.770381e-04
            78  3.467200e-02  3.577214e-02  5.698170e-04
            79  3.897067e-02  3.581262e-02  5.640407e-04
            80  3.359467e-02  3.578490e-02  5.576712e-04
            81  2.867200e-02  3.569709e-02  5.576573e-04
            82  2.914133e-02  3.561714e-02  5.565579e-04
            83  3.793600e-02  3.564508e-02  5.505532e-04
            84  3.314667e-02  3.561533e-02  5.448018e-04
            85  3.805867e-02  3.564408e-02  5.391502e-04
            86  3.237867e-02  3.560611e-02  5.342163e-04
            87  3.901600e-02  3.564530e-02  5.295117e-04
            88  4.015467e-02  3.569655e-02  5.259682e-04
            89  3.330667e-02  3.566969e-02  5.207435e-04
            90  4.231733e-02  3.574356e-02  5.201694e-04
            91  2.975733e-02  3.567777e-02  5.185961e-04
            92  3.836533e-02  3.570699e-02  5.137814e-04
            93  2.490133e-02  3.559080e-02  5.212292e-04
            94  3.088800e-02  3.554077e-02  5.180797e-04
            95  4.333333e-02  3.562279e-02  5.190792e-04
            96  3.902933e-02  3.565828e-02  5.148836e-04
            97  4.239200e-02  3.572770e-02  5.142341e-04
            98  3.337600e-02  3.570370e-02  5.095464e-04
            99  3.210400e-02  3.566734e-02  5.056951e-04
           100  3.431733e-02  3.565384e-02  5.008183e-04
