#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
             1 -1.004533e-02 -1.004533e-02  0.000000e+00
             2 -1.271733e-02 -1.138133e-02  9.446947e-04
             3  1.177067e-02 -3.664000e-03  6.332572e-03
             4  2.098667e-03 -2.223333e-03  4.910572e-03
             5 -4.293333e-04 -1.864533e-03  3.941544e-03
             6  7.424000e-03 -3.164444e-04  3.575734e-03
             7 -6.666667e-03 -1.223619e-03  3.177909e-03
             8 -4.864000e-03 -1.678667e-03  2.813061e-03
             9  1.050933e-02 -3.244444e-04  2.807604e-03
            10 -1.689333e-02 -1.981333e-03  2.975852e-03
            11 -5.680000e-04 -1.852848e-03  2.708092e-03
            12  2.893333e-03 -1.457333e-03  2.511134e-03
            13  5.784000e-03 -9.003077e-04  2.378948e-03
            14  1.106400e-02 -4.571429e-05  2.357530e-03
            15 -9.018667e-03 -6.439111e-04  2.274989e-03
            16  4.730667e-03 -3.080000e-04  2.157459e-03
            17  1.166933e-02  3.965490e-04  2.142503e-03
            18  3.178667e-03  5.511111e-04  2.029043e-03
            19 -1.662400e-02 -3.528421e-04  2.114042e-03
            20 -1.128000e-03 -3.916000e-04  2.008695e-03
            21  7.728000e-03 -4.952381e-06  1.949900e-03
            22 -1.562667e-03 -7.575758e-05  1.862554e-03
            23 -9.861333e-03 -5.012174e-04  1.829521e-03
            24  6.810667e-03 -1.965556e-04  1.778477e-03
            25  1.001067e-02  2.117333e-04  1.753578e-03
            26 -7.832000e-03 -9.764103e-05  1.713206e-03
            27  4.621333e-03  7.713580e-05  1.658645e-03
            28  5.616000e-03  2.749524e-04  1.611161e-03
            29  3.936000e-03  4.011954e-04  1.560541e-03
            30  1.051467e-02  7.383111e-04  1.544507e-03
            31  1.063200e-02  1.057462e-03  1.527302e-03
            32 -2.138133e-02  3.562500e-04  1.632628e-03
            33 -4.701333e-03  2.029899e-04  1.590331e-03
            34 -2.738667e-03  1.164706e-04  1.545908e-03
            35  6.453333e-03  2.975238e-04  1.512305e-03
            36 -7.229333e-03  8.844444e-05  1.484679e-03
            37 -3.040000e-03  3.891892e-06  1.446958e-03
            38  9.738667e-03  2.600702e-04  1.431378e-03
            39  8.253333e-03  4.650256e-04  1.409273e-03
            40  6.562667e-03  6.174667e-04  1.382262e-03
            41  4.949333e-03  7.231220e-04  1.352580e-03
            42 -1.371733e-02  3.793016e-04  1.363374e-03
            43 -2.192000e-03  3.195039e-04  1.332979e-03
            44  1.553867e-02  6.653939e-04  1.346813e-03
            45 -1.013600e-02  4.253630e-04  1.338102e-03
            46 -1.358667e-02  1.207536e-04  1.343237e-03
            47  2.632000e-03  1.741844e-04  1.315720e-03
            48 -2.307467e-02 -3.101667e-04  1.374572e-03
            49 -3.402667e-03 -3.732789e-04  1.347968e-03
