#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
             1  1.011947e-01  1.011947e-01  0.000000e+00
             2  9.606400e-02  9.862933e-02  1.813965e-03
             3  1.150853e-01  1.041147e-01  4.639147e-03
             4  8.681600e-02  9.979000e-02  5.112045e-03
             5  7.262400e-02  9.435680e-02  6.351445e-03
             6  8.155200e-02  9.222267e-02  5.640028e-03
             7  8.037333e-02  9.052990e-02  5.081992e-03
             8  7.974667e-02  8.918200e-02  4.622041e-03
             9  6.792533e-02  8.682015e-02  4.673130e-03
            10  1.181013e-01  8.994827e-02  5.147379e-03
            11  9.562133e-02  9.046400e-02  4.705201e-03
            12  8.755733e-02  9.022178e-02  4.319331e-03
            13  8.264533e-02  8.963897e-02  4.026202e-03
            14  7.660267e-02  8.870781e-02  3.844786e-03
            15  7.786667e-02  8.798507e-02  3.655767e-03
            16  1.039253e-01  8.898133e-02  3.560445e-03
            17  8.337867e-02  8.865176e-02  3.366226e-03
            18  1.213787e-01  9.046993e-02  3.637232e-03
            19  8.488800e-02  9.017614e-02  3.457643e-03
            20  6.965867e-02  8.915027e-02  3.433577e-03
            21  8.406133e-02  8.890794e-02  3.278614e-03
            22  8.692800e-02  8.881794e-02  3.130821e-03
            23  9.337067e-02  8.901588e-02  3.000949e-03
            24  7.497067e-02  8.843067e-02  2.932416e-03
            25  8.756267e-02  8.839595e-02  2.815325e-03
            26  9.850400e-02  8.878472e-02  2.733754e-03
            27  7.430667e-02  8.824849e-02  2.684579e-03
            28  6.891733e-02  8.755810e-02  2.676005e-03
            29  7.247200e-02  8.703789e-02  2.633807e-03
            30  8.087733e-02  8.683253e-02  2.554007e-03
            31  1.068213e-01  8.747733e-02  2.551717e-03
            32  7.917333e-02  8.721783e-02  2.485136e-03
            33  7.977600e-02  8.699232e-02  2.420039e-03
            34  5.144000e-02  8.594667e-02  2.564837e-03
            35  8.062667e-02  8.579467e-02  2.496055e-03
            36  9.331200e-02  8.600348e-02  2.435439e-03
            37  7.112267e-02  8.560130e-02  2.402595e-03
            38  9.351733e-02  8.580961e-02  2.348383e-03
            39  1.141227e-01  8.653559e-02  2.397757e-03
            40  7.663200e-02  8.628800e-02  2.350561e-03
            41  5.826933e-02  8.560462e-02  2.390508e-03
            42  9.083733e-02  8.572921e-02  2.336835e-03
            43  1.056133e-01  8.619163e-02  2.327793e-03
            44  7.743467e-02  8.599261e-02  2.283381e-03
            45  8.308800e-02  8.592806e-02  2.233551e-03
            46  6.729867e-02  8.552307e-02  2.221409e-03
            47  7.449067e-02  8.528834e-02  2.186511e-03
            48  9.794400e-02  8.555200e-02  2.156797e-03
            49  6.576267e-02  8.514814e-02  2.150260e-03
            50  7.537333e-02  8.495264e-02  2.116124e-03
            51  1.003147e-01  8.525386e-02  2.095959e-03
            52  7.863733e-02  8.512662e-02  2.059511e-03
            53  1.095733e-01  8.558787e-02  2.071662e-03
            54  8.973067e-02  8.566459e-02  2.034717e-03
            55  9.118667e-02  8.576499e-02  2.000198e-03
            56  8.346400e-02  8.572390e-02  1.964902e-03
            57  8.570133e-02  8.572351e-02  1.930430e-03
            58  9.260000e-02  8.584207e-02  1.900784e-03
            59  1.071200e-01  8.620271e-02  1.902473e-03
            60  9.552000e-02  8.635800e-02  1.877092e-03
            61  8.535200e-02  8.634151e-02  1.846393e-03
            62  8.186133e-02  8.626925e-02  1.818026e-03
            63  7.739467e-02  8.612838e-02  1.794617e-03
            64  9.651467e-02  8.629067e-02  1.773899e-03
            65  9.880533e-02  8.648320e-02  1.757025e-03
            66  7.569333e-02  8.631972e-02  1.737993e-03
            67  7.520533e-02  8.615383e-02  1.719951e-03
            68  8.509867e-02  8.613831e-02  1.694728e-03
            69  7.480267e-02  8.597403e-02  1.678110e-03
            70  7.492267e-02  8.581615e-02  1.661547e-03
            71  8.479200e-02  8.580173e-02  1.638208e-03
            72  9.370133e-02  8.591144e-02  1.619125e-03
            73  5.284800e-02  8.545852e-02  1.659085e-03
            74  7.052800e-02  8.525676e-02  1.648888e-03
            75  8.490933e-02  8.525212e-02  1.626909e-03
            76  7.262667e-02  8.508600e-02  1.613962e-03
            77  7.956267e-02  8.501427e-02  1.594594e-03
            78  7.455733e-02  8.488021e-02  1.579776e-03
            79  7.752533e-02  8.478711e-02  1.562520e-03
            80  7.633600e-02  8.468147e-02  1.546555e-03
            81  7.095200e-02  8.451197e-02  1.536723e-03
            82  7.811200e-02  8.443392e-02  1.519963e-03
            83  9.191200e-02  8.452402e-02  1.504318e-03
            84  7.976533e-02  8.446737e-02  1.487476e-03
            85  1.008053e-01  8.465958e-02  1.482343e-03
            86  9.335467e-02  8.476068e-02  1.468550e-03
            87  7.583200e-02  8.465805e-02  1.455252e-03
            88  6.720533e-02  8.445973e-02  1.452166e-03
            89  8.208800e-02  8.443308e-02  1.436094e-03
            90  9.862667e-02  8.459079e-02  1.428771e-03
            91  9.486667e-02  8.470371e-02  1.417525e-03
            92  8.712533e-02  8.473003e-02  1.402362e-03
            93  8.367733e-02  8.471871e-02  1.387328e-03
            94  7.721067e-02  8.463884e-02  1.374867e-03
            95  7.710133e-02  8.455949e-02  1.362682e-03
            96  7.292267e-02  8.443828e-02  1.353868e-03
            97  8.902667e-02  8.448558e-02  1.340737e-03
            98  8.904267e-02  8.453208e-02  1.327862e-03
            99  8.974133e-02  8.458470e-02  1.315491e-03
           100  7.241333e-02  8.446299e-02  1.307955e-03
