#   N_BLOCK:  ACCEPTANCE:
             1  2.610960e-01
             2  2.602507e-01
             3  2.610107e-01
             4  2.601287e-01
             5  2.602909e-01
             6  2.602071e-01
             7  2.602017e-01
             8  2.601463e-01
             9  2.599594e-01
            10  2.603116e-01
            11  2.605061e-01
            12  2.605547e-01
            13  2.605782e-01
            14  2.604261e-01
            15  2.603641e-01
            16  2.602561e-01
            17  2.601986e-01
            18  2.603256e-01
            19  2.603241e-01
            20  2.603641e-01
            21  2.603858e-01
            22  2.603187e-01
            23  2.603674e-01
            24  2.603910e-01
            25  2.602817e-01
            26  2.602893e-01
            27  2.602713e-01
            28  2.600889e-01
            29  2.599670e-01
            30  2.600154e-01
            31  2.600839e-01
            32  2.601506e-01
            33  2.600459e-01
            34  2.599635e-01
            35  2.599443e-01
            36  2.600061e-01
            37  2.599404e-01
            38  2.599489e-01
            39  2.599824e-01
            40  2.599801e-01
            41  2.599672e-01
            42  2.599396e-01
            43  2.599158e-01
            44  2.598873e-01
            45  2.598829e-01
            46  2.598897e-01
            47  2.599020e-01
            48  2.599286e-01
            49  2.599301e-01
            50  2.598982e-01
            51  2.598820e-01
            52  2.599226e-01
            53  2.599420e-01
            54  2.599535e-01
            55  2.599860e-01
            56  2.599885e-01
            57  2.600007e-01
            58  2.599977e-01
            59  2.600254e-01
            60  2.600092e-01
            61  2.600359e-01
            62  2.600684e-01
            63  2.600491e-01
            64  2.600908e-01
            65  2.601045e-01
            66  2.600458e-01
            67  2.600333e-01
            68  2.600556e-01
            69  2.600489e-01
            70  2.600270e-01
            71  2.600089e-01
            72  2.599701e-01
            73  2.599533e-01
            74  2.599716e-01
            75  2.599467e-01
            76  2.599692e-01
            77  2.600130e-01
            78  2.600227e-01
            79  2.599931e-01
            80  2.600196e-01
            81  2.600377e-01
            82  2.600317e-01
            83  2.600537e-01
            84  2.600700e-01
            85  2.600896e-01
            86  2.600651e-01
            87  2.600804e-01
            88  2.601009e-01
            89  2.601088e-01
            90  2.600896e-01
            91  2.600772e-01
            92  2.600859e-01
            93  2.600645e-01
            94  2.600439e-01
            95  2.600362e-01
            96  2.600769e-01
            97  2.600675e-01
            98  2.600705e-01
            99  2.600695e-01
           100  2.600878e-01
