#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
             1  3.680000e-04  3.680000e-04  0.000000e+00
             2  1.882667e-03  1.125333e-03  5.355155e-04
             3  2.402667e-03  1.551111e-03  4.983114e-04
             4 -4.269333e-03  9.600000e-05  1.314415e-03
             5  1.621600e-02  3.320000e-03  3.069375e-03
             6  9.098667e-03  4.283111e-03  2.704698e-03
             7 -3.194667e-03  3.214857e-03  2.520459e-03
             8  1.253333e-04  2.828667e-03  2.234792e-03
             9  1.910400e-02  4.637037e-03  2.617816e-03
            10 -8.485333e-03  3.324800e-03  2.664708e-03
            11 -1.146400e-02  1.980364e-03  2.740713e-03
            12 -9.805333e-03  9.982222e-04  2.682531e-03
            13 -1.097600e-02  7.712821e-05  2.629569e-03
            14  8.709333e-03  6.937143e-04  2.512992e-03
            15 -2.003467e-02 -6.881778e-04  2.698795e-03
            16  3.920000e-04 -6.206667e-04  2.530965e-03
            17  5.418667e-03 -2.654118e-04  2.406888e-03
            18 -4.989333e-03 -5.278519e-04  2.287435e-03
            19 -7.069333e-03 -8.721404e-04  2.192800e-03
            20 -6.213333e-04 -8.596000e-04  2.083196e-03
            21 -4.773333e-04 -8.413968e-04  1.984076e-03
            22  1.408533e-02 -1.629091e-04  2.006550e-03
            23 -6.453333e-03 -4.364058e-04  1.937858e-03
            24  1.288000e-03 -3.645556e-04  1.858446e-03
            25  5.653333e-03 -1.238400e-04  1.799630e-03
            26  6.789333e-03  1.420513e-04  1.749945e-03
            27  1.237333e-02  5.950617e-04  1.742782e-03
            28  1.358400e-02  1.058952e-03  1.741184e-03
            29  3.114667e-03  1.129839e-03  1.682586e-03
            30 -3.074667e-03  9.896889e-04  1.632326e-03
            31 -1.349333e-03  9.142366e-04  1.581413e-03
            32 -4.560000e-03  7.431667e-04  1.541219e-03
            33 -1.090667e-02  3.901414e-04  1.534414e-03
            34 -1.959200e-02 -1.975686e-04  1.597877e-03
            35  1.201067e-02  1.512381e-04  1.589839e-03
            36 -8.016000e-03 -7.562963e-05  1.561780e-03
            37 -1.509333e-03 -1.143784e-04  1.520050e-03
            38  1.241333e-02  2.152982e-04  1.515378e-03
            39  1.377067e-02  5.628718e-04  1.515859e-03
            40  7.794667e-03  7.436667e-04  1.488705e-03
            41 -1.125333e-02  4.510569e-04  1.480873e-03
            42  2.117333e-03  4.907302e-04  1.446145e-03
            43 -4.429333e-03  3.763101e-04  1.417033e-03
            44 -1.257600e-02  8.193939e-05  1.415073e-03
            45  3.736000e-03  1.631407e-04  1.385955e-03
            46 -6.248000e-03  2.376812e-05  1.362815e-03
            47 -1.383467e-02 -2.710922e-04  1.365345e-03
            48  3.733333e-03 -1.876667e-04  1.339447e-03
            49 -2.896000e-03 -2.429388e-04  1.313251e-03
            50  1.105867e-02 -1.690667e-05  1.306293e-03
            51  2.424000e-03  3.095425e-05  1.281556e-03
            52 -1.101333e-02 -1.814359e-04  1.274388e-03
            53 -1.023200e-02 -3.710692e-04  1.264374e-03
            54  4.205333e-03 -2.863210e-04  1.243796e-03
            55  3.413333e-04 -2.749091e-04  1.221234e-03
            56  1.515200e-02  5.714286e-07  1.230105e-03
            57 -1.026667e-02 -1.795556e-04  1.221641e-03
            58  1.392000e-03 -1.524598e-04  1.200879e-03
            59 -2.816000e-03 -1.976045e-04  1.181373e-03
            60 -2.013333e-03 -2.278667e-04  1.162071e-03
            61 -4.088000e-03 -2.911475e-04  1.144743e-03
            62  2.672000e-03 -2.433548e-04  1.127276e-03
            63 -2.824000e-03 -2.843175e-04  1.110127e-03
            64  4.653333e-03 -2.071667e-04  1.095459e-03
            65 -1.109333e-02 -3.746462e-04  1.091333e-03
            66 -9.333333e-05 -3.703838e-04  1.074806e-03
            67 -9.962667e-03 -5.135522e-04  1.068257e-03
            68  7.570667e-03 -3.946667e-04  1.059142e-03
            69  2.202667e-03 -3.570242e-04  1.044461e-03
            70  2.709333e-03 -3.132190e-04  1.030458e-03
            71 -2.132267e-02 -6.091268e-04  1.057578e-03
            72  2.269333e-03 -5.691481e-04  1.043645e-03
            73  5.789333e-03 -4.820457e-04  1.032977e-03
            74 -6.101333e-03 -5.579820e-04  1.021805e-03
            75  1.398133e-02 -3.641244e-04  1.026406e-03
            76 -6.546667e-03 -4.454737e-04  1.016119e-03
            77  6.312000e-03 -3.577143e-04  1.006705e-03
            78 -9.856000e-03 -4.794872e-04  1.001137e-03
            79  1.012000e-02 -3.453165e-04  9.974141e-04
            80  1.760533e-02 -1.209333e-04  1.009870e-03
            81  4.202667e-03 -6.755556e-05  9.988123e-04
            82  1.384800e-02  1.021463e-04  1.000944e-03
            83 -1.557600e-02 -8.674699e-05  1.006551e-03
            84 -1.003467e-02 -2.051746e-04  1.001510e-03
            85  9.333333e-05 -2.016627e-04  9.897341e-04
            86  1.730667e-03 -1.791938e-04  9.784806e-04
            87 -1.617600e-02 -3.630651e-04  9.843582e-04
            88  1.593600e-02 -1.778485e-04  9.904442e-04
            89  7.520000e-03 -9.135581e-05  9.830850e-04
            90  3.834667e-03 -4.773333e-05  9.731292e-04
            91  6.000000e-04 -4.061538e-05  9.624615e-04
            92  4.832000e-03  1.234783e-05  9.534561e-04
            93 -4.437333e-03 -3.549821e-05  9.444036e-04
            94 -6.096000e-03 -9.997163e-05  9.365549e-04
            95  1.689600e-02  7.893333e-05  9.436294e-04
            96  7.925333e-03  1.606667e-04  9.373329e-04
            97 -7.922667e-03  7.733333e-05  9.313667e-04
            98  2.506667e-03  1.021224e-04  9.221928e-04
            99 -4.240000e-04  9.680808e-05  9.128930e-04
           100 -9.384000e-03  2.000000e-06  9.086739e-04
