#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
             1  3.225565e-01  3.225565e-01  0.000000e+00
             2  3.237783e-01  3.231674e-01  4.319630e-04
             3  3.265001e-01  3.242783e-01  9.516548e-04
             4  3.196577e-01  3.231232e-01  1.228902e-03
             5  3.181028e-01  3.221191e-01  1.331564e-03
             6  3.269249e-01  3.229201e-01  1.328881e-03
             7  3.256236e-01  3.233063e-01  1.193848e-03
             8  3.236539e-01  3.233497e-01  1.045408e-03
             9  3.288726e-01  3.239634e-01  1.094640e-03
            10  3.245411e-01  3.240212e-01  9.866998e-04
            11  3.337937e-01  3.249096e-01  1.233746e-03
            12  3.220535e-01  3.246716e-01  1.153663e-03
            13  3.248234e-01  3.246832e-01  1.064979e-03
            14  3.286623e-01  3.249675e-01  1.026134e-03
            15  3.276593e-01  3.251469e-01  9.732904e-04
            16  3.221926e-01  3.249623e-01  9.298097e-04
            17  3.230409e-01  3.248492e-01  8.819577e-04
            18  3.321538e-01  3.252551e-01  9.216040e-04
            19  3.201090e-01  3.249842e-01  9.120290e-04
            20  3.198995e-01  3.247300e-01  9.011663e-04
            21  3.235077e-01  3.246718e-01  8.601312e-04
            22  3.221948e-01  3.245592e-01  8.283707e-04
            23  3.229262e-01  3.244882e-01  7.953914e-04
            24  3.243253e-01  3.244814e-01  7.622790e-04
            25  3.204557e-01  3.243204e-01  7.486030e-04
            26  3.271697e-01  3.244300e-01  7.277881e-04
            27  3.334399e-01  3.247637e-01  7.735632e-04
            28  3.269323e-01  3.248411e-01  7.498032e-04
            29  3.294617e-01  3.250004e-01  7.406830e-04
            30  3.271800e-01  3.250731e-01  7.195479e-04
            31  3.262000e-01  3.251094e-01  6.972543e-04
            32  3.319863e-01  3.253243e-01  7.078081e-04
            33  3.284527e-01  3.254191e-01  6.926787e-04
            34  3.274081e-01  3.254776e-01  6.747714e-04
            35  3.259171e-01  3.254902e-01  6.556090e-04
            36  3.246292e-01  3.254663e-01  6.378338e-04
            37  3.292070e-01  3.255674e-01  6.285564e-04
            38  3.344168e-01  3.258003e-01  6.537339e-04
            39  3.280439e-01  3.258578e-01  6.394979e-04
            40  3.366452e-01  3.261275e-01  6.779947e-04
            41  3.252989e-01  3.261073e-01  6.617593e-04
            42  3.174929e-01  3.259022e-01  6.770423e-04
            43  3.258538e-01  3.259010e-01  6.612980e-04
            44  3.369894e-01  3.261530e-01  6.926235e-04
            45  3.242280e-01  3.261103e-01  6.785517e-04
            46  3.314393e-01  3.262261e-01  6.736175e-04
            47  3.241889e-01  3.261828e-01  6.606782e-04
            48  3.305329e-01  3.262734e-01  6.531005e-04
            49  3.277265e-01  3.263031e-01  6.404449e-04
            50  3.298966e-01  3.263749e-01  6.316558e-04
            51  3.235020e-01  3.263186e-01  6.217772e-04
            52  3.331395e-01  3.264498e-01  6.235024e-04
            53  3.317224e-01  3.265492e-01  6.196239e-04
            54  3.225006e-01  3.264743e-01  6.126687e-04
            55  3.285296e-01  3.265116e-01  6.026678e-04
            56  3.195101e-01  3.263866e-01  6.047357e-04
            57  3.256032e-01  3.263729e-01  5.942825e-04
            58  3.275399e-01  3.263930e-01  5.843768e-04
            59  3.294104e-01  3.264441e-01  5.767056e-04
            60  3.228948e-01  3.263850e-01  5.701196e-04
            61  3.229099e-01  3.263280e-01  5.636125e-04
            62  3.253521e-01  3.263123e-01  5.547418e-04
            63  3.293398e-01  3.263603e-01  5.480139e-04
            64  3.286546e-01  3.263962e-01  5.406224e-04
            65  3.300510e-01  3.264524e-01  5.352212e-04
            66  3.264512e-01  3.264524e-01  5.271118e-04
            67  3.218019e-01  3.263830e-01  5.237945e-04
            68  3.295679e-01  3.264298e-01  5.181814e-04
            69  3.211021e-01  3.263526e-01  5.163921e-04
            70  3.285809e-01  3.263844e-01  5.099953e-04
            71  3.130244e-01  3.261963e-01  5.364037e-04
            72  3.307388e-01  3.262594e-01  5.326511e-04
            73  3.220762e-01  3.262020e-01  5.284279e-04
            74  3.285644e-01  3.262340e-01  5.222504e-04
            75  3.316294e-01  3.263059e-01  5.202183e-04
            76  3.237975e-01  3.262729e-01  5.144193e-04
            77  3.231754e-01  3.262327e-01  5.093089e-04
            78  3.265375e-01  3.262366e-01  5.027943e-04
            79  3.302427e-01  3.262873e-01  4.989805e-04
            80  3.326508e-01  3.263668e-01  4.990432e-04
            81  3.331909e-01  3.264511e-01  4.999428e-04
            82  3.236732e-01  3.264172e-01  4.949923e-04
            83  3.254590e-01  3.264057e-01  4.891632e-04
            84  3.167757e-01  3.262910e-01  4.965923e-04
            85  3.338613e-01  3.263801e-01  4.986725e-04
            86  3.313069e-01  3.264374e-01  4.961537e-04
            87  3.213412e-01  3.263788e-01  4.938966e-04
            88  3.304094e-01  3.264246e-01  4.904033e-04
            89  3.244909e-01  3.264029e-01  4.853742e-04
            90  3.226390e-01  3.263611e-01  4.817795e-04
            91  3.224760e-01  3.263184e-01  4.783731e-04
            92  3.235714e-01  3.262885e-01  4.741042e-04
            93  3.176741e-01  3.261959e-01  4.779692e-04
            94  3.300165e-01  3.262365e-01  4.746094e-04
            95  3.273466e-01  3.262482e-01  4.697574e-04
            96  3.254978e-01  3.262404e-01  4.649291e-04
            97  3.295850e-01  3.262749e-01  4.614128e-04
            98  3.339988e-01  3.263537e-01  4.633870e-04
            99  3.247632e-01  3.263376e-01  4.589847e-04
           100  3.169742e-01  3.262440e-01  4.638474e-04
