#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
             1  3.213711e+00  3.213711e+00  0.000000e+00
             2  3.151102e+00  3.182407e+00  2.213576e-02
             3  3.046154e+00  3.136989e+00  3.991167e-02
             4  3.181280e+00  3.148062e+00  3.143222e-02
             5  3.222103e+00  3.162870e+00  2.842068e-02
             6  3.077432e+00  3.148630e+00  2.701671e-02
             7  3.055980e+00  3.135395e+00  2.619952e-02
             8  3.171646e+00  3.139926e+00  2.331316e-02
             9  3.247448e+00  3.151873e+00  2.358611e-02
            10  3.039673e+00  3.140653e+00  2.374672e-02
            11  3.227879e+00  3.148582e+00  2.287360e-02
            12  3.133653e+00  3.147338e+00  2.100127e-02
            13  3.123796e+00  3.145527e+00  1.946371e-02
            14  3.287335e+00  3.155657e+00  2.054069e-02
            15  3.115280e+00  3.152965e+00  1.934688e-02
            16  3.202335e+00  3.156050e+00  1.838211e-02
            17  3.230619e+00  3.160437e+00  1.781647e-02
            18  3.053575e+00  3.154500e+00  1.778831e-02
            19  3.013088e+00  3.147057e+00  1.834316e-02
            20  3.292125e+00  3.154311e+00  1.880550e-02
            21  3.110829e+00  3.152240e+00  1.802362e-02
            22  3.177784e+00  3.153401e+00  1.724173e-02
            23  3.056814e+00  3.149202e+00  1.699581e-02
            24  3.116231e+00  3.147828e+00  1.634308e-02
            25  3.051388e+00  3.143970e+00  1.613820e-02
            26  3.065162e+00  3.140939e+00  1.579959e-02
            27  3.169210e+00  3.141986e+00  1.524907e-02
            28  3.177582e+00  3.143258e+00  1.475736e-02
            29  3.154204e+00  3.143635e+00  1.425331e-02
            30  3.199731e+00  3.145505e+00  1.390031e-02
            31  3.105517e+00  3.144215e+00  1.351163e-02
            32  3.257317e+00  3.147749e+00  1.354378e-02
            33  3.280631e+00  3.151776e+00  1.371891e-02
            34  3.277307e+00  3.155468e+00  1.380328e-02
            35  3.262695e+00  3.158532e+00  1.374469e-02
            36  3.127818e+00  3.157679e+00  1.338934e-02
            37  3.057905e+00  3.154982e+00  1.329624e-02
            38  3.202631e+00  3.156236e+00  1.300533e-02
            39  3.086372e+00  3.154445e+00  1.279464e-02
            40  3.119084e+00  3.153561e+00  1.250527e-02
            41  3.175773e+00  3.154102e+00  1.221200e-02
            42  3.211443e+00  3.155468e+00  1.199731e-02
            43  3.170344e+00  3.155814e+00  1.172329e-02
            44  3.036188e+00  3.153095e+00  1.176788e-02
            45  3.021569e+00  3.150172e+00  1.186379e-02
            46  3.209233e+00  3.151456e+00  1.167515e-02
            47  3.177192e+00  3.152004e+00  1.143958e-02
            48  3.153869e+00  3.152042e+00  1.120132e-02
            49  3.151655e+00  3.152035e+00  1.097272e-02
            50  3.159462e+00  3.152183e+00  1.075427e-02
            51  3.257391e+00  3.154246e+00  1.073944e-02
            52  3.100224e+00  3.153207e+00  1.058304e-02
            53  3.201080e+00  3.154110e+00  1.042183e-02
            54  3.260283e+00  3.156077e+00  1.041265e-02
            55  3.168742e+00  3.156307e+00  1.022587e-02
            56  3.016584e+00  3.153812e+00  1.034318e-02
            57  3.018197e+00  3.151433e+00  1.043177e-02
            58  3.212994e+00  3.152494e+00  1.030577e-02
            59  3.128083e+00  3.152080e+00  1.013940e-02
            60  3.144465e+00  3.151953e+00  9.971202e-03
            61  3.181958e+00  3.152445e+00  9.819865e-03
            62  3.058856e+00  3.150936e+00  9.776811e-03
            63  3.236095e+00  3.152287e+00  9.714618e-03
            64  3.155432e+00  3.152337e+00  9.562952e-03
            65  3.182376e+00  3.152799e+00  9.426989e-03
            66  3.291540e+00  3.154901e+00  9.515652e-03
            67  3.162124e+00  3.155009e+00  9.374238e-03
            68  3.294518e+00  3.157060e+00  9.458221e-03
            69  3.063198e+00  3.155700e+00  9.418462e-03
            70  3.116898e+00  3.155146e+00  9.300210e-03
            71  2.951613e+00  3.152279e+00  9.600866e-03
            72  3.214027e+00  3.153137e+00  9.505747e-03
            73  3.250087e+00  3.154465e+00  9.467853e-03
            74  3.108744e+00  3.153847e+00  9.360047e-03
            75  3.169954e+00  3.154062e+00  9.237710e-03
            76  3.103767e+00  3.153400e+00  9.139834e-03
            77  3.256666e+00  3.154741e+00  9.118997e-03
            78  3.070206e+00  3.153657e+00  9.066262e-03
            79  3.172207e+00  3.153892e+00  8.954539e-03
            80  3.217430e+00  3.154686e+00  8.877759e-03
            81  3.152513e+00  3.154659e+00  8.768198e-03
            82  3.159111e+00  3.154714e+00  8.661436e-03
            83  3.080101e+00  3.153815e+00  8.603605e-03
            84  3.139452e+00  3.153644e+00  8.502879e-03
            85  3.044252e+00  3.152357e+00  8.499682e-03
            86  3.097975e+00  3.151724e+00  8.424337e-03
            87  3.093902e+00  3.151060e+00  8.353682e-03
            88  3.218521e+00  3.151826e+00  8.293854e-03
            89  3.127078e+00  3.151548e+00  8.205325e-03
            90  3.084112e+00  3.150799e+00  8.148295e-03
            91  3.249167e+00  3.151880e+00  8.130138e-03
            92  3.307017e+00  3.153566e+00  8.214782e-03
            93  3.249615e+00  3.154599e+00  8.191116e-03
            94  2.985287e+00  3.152798e+00  8.299651e-03
            95  3.254222e+00  3.153865e+00  8.280668e-03
            96  3.147407e+00  3.153798e+00  8.194685e-03
            97  3.190993e+00  3.154182e+00  8.119170e-03
            98  3.177067e+00  3.154415e+00  8.039679e-03
            99  3.308752e+00  3.155974e+00  8.108208e-03
           100  3.112217e+00  3.155537e+00  8.038925e-03
