#   N_BLOCK:  ACCEPTANCE:
             1  3.705320e-01
             2  3.704207e-01
             3  3.715129e-01
             4  3.712980e-01
             5  3.712960e-01
             6  3.707287e-01
             7  3.710331e-01
             8  3.710002e-01
             9  3.709831e-01
            10  3.711516e-01
            11  3.711286e-01
            12  3.714132e-01
            13  3.712252e-01
            14  3.710753e-01
            15  3.711196e-01
            16  3.710716e-01
            17  3.710115e-01
            18  3.711083e-01
            19  3.710502e-01
            20  3.710044e-01
            21  3.710885e-01
            22  3.710958e-01
            23  3.710568e-01
            24  3.710647e-01
            25  3.710210e-01
            26  3.710848e-01
            27  3.711124e-01
            28  3.710157e-01
            29  3.710529e-01
            30  3.710940e-01
            31  3.710372e-01
            32  3.709633e-01
            33  3.708860e-01
            34  3.708869e-01
            35  3.708442e-01
            36  3.708907e-01
            37  3.708610e-01
            38  3.708519e-01
            39  3.708903e-01
            40  3.708874e-01
            41  3.709375e-01
            42  3.709188e-01
            43  3.709141e-01
            44  3.709451e-01
            45  3.709605e-01
            46  3.709561e-01
            47  3.709687e-01
            48  3.709650e-01
            49  3.709706e-01
            50  3.709513e-01
            51  3.709421e-01
            52  3.709385e-01
            53  3.709194e-01
            54  3.709236e-01
            55  3.709642e-01
            56  3.709460e-01
            57  3.709673e-01
            58  3.709788e-01
            59  3.709744e-01
            60  3.709317e-01
            61  3.709306e-01
            62  3.709468e-01
            63  3.709549e-01
            64  3.709622e-01
            65  3.709758e-01
            66  3.709624e-01
            67  3.709443e-01
            68  3.709737e-01
            69  3.709680e-01
            70  3.709797e-01
            71  3.709880e-01
            72  3.709802e-01
            73  3.709780e-01
            74  3.709801e-01
            75  3.709814e-01
            76  3.709675e-01
            77  3.709584e-01
            78  3.709828e-01
            79  3.710063e-01
            80  3.710012e-01
            81  3.710253e-01
            82  3.710306e-01
            83  3.710388e-01
            84  3.710492e-01
            85  3.710900e-01
            86  3.711143e-01
            87  3.710924e-01
            88  3.710993e-01
            89  3.710923e-01
            90  3.710844e-01
            91  3.710939e-01
            92  3.710925e-01
            93  3.711004e-01
            94  3.710998e-01
            95  3.710963e-01
            96  3.711021e-01
            97  3.710711e-01
            98  3.710776e-01
            99  3.710925e-01
           100  3.711199e-01
