#   N_BLOCK:  ACCEPTANCE:
             1  1.843093e-01
             2  1.836627e-01
             3  1.837889e-01
             4  1.843893e-01
             5  1.843219e-01
             6  1.837176e-01
             7  1.840130e-01
             8  1.835238e-01
             9  1.837477e-01
            10  1.842220e-01
            11  1.843104e-01
            12  1.842481e-01
            13  1.842087e-01
            14  1.840685e-01
            15  1.843786e-01
            16  1.840381e-01
            17  1.840841e-01
            18  1.840478e-01
            19  1.841737e-01
            20  1.843817e-01
            21  1.843747e-01
            22  1.843481e-01
            23  1.843435e-01
            24  1.842610e-01
            25  1.843088e-01
            26  1.843182e-01
            27  1.842826e-01
            28  1.843322e-01
            29  1.843785e-01
            30  1.844960e-01
            31  1.844665e-01
            32  1.844658e-01
            33  1.844083e-01
            34  1.842999e-01
            35  1.844243e-01
            36  1.844982e-01
            37  1.844530e-01
            38  1.845611e-01
            39  1.846208e-01
            40  1.846059e-01
            41  1.846624e-01
            42  1.846845e-01
            43  1.846855e-01
            44  1.846536e-01
            45  1.846385e-01
            46  1.847002e-01
            47  1.847334e-01
            48  1.847531e-01
            49  1.847300e-01
            50  1.847118e-01
            51  1.846705e-01
            52  1.846319e-01
            53  1.846970e-01
            54  1.846639e-01
            55  1.847657e-01
            56  1.847217e-01
            57  1.847576e-01
            58  1.847997e-01
            59  1.848122e-01
            60  1.847758e-01
            61  1.847887e-01
            62  1.848350e-01
            63  1.848226e-01
            64  1.849039e-01
            65  1.849505e-01
            66  1.849536e-01
            67  1.848957e-01
            68  1.848842e-01
            69  1.849026e-01
            70  1.848563e-01
            71  1.848391e-01
            72  1.847946e-01
            73  1.848172e-01
            74  1.847975e-01
            75  1.847560e-01
            76  1.847576e-01
            77  1.847837e-01
            78  1.848094e-01
            79  1.847655e-01
            80  1.848012e-01
            81  1.847917e-01
            82  1.847676e-01
            83  1.847518e-01
            84  1.847920e-01
            85  1.847507e-01
            86  1.847907e-01
            87  1.847868e-01
            88  1.847911e-01
            89  1.848011e-01
            90  1.848221e-01
            91  1.848225e-01
            92  1.847698e-01
            93  1.847752e-01
            94  1.847996e-01
            95  1.848139e-01
            96  1.848437e-01
            97  1.848408e-01
            98  1.848450e-01
            99  1.848419e-01
           100  1.848946e-01
