#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
             1  4.978080e-01  4.978080e-01  0.000000e+00
             2  6.079467e-01  5.528773e-01  3.893990e-02
             3  5.553280e-01  5.536942e-01  2.596850e-02
             4  4.579173e-01  5.297500e-01  2.844861e-02
             5  4.678080e-01  5.173616e-01  2.531294e-02
             6  5.403653e-01  5.211956e-01  2.138250e-02
             7  5.414133e-01  5.240838e-01  1.852189e-02
             8  5.562667e-01  5.281067e-01  1.663779e-02
             9  5.336000e-01  5.287170e-01  1.480034e-02
            10  4.334693e-01  5.191923e-01  1.609595e-02
            11  5.551280e-01  5.224592e-01  1.496054e-02
            12  5.281627e-01  5.229344e-01  1.372138e-02
            13  4.836053e-01  5.199091e-01  1.299512e-02
            14  6.047947e-01  5.259724e-01  1.340698e-02
            15  5.449893e-01  5.272402e-01  1.257298e-02
            16  5.594640e-01  5.292542e-01  1.194739e-02
            17  5.525920e-01  5.306270e-01  1.132320e-02
            18  4.836453e-01  5.280169e-01  1.099084e-02
            19  4.459520e-01  5.236977e-01  1.122903e-02
            20  4.168347e-01  5.183545e-01  1.187093e-02
            21  4.521813e-01  5.152034e-01  1.171641e-02
            22  4.684667e-01  5.130790e-01  1.137482e-02
            23  5.930320e-01  5.165552e-01  1.139907e-02
            24  5.198960e-01  5.166944e-01  1.092496e-02
            25  5.337520e-01  5.173767e-01  1.050924e-02
            26  5.278427e-01  5.177793e-01  1.011275e-02
            27  5.099813e-01  5.174905e-01  9.742323e-03
            28  5.724053e-01  5.194517e-01  9.589762e-03
            29  5.009253e-01  5.188129e-01  9.280335e-03
            30  5.970853e-01  5.214220e-01  9.330545e-03
            31  5.043093e-01  5.208699e-01  9.045875e-03
            32  6.172667e-01  5.238823e-01  9.251188e-03
            33  5.278853e-01  5.240036e-01  8.971644e-03
            34  5.650347e-01  5.252104e-01  8.788562e-03
            35  4.682507e-01  5.235830e-01  8.686832e-03
            36  4.743413e-01  5.222152e-01  8.552542e-03
            37  5.864480e-01  5.239512e-01  8.495757e-03
            38  4.781760e-01  5.227466e-01  8.357149e-03
            39  5.326080e-01  5.229995e-01  8.146687e-03
            40  4.582267e-01  5.213801e-01  8.102358e-03
            41  6.111067e-01  5.235686e-01  8.194963e-03
            42  4.692160e-01  5.222745e-01  8.101380e-03
            43  6.042613e-01  5.241811e-01  8.134251e-03
            44  4.805840e-01  5.231903e-01  8.009502e-03
            45  4.909333e-01  5.224735e-01  7.863525e-03
            46  5.521707e-01  5.231191e-01  7.719034e-03
            47  4.866080e-01  5.223422e-01  7.593788e-03
            48  5.498453e-01  5.229152e-01  7.457170e-03
            49  4.995093e-01  5.224376e-01  7.320265e-03
            50  6.555787e-01  5.251004e-01  7.642845e-03
            51  6.178293e-01  5.269186e-01  7.706226e-03
            52  5.412613e-01  5.271944e-01  7.562963e-03
            53  5.707893e-01  5.280170e-01  7.464862e-03
            54  4.934827e-01  5.273774e-01  7.353967e-03
            55  5.485387e-01  5.277622e-01  7.230316e-03
            56  5.928000e-01  5.289236e-01  7.193875e-03
            57  5.089600e-01  5.285733e-01  7.076187e-03
            58  5.902293e-01  5.296364e-01  7.033579e-03
            59  5.468427e-01  5.299280e-01  6.920409e-03
            60  5.127760e-01  5.296421e-01  6.810970e-03
            61  5.664373e-01  5.302453e-01  6.725973e-03
            62  4.131413e-01  5.283566e-01  6.877579e-03
            63  4.841280e-01  5.276545e-01  6.804148e-03
            64  5.360640e-01  5.277859e-01  6.699102e-03
            65  5.866667e-01  5.286918e-01  6.657002e-03
            66  5.200880e-01  5.285614e-01  6.557415e-03
            67  5.455707e-01  5.288153e-01  6.464455e-03
            68  4.987333e-01  5.283729e-01  6.384509e-03
            69  5.020053e-01  5.279908e-01  6.303405e-03
            70  6.368800e-01  5.295463e-01  6.402422e-03
            71  5.625307e-01  5.300109e-01  6.329079e-03
            72  5.096773e-01  5.297285e-01  6.247473e-03
            73  6.352133e-01  5.311735e-01  6.326793e-03
            74  4.678293e-01  5.303175e-01  6.298938e-03
            75  5.848347e-01  5.310444e-01  6.256753e-03
            76  5.303600e-01  5.310354e-01  6.174434e-03
            77  5.863653e-01  5.317539e-01  6.135917e-03
            78  4.512960e-01  5.307224e-01  6.143344e-03
            79  6.151200e-01  5.317908e-01  6.157770e-03
            80  5.812480e-01  5.324090e-01  6.111752e-03
            81  5.957520e-01  5.331910e-01  6.086123e-03
            82  4.746880e-01  5.324775e-01  6.053575e-03
            83  5.335493e-01  5.324904e-01  5.980654e-03
            84  5.517627e-01  5.327199e-01  5.913855e-03
            85  4.770720e-01  5.320652e-01  5.880406e-03
            86  6.290240e-01  5.331926e-01  5.919121e-03
            87  5.658453e-01  5.335679e-01  5.862972e-03
            88  6.034693e-01  5.343623e-01  5.849910e-03
            89  5.043520e-01  5.340251e-01  5.793890e-03
            90  4.932613e-01  5.335721e-01  5.747190e-03
            91  6.032027e-01  5.343373e-01  5.734745e-03
            92  5.269680e-01  5.342572e-01  5.672970e-03
            93  5.067067e-01  5.339610e-01  5.619700e-03
            94  5.718347e-01  5.343639e-01  5.574341e-03
            95  5.692907e-01  5.347315e-01  5.527774e-03
            96  6.221493e-01  5.356421e-01  5.544688e-03
            97  5.479867e-01  5.357694e-01  5.488987e-03
            98  6.172613e-01  5.366010e-01  5.495604e-03
            99  5.549840e-01  5.367866e-01  5.443229e-03
           100  5.397200e-01  5.368160e-01  5.388875e-03
