#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
             1  2.297429e-01  2.297429e-01  0.000000e+00
             2  2.262568e-01  2.279998e-01  1.232534e-03
             3  2.245960e-01  2.268652e-01  1.238305e-03
             4  2.210719e-01  2.254169e-01  1.560700e-03
             5  2.174597e-01  2.238255e-01  1.893423e-03
             6  2.204537e-01  2.232635e-01  1.659151e-03
             7  2.188839e-01  2.226378e-01  1.535573e-03
             8  2.233900e-01  2.227319e-01  1.346501e-03
             9  2.276977e-01  2.232836e-01  1.305050e-03
            10  2.160804e-01  2.225633e-01  1.358874e-03
            11  2.295437e-01  2.231979e-01  1.375556e-03
            12  2.232581e-01  2.232029e-01  1.260935e-03
            13  2.248290e-01  2.233280e-01  1.170128e-03
            14  2.228569e-01  2.232943e-01  1.087031e-03
            15  2.170732e-01  2.228796e-01  1.090815e-03
            16  2.256641e-01  2.230536e-01  1.036429e-03
            17  2.227366e-01  2.230350e-01  9.756306e-04
            18  2.210059e-01  2.229222e-01  9.279183e-04
            19  2.186732e-01  2.226986e-01  9.056284e-04
            20  2.246605e-01  2.227967e-01  8.656433e-04
            21  2.223472e-01  2.227753e-01  8.246868e-04
            22  2.224186e-01  2.227591e-01  7.873604e-04
            23  2.222995e-01  2.227391e-01  7.533808e-04
            24  2.238665e-01  2.227861e-01  7.234530e-04
            25  2.254976e-01  2.228945e-01  7.025980e-04
            26  2.211529e-01  2.228275e-01  6.787608e-04
            27  2.197353e-01  2.227130e-01  6.632131e-04
            28  2.233380e-01  2.227353e-01  6.399024e-04
            29  2.226834e-01  2.227336e-01  6.178393e-04
            30  2.224899e-01  2.227254e-01  5.972981e-04
            31  2.221374e-01  2.227065e-01  5.783315e-04
            32  2.219301e-01  2.226822e-01  5.607674e-04
            33  2.229009e-01  2.226888e-01  5.438136e-04
            34  2.204335e-01  2.226225e-01  5.318494e-04
            35  2.248426e-01  2.226859e-01  5.204226e-04
            36  2.211409e-01  2.226430e-01  5.077330e-04
            37  2.217908e-01  2.226200e-01  4.945327e-04
            38  2.186135e-01  2.225145e-01  4.926297e-04
            39  2.224384e-01  2.225126e-01  4.800020e-04
            40  2.209907e-01  2.224745e-01  4.695074e-04
            41  2.219328e-01  2.224613e-01  4.582418e-04
            42  2.218785e-01  2.224475e-01  4.475413e-04
            43  2.199471e-01  2.223893e-01  4.408948e-04
            44  2.231299e-01  2.224061e-01  4.311956e-04
            45  2.219985e-01  2.223971e-01  4.217087e-04
            46  2.189393e-01  2.223219e-01  4.191870e-04
            47  2.180639e-01  2.222313e-01  4.199438e-04
            48  2.201946e-01  2.221889e-01  4.133332e-04
            49  2.155566e-01  2.220535e-01  4.264840e-04
            50  2.193765e-01  2.220000e-01  4.213017e-04
            51  2.171144e-01  2.219042e-01  4.237919e-04
            52  2.279527e-01  2.220205e-01  4.313095e-04
            53  2.204733e-01  2.219913e-01  4.241583e-04
            54  2.219453e-01  2.219905e-01  4.163044e-04
            55  2.271052e-01  2.220835e-01  4.189934e-04
            56  2.240878e-01  2.221193e-01  4.130373e-04
            57  2.250877e-01  2.221713e-01  4.090610e-04
            58  2.228707e-01  2.221834e-01  4.021859e-04
            59  2.177955e-01  2.221090e-01  4.021865e-04
            60  2.201422e-01  2.220762e-01  3.968170e-04
            61  2.223072e-01  2.220800e-01  3.903299e-04
            62  2.184357e-01  2.220212e-01  3.884348e-04
            63  2.216904e-01  2.220160e-01  3.823047e-04
            64  2.238562e-01  2.220447e-01  3.774109e-04
            65  2.229801e-01  2.220591e-01  3.718788e-04
            66  2.258788e-01  2.221170e-01  3.707204e-04
            67  2.222258e-01  2.221186e-01  3.651908e-04
            68  2.196513e-01  2.220823e-01  3.616184e-04
            69  2.219668e-01  2.220807e-01  3.563815e-04
            70  2.269877e-01  2.221508e-01  3.581182e-04
            71  2.231181e-01  2.221644e-01  3.533334e-04
            72  2.238773e-01  2.221882e-01  3.492259e-04
            73  2.297385e-01  2.222916e-01  3.594318e-04
            74  2.197211e-01  2.222569e-01  3.562492e-04
            75  2.197774e-01  2.222238e-01  3.530298e-04
            76  2.193553e-01  2.221861e-01  3.503965e-04
            77  2.257298e-01  2.222321e-01  3.488552e-04
            78  2.204615e-01  2.222094e-01  3.451204e-04
            79  2.221499e-01  2.222086e-01  3.407526e-04
            80  2.166159e-01  2.221387e-01  3.435897e-04
            81  2.210226e-01  2.221250e-01  3.396241e-04
            82  2.232425e-01  2.221386e-01  3.357556e-04
            83  2.192439e-01  2.221037e-01  3.335168e-04
            84  2.227903e-01  2.221119e-01  3.296465e-04
            85  2.242786e-01  2.221374e-01  3.267525e-04
            86  2.194182e-01  2.221058e-01  3.244792e-04
            87  2.226270e-01  2.221117e-01  3.208049e-04
            88  2.210399e-01  2.220996e-01  3.173905e-04
            89  2.232555e-01  2.221126e-01  3.140900e-04
            90  2.218105e-01  2.221092e-01  3.106180e-04
            91  2.233673e-01  2.221230e-01  3.075121e-04
            92  2.252075e-01  2.221566e-01  3.059919e-04
            93  2.209186e-01  2.221432e-01  3.029910e-04
            94  2.236801e-01  2.221596e-01  3.002085e-04
            95  2.267554e-01  2.222080e-01  3.009211e-04
            96  2.226371e-01  2.222124e-01  2.978197e-04
            97  2.206115e-01  2.221959e-01  2.952063e-04
            98  2.213292e-01  2.221871e-01  2.923264e-04
            99  2.198482e-01  2.221635e-01  2.903267e-04
           100  2.234243e-01  2.221761e-01  2.876971e-04
