#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
             1  5.808000e-03  5.808000e-03  0.000000e+00
             2 -5.573333e-03  1.173333e-04  4.023909e-03
             3  1.268800e-02  4.307556e-03  4.347607e-03
             4 -2.720000e-03  2.550667e-03  3.598220e-03
             5 -7.920000e-03  4.565333e-04  3.434315e-03
             6  1.765333e-03  6.746667e-04  2.868848e-03
             7  2.216000e-03  8.948571e-04  2.467448e-03
             8 -9.528000e-03 -4.080000e-04  2.479236e-03
             9 -1.085333e-03 -4.832593e-04  2.204908e-03
            10  1.047733e-02  6.128000e-04  2.240340e-03
            11  2.458667e-03  7.806061e-04  2.042947e-03
            12  9.352000e-03  1.494889e-03  1.993664e-03
            13  3.277333e-03  1.632000e-03  1.845014e-03
            14 -6.794667e-03  1.030095e-03  1.808745e-03
            15 -2.314667e-03  8.071111e-04  1.701851e-03
            16 -1.346667e-03  6.725000e-04  1.600800e-03
            17  6.442667e-03  1.011922e-03  1.542200e-03
            18  3.616000e-03  1.156593e-03  1.463292e-03
            19  3.512000e-03  1.280561e-03  1.391518e-03
            20 -8.221333e-03  8.054667e-04  1.400700e-03
            21  5.925333e-03  1.049270e-03  1.355052e-03
            22  5.152000e-03  1.235758e-03  1.306228e-03
            23  3.813333e-03  1.347826e-03  1.254234e-03
            24 -1.573333e-04  1.285111e-03  1.203541e-03
            25  3.346667e-03  1.367573e-03  1.158221e-03
            26 -6.826667e-04  1.288718e-03  1.116355e-03
            27 -1.135200e-02  8.205432e-04  1.169065e-03
            28 -7.392000e-03  5.272381e-04  1.163525e-03
            29 -1.187733e-02  9.949425e-05  1.199454e-03
            30 -6.293333e-04  7.520000e-05  1.159718e-03
            31  3.976000e-03  2.010323e-04  1.129114e-03
            32  1.122667e-03  2.298333e-04  1.094196e-03
            33  3.658667e-03  3.337374e-04  1.065961e-03
            34 -1.413867e-02 -9.192157e-05  1.116366e-03
            35 -3.120000e-03 -1.784381e-04  1.087817e-03
