#   N_BLOCK:  ACCEPTANCE:
             1  5.335490e-01
             2  5.339400e-01
             3  5.344344e-01
             4  5.341102e-01
             5  5.340318e-01
             6  5.339813e-01
             7  5.339025e-01
             8  5.338554e-01
             9  5.337419e-01
            10  5.337369e-01
            11  5.337152e-01
            12  5.335911e-01
            13  5.337497e-01
            14  5.336232e-01
            15  5.335427e-01
            16  5.335393e-01
            17  5.335209e-01
            18  5.335674e-01
            19  5.335892e-01
            20  5.336000e-01
            21  5.335707e-01
            22  5.335612e-01
            23  5.335620e-01
            24  5.335404e-01
            25  5.334852e-01
            26  5.334689e-01
            27  5.334403e-01
            28  5.333929e-01
            29  5.333595e-01
            30  5.333788e-01
            31  5.333871e-01
            32  5.334356e-01
            33  5.334467e-01
            34  5.334894e-01
            35  5.335129e-01
            36  5.335930e-01
            37  5.335584e-01
            38  5.335490e-01
            39  5.335875e-01
            40  5.336048e-01
            41  5.335938e-01
            42  5.336114e-01
            43  5.335854e-01
            44  5.335580e-01
            45  5.335842e-01
            46  5.335667e-01
            47  5.335370e-01
            48  5.335275e-01
            49  5.335164e-01
            50  5.335122e-01
            51  5.335217e-01
            52  5.335438e-01
            53  5.334923e-01
            54  5.334876e-01
            55  5.334614e-01
            56  5.334559e-01
            57  5.334577e-01
            58  5.334521e-01
            59  5.334404e-01
            60  5.334172e-01
            61  5.334224e-01
            62  5.334176e-01
            63  5.334356e-01
            64  5.334656e-01
            65  5.334890e-01
            66  5.335149e-01
            67  5.335238e-01
            68  5.335085e-01
            69  5.335020e-01
            70  5.334984e-01
            71  5.334862e-01
            72  5.335052e-01
            73  5.335154e-01
            74  5.335005e-01
            75  5.335202e-01
            76  5.335073e-01
            77  5.335183e-01
            78  5.335237e-01
            79  5.335184e-01
            80  5.335094e-01
            81  5.335013e-01
            82  5.335092e-01
            83  5.335151e-01
            84  5.335308e-01
            85  5.335340e-01
            86  5.335332e-01
            87  5.335196e-01
            88  5.335082e-01
            89  5.334983e-01
            90  5.335135e-01
            91  5.335133e-01
            92  5.334960e-01
            93  5.334963e-01
            94  5.334905e-01
            95  5.334965e-01
            96  5.334871e-01
            97  5.334692e-01
            98  5.334659e-01
            99  5.334860e-01
           100  5.334913e-01
