#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
             1  2.670133e-02  2.670133e-02  0.000000e+00
             2  2.364267e-02  2.517200e-02  1.081402e-03
             3  2.705067e-02  2.579822e-02  8.838455e-04
             4  1.988000e-02  2.431867e-02  1.442646e-03
             5  3.102933e-02  2.566080e-02  1.665246e-03
             6  3.474667e-02  2.717511e-02  1.958743e-03
             7  3.717867e-02  2.860419e-02  2.137591e-03
             8  3.054400e-02  2.884667e-02  1.884095e-03
             9  3.051200e-02  2.903170e-02  1.683812e-03
            10  2.263200e-02  2.839173e-02  1.632525e-03
            11  3.129067e-02  2.865527e-02  1.505235e-03
            12  2.658400e-02  2.848267e-02  1.389660e-03
            13  2.735200e-02  2.839569e-02  1.285482e-03
            14  2.295200e-02  2.800686e-02  1.251088e-03
            15  2.506667e-02  2.781084e-02  1.182938e-03
            16  2.411467e-02  2.757983e-02  1.131336e-03
            17  2.855200e-02  2.763702e-02  1.066231e-03
            18  2.905333e-02  2.771570e-02  1.009895e-03
            19  3.057600e-02  2.786625e-02  9.678980e-04
            20  2.252267e-02  2.759907e-02  9.556680e-04
            21  2.906400e-02  2.766883e-02  9.127025e-04
            22  2.945067e-02  2.774982e-02  8.748023e-04
            23  3.002133e-02  2.784858e-02  8.423238e-04
            24  2.512800e-02  2.773522e-02  8.148189e-04
            25  3.630400e-02  2.807797e-02  8.512679e-04
            26  2.395200e-02  2.791928e-02  8.331869e-04
            27  3.337867e-02  2.812148e-02  8.264992e-04
            28  2.485333e-02  2.800476e-02  8.051808e-04
            29  2.456267e-02  2.788607e-02  7.861156e-04
            30  2.626400e-02  2.783200e-02  7.617689e-04
            31  2.424533e-02  2.771630e-02  7.459303e-04
            32  2.500800e-02  2.763167e-02  7.274055e-04
            33  2.673333e-02  2.760444e-02  7.058721e-04
            34  3.121867e-02  2.771075e-02  6.930691e-04
            35  2.039467e-02  2.750171e-02  7.040839e-04
            36  2.355200e-02  2.739200e-02  6.930214e-04
            37  2.790400e-02  2.740584e-02  6.744293e-04
            38  3.014133e-02  2.747782e-02  6.605118e-04
            39  2.922133e-02  2.752253e-02  6.450867e-04
            40  2.723467e-02  2.751533e-02  6.289997e-04
            41  3.421600e-02  2.767876e-02  6.345350e-04
            42  2.806133e-02  2.768787e-02  6.194924e-04
            43  2.297067e-02  2.757817e-02  6.147221e-04
            44  1.932533e-02  2.739061e-02  6.287152e-04
            45  2.866933e-02  2.741902e-02  6.153856e-04
            46  3.072800e-02  2.749096e-02  6.061974e-04
            47  2.698400e-02  2.748017e-02  5.933955e-04
            48  2.480533e-02  2.742444e-02  5.836439e-04
            49  3.202400e-02  2.751831e-02  5.792321e-04
            50  2.224800e-02  2.741291e-02  5.771585e-04
            51  3.568000e-02  2.757501e-02  5.881649e-04
            52  2.796267e-02  2.758246e-02  5.769012e-04
            53  2.663200e-02  2.756453e-02  5.662950e-04
            54  2.421600e-02  2.750252e-02  5.591928e-04
            55  2.917333e-02  2.753290e-02  5.498502e-04
            56  2.895200e-02  2.755824e-02  5.406151e-04
            57  2.413600e-02  2.749820e-02  5.344541e-04
            58  2.990667e-02  2.753972e-02  5.268501e-04
            59  3.076000e-02  2.759431e-02  5.207400e-04
            60  2.192800e-02  2.749987e-02  5.205540e-04
            61  2.748000e-02  2.749954e-02  5.120204e-04
            62  2.708267e-02  2.749282e-02  5.038062e-04
            63  3.813067e-02  2.766167e-02  5.233413e-04
            64  2.806133e-02  2.766792e-02  5.152014e-04
            65  2.604000e-02  2.764287e-02  5.078836e-04
            66  1.808800e-02  2.749810e-02  5.204128e-04
            67  2.505333e-02  2.746161e-02  5.139230e-04
            68  2.019733e-02  2.735478e-02  5.173492e-04
            69  2.707733e-02  2.735076e-02  5.098670e-04
            70  3.254400e-02  2.742495e-02  5.079520e-04
            71  2.634667e-02  2.740977e-02  5.010248e-04
            72  1.866933e-02  2.728837e-02  5.085601e-04
            73  2.644533e-02  2.727682e-02  5.017246e-04
            74  3.040267e-02  2.731906e-02  4.967195e-04
            75  2.346933e-02  2.726773e-02  4.927416e-04
            76  2.806933e-02  2.727828e-02  4.863710e-04
            77  2.938133e-02  2.730559e-02  4.808208e-04
            78  2.738400e-02  2.730660e-02  4.746575e-04
            79  2.724000e-02  2.730576e-02  4.686499e-04
            80  2.764800e-02  2.731003e-02  4.628113e-04
            81  1.930133e-02  2.721116e-02  4.675397e-04
            82  2.971200e-02  2.724166e-02  4.628316e-04
            83  3.009600e-02  2.727605e-02  4.585312e-04
            84  3.002400e-02  2.730876e-02  4.542379e-04
            85  2.746933e-02  2.731065e-02  4.488979e-04
            86  2.564800e-02  2.729132e-02  4.440943e-04
            87  2.832533e-02  2.730320e-02  4.391487e-04
            88  2.316800e-02  2.725621e-02  4.366653e-04
            89  3.196800e-02  2.730915e-02  4.349564e-04
            90  2.685067e-02  2.730406e-02  4.301534e-04
            91  2.130667e-02  2.723815e-02  4.304457e-04
            92  2.644800e-02  2.722957e-02  4.258526e-04
            93  3.033867e-02  2.726300e-02  4.225837e-04
            94  3.210133e-02  2.731447e-02  4.212112e-04
            95  2.683733e-02  2.730945e-02  4.168073e-04
            96  2.961867e-02  2.733350e-02  4.131591e-04
            97  2.977067e-02  2.735863e-02  4.096630e-04
            98  2.920533e-02  2.737747e-02  4.059159e-04
            99  3.030933e-02  2.740708e-02  4.028946e-04
           100  3.358933e-02  2.746891e-02  4.035810e-04
