#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
             1  4.463899e-01  4.463899e-01  0.000000e+00
             2  4.327893e-01  4.395896e-01  4.808528e-03
             3  4.182783e-01  4.324858e-01  6.627115e-03
             4  4.362809e-01  4.334346e-01  5.037793e-03
             5  4.499552e-01  4.367387e-01  4.997659e-03
             6  4.455748e-01  4.382114e-01  4.376318e-03
             7  4.417518e-01  4.387172e-01  3.780242e-03
             8  4.299416e-01  4.376202e-01  3.463211e-03
             9  4.122219e-01  4.347982e-01  4.068861e-03
            10  4.385103e-01  4.351694e-01  3.678870e-03
            11  4.326950e-01  4.349445e-01  3.351297e-03
            12  4.510098e-01  4.362832e-01  3.328707e-03
            13  4.336910e-01  4.360838e-01  3.078620e-03
            14  4.387517e-01  4.362744e-01  2.864610e-03
            15  4.144614e-01  4.348202e-01  3.020272e-03
            16  4.348645e-01  4.348230e-01  2.831506e-03
            17  4.143760e-01  4.336202e-01  2.909205e-03
            18  4.525089e-01  4.346696e-01  2.930737e-03
            19  4.239778e-01  4.341069e-01  2.829996e-03
            20  4.455009e-01  4.346766e-01  2.745240e-03
            21  4.516667e-01  4.354856e-01  2.731132e-03
            22  4.358620e-01  4.355027e-01  2.607043e-03
            23  4.250733e-01  4.350493e-01  2.532822e-03
            24  4.377936e-01  4.351636e-01  2.429867e-03
            25  4.313293e-01  4.350102e-01  2.337508e-03
            26  4.238958e-01  4.345828e-01  2.286358e-03
            27  4.288155e-01  4.343692e-01  2.211633e-03
            28  4.389208e-01  4.345317e-01  2.138612e-03
            29  4.245985e-01  4.341892e-01  2.092117e-03
            30  4.498349e-01  4.347107e-01  2.086370e-03
            31  4.302705e-01  4.345675e-01  2.023978e-03
            32  4.303920e-01  4.344370e-01  1.964930e-03
            33  4.262386e-01  4.341886e-01  1.921029e-03
            34  4.600120e-01  4.349481e-01  2.009069e-03
            35  4.253614e-01  4.346742e-01  1.970250e-03
            36  4.488668e-01  4.350684e-01  1.954566e-03
            37  4.260092e-01  4.348236e-01  1.917014e-03
            38  4.334276e-01  4.347868e-01  1.866918e-03
            39  4.314286e-01  4.347007e-01  1.821033e-03
            40  4.211803e-01  4.343627e-01  1.806605e-03
            41  4.134568e-01  4.338528e-01  1.833087e-03
            42  4.258151e-01  4.336614e-01  1.799404e-03
            43  4.470163e-01  4.339720e-01  1.784160e-03
            44  4.268649e-01  4.338105e-01  1.750907e-03
            45  4.521348e-01  4.342177e-01  1.758712e-03
            46  4.429170e-01  4.344068e-01  1.730617e-03
            47  4.315907e-01  4.343469e-01  1.694833e-03
            48  4.365337e-01  4.343925e-01  1.660136e-03
            49  4.508720e-01  4.347288e-01  1.659972e-03
            50  4.224332e-01  4.344829e-01  1.644887e-03
            51  4.345368e-01  4.344839e-01  1.612635e-03
            52  4.132589e-01  4.340757e-01  1.632462e-03
            53  4.292836e-01  4.339853e-01  1.604162e-03
            54  4.437364e-01  4.341659e-01  1.584586e-03
            55  4.333619e-01  4.341513e-01  1.555843e-03
            56  4.277090e-01  4.340362e-01  1.532307e-03
            57  4.316700e-01  4.339947e-01  1.505987e-03
            58  4.354244e-01  4.340194e-01  1.480223e-03
            59  4.517384e-01  4.343197e-01  1.485289e-03
            60  4.384354e-01  4.343883e-01  1.462117e-03
            61  4.572277e-01  4.347627e-01  1.485314e-03
            62  4.355962e-01  4.347762e-01  1.461419e-03
            63  4.304357e-01  4.347073e-01  1.439845e-03
            64  4.340050e-01  4.346963e-01  1.417389e-03
            65  4.296075e-01  4.346180e-01  1.397743e-03
            66  4.346251e-01  4.346181e-01  1.376565e-03
            67  4.190121e-01  4.343852e-01  1.375585e-03
            68  4.162588e-01  4.341186e-01  1.380942e-03
            69  4.356848e-01  4.341413e-01  1.361115e-03
            70  4.255379e-01  4.340184e-01  1.347208e-03
            71  4.502616e-01  4.342472e-01  1.347518e-03
            72  4.502895e-01  4.344700e-01  1.347097e-03
            73  4.483195e-01  4.346597e-01  1.341937e-03
            74  4.376065e-01  4.346995e-01  1.324394e-03
            75  4.326416e-01  4.346721e-01  1.307019e-03
            76  4.290022e-01  4.345975e-01  1.291949e-03
            77  4.370319e-01  4.346291e-01  1.275557e-03
            78  4.230787e-01  4.344810e-01  1.267770e-03
            79  4.336298e-01  4.344703e-01  1.251768e-03
            80  4.396475e-01  4.345350e-01  1.237793e-03
            81  4.400670e-01  4.346033e-01  1.224394e-03
            82  4.266076e-01  4.345058e-01  1.213339e-03
            83  4.376055e-01  4.345431e-01  1.199295e-03
            84  4.386024e-01  4.345914e-01  1.185991e-03
            85  4.416872e-01  4.346749e-01  1.174973e-03
            86  4.260208e-01  4.345743e-01  1.165611e-03
            87  4.304927e-01  4.345274e-01  1.153157e-03
            88  4.324128e-01  4.345033e-01  1.140304e-03
            89  4.305686e-01  4.344591e-01  1.128348e-03
            90  4.483372e-01  4.346133e-01  1.126298e-03
            91  4.347690e-01  4.346150e-01  1.113922e-03
            92  4.157014e-01  4.344095e-01  1.120625e-03
            93  4.408168e-01  4.344783e-01  1.110691e-03
            94  4.366481e-01  4.345014e-01  1.099115e-03
            95  4.196405e-01  4.343450e-01  1.098621e-03
            96  4.485419e-01  4.344929e-01  1.097085e-03
            97  4.226494e-01  4.343708e-01  1.092548e-03
            98  4.290067e-01  4.343161e-01  1.082770e-03
            99  4.304396e-01  4.342769e-01  1.072541e-03
           100  4.371949e-01  4.343061e-01  1.062212e-03
