#   N_BLOCK:  ACCEPTANCE:
             1  4.009467e-01
             2  4.004240e-01
             3  4.014867e-01
             4  4.009727e-01
             5  4.009800e-01
             6  4.007456e-01
             7  4.013381e-01
             8  4.013102e-01
             9  4.012376e-01
            10  4.013323e-01
            11  4.014427e-01
            12  4.015472e-01
            13  4.015175e-01
            14  4.014765e-01
            15  4.016183e-01
            16  4.016424e-01
            17  4.016307e-01
            18  4.016904e-01
            19  4.016959e-01
            20  4.017186e-01
            21  4.018282e-01
            22  4.017716e-01
            23  4.017949e-01
            24  4.017716e-01
            25  4.017756e-01
            26  4.017929e-01
            27  4.017536e-01
            28  4.017150e-01
            29  4.017064e-01
            30  4.017035e-01
            31  4.016501e-01
            32  4.016236e-01
            33  4.015596e-01
            34  4.015950e-01
            35  4.015665e-01
            36  4.016356e-01
            37  4.016203e-01
            38  4.015872e-01
            39  4.015889e-01
            40  4.016043e-01
            41  4.016050e-01
            42  4.016091e-01
            43  4.016001e-01
            44  4.016212e-01
            45  4.016023e-01
            46  4.015412e-01
            47  4.015340e-01
            48  4.015193e-01
            49  4.015130e-01
            50  4.015069e-01
            51  4.015073e-01
            52  4.014685e-01
            53  4.014619e-01
            54  4.014821e-01
            55  4.015267e-01
            56  4.015069e-01
            57  4.014943e-01
            58  4.014948e-01
            59  4.014639e-01
            60  4.014278e-01
            61  4.014310e-01
            62  4.014619e-01
            63  4.014511e-01
            64  4.014910e-01
            65  4.014546e-01
            66  4.014420e-01
            67  4.013995e-01
            68  4.014313e-01
            69  4.013881e-01
            70  4.013608e-01
            71  4.013731e-01
            72  4.013660e-01
            73  4.013539e-01
            74  4.013536e-01
            75  4.013622e-01
            76  4.013614e-01
            77  4.013550e-01
            78  4.013657e-01
            79  4.013717e-01
            80  4.013824e-01
            81  4.013821e-01
            82  4.013910e-01
            83  4.014173e-01
            84  4.014037e-01
            85  4.014345e-01
            86  4.014463e-01
            87  4.014499e-01
            88  4.014314e-01
            89  4.014221e-01
            90  4.014323e-01
            91  4.014309e-01
            92  4.014173e-01
            93  4.013996e-01
            94  4.013974e-01
            95  4.013993e-01
            96  4.013826e-01
            97  4.013742e-01
            98  4.013825e-01
            99  4.013824e-01
           100  4.013875e-01
