15.2563 nan
15.0334 0.222903
15.0306 0.128724
15.081 0.104038
14.999 0.114979
15.1038 0.140691
15.0752 0.122284
15.1897 0.155993
15.1774 0.138128
15.2119 0.128291
15.2059 0.116201
15.204 0.106093
15.1449 0.114117
15.2073 0.122716
15.1835 0.116701
15.1568 0.112384
15.1775 0.107588
15.1213 0.115999
15.0764 0.118532
15.0094 0.130914
15.0196 0.124944
15.0479 0.122431
15.0772 0.120608
15.0536 0.117863
15.0111 0.120781
14.9783 0.120569
15.0123 0.120883
14.9711 0.123542
14.9723 0.11921
14.9713 0.115172
14.9838 0.112088
14.9885 0.108632
14.9966 0.105595
15.0085 0.103136
14.9798 0.104177
14.9618 0.102821
14.9872 0.103172
14.9906 0.100476
15.0022 0.098562
15.0156 0.0969839
15.0061 0.0950586
15.0004 0.0929462
15.0143 0.091818
14.9958 0.0915803
15.005 0.0899915
14.9864 0.089951
14.9855 0.0880212
15.0016 0.0876617
14.9989 0.0858983
14.9994 0.0841642
14.9875 0.0833454
14.9796 0.0821089
14.9582 0.0833306
14.9632 0.081925
14.9599 0.0804915
14.9617 0.0790625
14.9785 0.0794518
14.969 0.0786411
14.9702 0.0773059
14.968 0.0760378
14.9724 0.0749072
14.9802 0.0741036
14.9882 0.0733583
14.9989 0.0729914
14.9926 0.0721336
14.995 0.0710701
15.0089 0.0713858
14.9948 0.0717462
14.995 0.0706994
15.0035 0.0701976
15.0023 0.069213
15.024 0.0716133
15.0406 0.0725506
15.0519 0.0724476
15.049 0.0715331
15.0622 0.0718134
15.0654 0.0709457
15.0674 0.0700576
15.0794 0.0702118
15.0781 0.0693414
15.0729 0.0686765
15.0725 0.0678353
15.0617 0.0678674
15.055 0.067394
15.0592 0.0667271
15.0579 0.065958
15.0701 0.0663143
15.0622 0.0660316
15.0525 0.0659938
15.0382 0.0667971
15.0282 0.0668162
15.0259 0.0661251
15.0351 0.0660418
15.035 0.0653355
15.0318 0.0647245
15.0376 0.064304
15.0383 0.0636426
15.0414 0.0630617
15.04 0.0624354
15.0413 0.0618213
