#   N_BLOCK:  ACCEPTANCE:
             1  5.053653e-01
             2  5.041627e-01
             3  5.052258e-01
             4  5.050003e-01
             5  5.048267e-01
             6  5.046309e-01
             7  5.048606e-01
             8  5.050070e-01
             9  5.050172e-01
            10  5.049088e-01
            11  5.049575e-01
            12  5.050549e-01
            13  5.051192e-01
            14  5.050733e-01
            15  5.050651e-01
            16  5.050015e-01
            17  5.050758e-01
            18  5.051271e-01
            19  5.051987e-01
            20  5.052263e-01
            21  5.052018e-01
            22  5.051429e-01
            23  5.051724e-01
            24  5.051572e-01
            25  5.050724e-01
            26  5.050862e-01
            27  5.050630e-01
            28  5.050725e-01
            29  5.050419e-01
            30  5.050825e-01
            31  5.050520e-01
            32  5.050754e-01
            33  5.050992e-01
            34  5.051335e-01
            35  5.051072e-01
            36  5.051249e-01
            37  5.050648e-01
            38  5.050023e-01
            39  5.050042e-01
            40  5.050557e-01
            41  5.050084e-01
            42  5.049876e-01
            43  5.049858e-01
            44  5.049677e-01
            45  5.049767e-01
            46  5.049906e-01
            47  5.049845e-01
            48  5.049563e-01
            49  5.049485e-01
            50  5.049275e-01
            51  5.049319e-01
            52  5.049121e-01
            53  5.049079e-01
            54  5.048820e-01
            55  5.048714e-01
            56  5.048815e-01
            57  5.048771e-01
            58  5.048718e-01
            59  5.048874e-01
            60  5.048751e-01
            61  5.048694e-01
            62  5.048838e-01
            63  5.048775e-01
            64  5.049187e-01
            65  5.048882e-01
            66  5.048944e-01
            67  5.048829e-01
            68  5.048926e-01
            69  5.048555e-01
            70  5.048569e-01
            71  5.048453e-01
            72  5.048464e-01
            73  5.048316e-01
            74  5.048124e-01
            75  5.048253e-01
            76  5.048171e-01
            77  5.047999e-01
            78  5.048106e-01
            79  5.048111e-01
            80  5.048172e-01
            81  5.048112e-01
            82  5.048054e-01
            83  5.048191e-01
            84  5.048222e-01
            85  5.048330e-01
            86  5.048250e-01
            87  5.048115e-01
            88  5.048150e-01
            89  5.047910e-01
            90  5.047924e-01
            91  5.047750e-01
            92  5.047649e-01
            93  5.047770e-01
            94  5.047748e-01
            95  5.047878e-01
            96  5.047980e-01
            97  5.047679e-01
            98  5.047768e-01
            99  5.047803e-01
           100  5.047818e-01
