#   N_BLOCK:  ACCEPTANCE:
             1  1.929720e-01
             2  1.926467e-01
             3  1.931627e-01
             4  1.926497e-01
             5  1.928973e-01
             6  1.927796e-01
             7  1.927170e-01
             8  1.923978e-01
             9  1.925649e-01
            10  1.927017e-01
            11  1.928338e-01
            12  1.929887e-01
            13  1.930124e-01
            14  1.929209e-01
            15  1.930590e-01
            16  1.928838e-01
            17  1.928586e-01
            18  1.928018e-01
            19  1.930093e-01
            20  1.930311e-01
            21  1.930404e-01
            22  1.930421e-01
            23  1.930504e-01
            24  1.930224e-01
            25  1.929250e-01
            26  1.929847e-01
            27  1.929188e-01
            28  1.930171e-01
            29  1.930055e-01
            30  1.931016e-01
            31  1.930917e-01
            32  1.931783e-01
            33  1.931781e-01
            34  1.931143e-01
            35  1.930774e-01
            36  1.930988e-01
            37  1.930834e-01
            38  1.930985e-01
            39  1.931258e-01
            40  1.930985e-01
            41  1.931096e-01
            42  1.930930e-01
            43  1.930768e-01
            44  1.930268e-01
            45  1.930279e-01
            46  1.931113e-01
            47  1.931185e-01
            48  1.931498e-01
            49  1.931518e-01
            50  1.931735e-01
            51  1.931786e-01
            52  1.931640e-01
            53  1.931994e-01
            54  1.931494e-01
            55  1.932082e-01
            56  1.932417e-01
            57  1.932930e-01
            58  1.932883e-01
            59  1.933683e-01
            60  1.934089e-01
            61  1.933312e-01
            62  1.933395e-01
            63  1.933259e-01
            64  1.933321e-01
            65  1.933764e-01
            66  1.933675e-01
            67  1.933113e-01
            68  1.933241e-01
            69  1.932978e-01
            70  1.932336e-01
            71  1.932077e-01
            72  1.931806e-01
            73  1.932116e-01
            74  1.932120e-01
            75  1.931450e-01
            76  1.931303e-01
            77  1.931850e-01
            78  1.932101e-01
            79  1.931643e-01
            80  1.931880e-01
            81  1.932030e-01
            82  1.931958e-01
            83  1.931905e-01
            84  1.931772e-01
            85  1.931373e-01
            86  1.931256e-01
            87  1.931214e-01
            88  1.931622e-01
            89  1.931834e-01
            90  1.931667e-01
            91  1.931611e-01
            92  1.931623e-01
            93  1.931648e-01
            94  1.931616e-01
            95  1.931977e-01
            96  1.932435e-01
            97  1.932212e-01
            98  1.932146e-01
            99  1.932309e-01
           100  1.932486e-01
